q_inverse_angstroms,debye,propo{e=0.380}_TetToxHcGT1b,propo{e=0.380}_TetToxHcGT1b_relDiffDebye,propo{e=0.390}_TetToxHcGT1b,propo{e=0.390}_TetToxHcGT1b_relDiffDebye,propo{e=0.400}_TetToxHcGT1b,propo{e=0.400}_TetToxHcGT1b_relDiffDebye,propo{e=0.410}_TetToxHcGT1b,propo{e=0.410}_TetToxHcGT1b_relDiffDebye,propo{e=0.420}_TetToxHcGT1b,propo{e=0.420}_TetToxHcGT1b_relDiffDebye,propo{e=0.430}_TetToxHcGT1b,propo{e=0.430}_TetToxHcGT1b_relDiffDebye,propo{e=0.440}_TetToxHcGT1b,propo{e=0.440}_TetToxHcGT1b_relDiffDebye,propo{e=0.450}_TetToxHcGT1b,propo{e=0.450}_TetToxHcGT1b_relDiffDebye,strat{a=0.15}_TetToxHcGT1b,strat{a=0.15}_TetToxHcGT1b_relDiffDebye,strat{a=0.20}_TetToxHcGT1b,strat{a=0.20}_TetToxHcGT1b_relDiffDebye,strat{a=0.25}_TetToxHcGT1b,strat{a=0.25}_TetToxHcGT1b_relDiffDebye,strat{a=0.30}_TetToxHcGT1b,strat{a=0.30}_TetToxHcGT1b_relDiffDebye,strat{a=0.35}_TetToxHcGT1b,strat{a=0.35}_TetToxHcGT1b_relDiffDebye,strat{a=0.40}_TetToxHcGT1b,strat{a=0.40}_TetToxHcGT1b_relDiffDebye,strat{a=0.45}_TetToxHcGT1b,strat{a=0.45}_TetToxHcGT1b_relDiffDebye,strat{a=0.50}_TetToxHcGT1b,strat{a=0.50}_TetToxHcGT1b_relDiffDebye
0,175.138217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.49464,84.30117625326744,24.759474,85.86289479011882,90.775731,48.16909035907337,86.038675,50.87384325718013,61.369422,64.95943429639917,76.58781,56.27007553696861,287.739354,64.29272772601082,140.330709,19.874307616138392
0.02,161.059383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.26055,76.24444519323659,35.347126,78.05335812071253,64.572209,59.907825426103855,125.855344,21.85780073427948,148.047688,8.078818357326007,115.996709,27.978918806611848,342.557326,112.69007717482687,127.850374,20.619108543337706
0.04,125.470537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.453302,75.72872267216009,18.453025,85.29294172065272,53.236804,57.57027484468327,62.239056,50.39548129135687,93.108638,25.792428863199966,86.973315,30.682280414564573,122.454756,2.403577024620521,149.971244,19.5270599662772
0.06,83.50779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.669854,95.60537525900278,17.949046,78.50614176234338,40.696843,51.265812446958535,42.100966,49.58438488193736,32.077024,61.58798598310409,67.827242,18.77734759834981,96.749273,15.856584158196501,85.933676,2.9049816789547487
0.08,48.75987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17166,95.54621454076887,7.360346,84.90491053401085,46.683798,4.257747200720585,26.937655,44.75445689252248,56.134633,15.124656813071901,47.186825,3.226105812013035,47.736786,2.0982090395236845,45.55419,6.574422778403637
0.1,26.52572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9487390000000002,88.88347234306929,17.344854,34.61118491788346,11.760101,55.66529014104047,17.114717,35.47878436475994,63.980695,141.2024819684442,16.94249,36.12806740024399,44.313325,67.05795356356019,77.853332,193.50129610053938
0.12,14.549347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.516447,55.211412580922,5.192681,64.30986902711166,7.078572,51.34783712286194,17.519438,20.413912734365343,5.541188,61.914524411301755,15.796767,8.573718119445498,48.320073,232.11162672798994,24.66008,69.49269269610521
0.14,8.171848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.335894,71.41535182739572,10.259913,25.551931460301248,6.754704,17.34178119808396,18.984213,132.312360680228,11.843823,44.934450567362475,3.915537,52.085048571632754,10.567758,29.319072014065835,10.921141,33.64346718147473
0.16,4.31685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221909,94.85946928894911,4.385322,1.5861565725007996,4.8154960000000004,11.551154198084271,0.779772,81.93655095729525,10.11738,134.36950554223571,23.785584,450.9939886722958,20.580431,376.7464933921726,24.261117,462.0097293165156
0.18,1.979464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.620025,284.9539572328671,2.491736,25.87932894965506,3.804224,92.18455096935332,5.35419,170.48685906891967,5.526408,179.1870930716598,2.738077,38.32416250055572,9.911745,400.72873262661,18.67069,843.2194775959554
