q_inverse_angstroms,debye,propo{e=0.380}_Selenow,propo{e=0.380}_Selenow_relDiffDebye,propo{e=0.390}_Selenow,propo{e=0.390}_Selenow_relDiffDebye,propo{e=0.400}_Selenow,propo{e=0.400}_Selenow_relDiffDebye,propo{e=0.410}_Selenow,propo{e=0.410}_Selenow_relDiffDebye,propo{e=0.420}_Selenow,propo{e=0.420}_Selenow_relDiffDebye,propo{e=0.430}_Selenow,propo{e=0.430}_Selenow_relDiffDebye,propo{e=0.440}_Selenow,propo{e=0.440}_Selenow_relDiffDebye,propo{e=0.450}_Selenow,propo{e=0.450}_Selenow_relDiffDebye,strat{a=0.15}_Selenow,strat{a=0.15}_Selenow_relDiffDebye,strat{a=0.20}_Selenow,strat{a=0.20}_Selenow_relDiffDebye,strat{a=0.25}_Selenow,strat{a=0.25}_Selenow_relDiffDebye,strat{a=0.30}_Selenow,strat{a=0.30}_Selenow_relDiffDebye,strat{a=0.35}_Selenow,strat{a=0.35}_Selenow_relDiffDebye,strat{a=0.40}_Selenow,strat{a=0.40}_Selenow_relDiffDebye,strat{a=0.45}_Selenow,strat{a=0.45}_Selenow_relDiffDebye,strat{a=0.50}_Selenow,strat{a=0.50}_Selenow_relDiffDebye
0,178.36908,90.439084,49.29665836702191,88.188666,50.55832210380857,85.938619,51.8197778449045,83.953613,52.93264224943023,81.968942,54.04531884113547,79.98463,55.1577941647734,78.265204,56.12176505031029,76.546088,57.08556213890883,24.194877,86.43549823769905,121.847367,31.688066676130184,197.589682,10.775747680035135,494.349647,177.14985523275672,76.134978,57.316044910922905,633.784752,255.32209506266446,629.861419,253.12253614808125,786.166827,340.75286310833695
0.02,169.885546,86.150596,49.28903722038837,84.007548,50.55050298393249,81.86487,51.81175095378626,79.974604,52.92442124534833,78.084671,54.03689552258908,76.195097,55.14915848108702,74.557777,56.112936765085365,72.920768,57.076531984657485,262.369346,54.43888675496855,291.440958,71.55135611124916,74.951377,55.881251369083515,217.917479,28.273113358331248,278.086154,63.6902965246967,474.552403,179.33653814197945,823.49996,384.7380953762835,266.622428,56.942385198561865
0.04,146.548434,74.353069,49.26382563733161,72.505394,50.52462041320756,70.658088,51.78516339519533,69.028444,52.89718073684773,67.399134,54.00897016750107,65.770183,55.12051462794887,64.358737,56.08364057987818,62.947601,57.046554997646716,76.484723,47.80925260518307,12.060717,91.770149519305,152.049582,3.7538087919793135,49.653119,66.11828755536206,373.181963,154.647526973915,515.697112,251.8953413040224,452.48661,208.76250100359312,287.258441,96.01604272345894
0.06,113.928714,57.861799,49.21227760018427,56.427013,50.47164931572913,54.992597,51.73069626679012,53.727266,52.8413302374325,52.46227,53.95167016455571,51.197632,55.06169586009722,50.101925,56.02344374746475,49.006528,56.984919534859316,9.888674,91.32029700607347,517.317613,354.07131778912213,614.788643,439.6257198163406,169.090719,48.418000224245496,165.580386,45.336834048701725,698.257064,512.8894459389754,184.519765,61.96071957768259,1840.67074,1515.63373742637
0.08,79.094726,40.249605,49.11215066349682,39.255772,50.36866048439184,38.262309,51.6247025117705,37.386055,52.73255640331822,36.510135,53.839988016394415,35.634574,54.94696574332908,34.876067,55.90595130198693,34.117869,56.8645461898433,87.004713,10.000650359418403,6.495274,91.78798090785473,135.344309,71.11673033673576,27.030076,65.8256910833726,301.386353,281.0448158073144,51.46655,34.930490814267436,487.690108,516.5899202938008,371.771873,370.03370743075845
0.1,48.324319,24.690981,48.905682457729,24.086686,50.156181197297364,23.482762,51.40591220747467,22.950219,52.5079308411982,22.418009,53.60926038088607,21.886159,54.70984495404891,21.425533,55.66304203893696,20.965218,56.61559555552144,97.850981,102.48807024057598,9.80036,79.7196107409191,252.04128,421.5619903510694,121.009924,150.41206271318586,129.819667,168.6425172385771,495.068593,924.4709149445024,1225.531622,2436.0556493305157,59.227321,22.56214308990055
0.12,25.425472,13.112849,48.426330099201294,12.798434,49.66294431033571,12.484389,50.89810328791536,12.207622,51.986645518321154,11.931189,53.073874105464,11.655114,54.159694655816025,11.416161,55.09951201692539,11.177519,56.03810619523601,3.079876,87.88665162243596,11.612228,54.32836802400365,83.205122,227.2510417899027,82.471321,224.36495574202127,189.635818,645.8497446969717,17.80414,29.975183941521315,815.620332,3107.8866893798468,141.846069,457.8896195122749
0.14,11.226387,5.93559,47.128225670467266,5.800871,48.32824665673828,5.666522,49.524971836442134,5.548309,50.577964219476854,5.430431,51.627972561430504,5.312912,52.67478308025548,5.211373,53.57925038572071,5.110145,54.48094743215248,1.723123,84.65113486645348,57.694353,413.91737163523754,294.174995,2520.388865981549,58.754649,423.3620487161185,65.250523,481.22460057719366,78.401036,598.3639170821386,497.512934,4331.638905731647,311.177272,2671.8380989360157
0.16,4.205786,2.390352,43.16515390940005,2.344395,44.25786285845261,2.298807,45.34179817993592,2.258914,46.29032480492351,2.219354,47.23093376600711,2.180154,48.16298309043779,2.146492,48.96335667102416,2.11314,49.7563594533816,1.981123,52.895297097855185,42.332832,906.5379455825857,4.055505,3.57319654399914,4.836421,14.994462390620916,93.803577,2130.3459329599746,6.875621,63.48004867580044,47.531766,1030.1517956453324,195.2259,4541.841025672728
0.18,1.751964,1.155063,34.070391857366936,1.140034,34.92822911886317,1.125374,35.7650043037414,1.11277,36.48442547906235,1.100499,37.184839414508524,1.0885879999999999,37.86470498252248,1.078577,38.43612083353312,1.068875,38.989899335831105,1.082237,38.227212431305674,71.053497,3955.648232497927,1.934239,10.40403798251562,3.571255,103.84294426141174,2.022814,15.459792552815003,262.467319,14881.319193773388,108.595652,6098.50933010039,38.010431,2069.5897290126964
