q_inverse_angstroms,debye,propo{e=0.380}_TeicoplaninUbiquitin,propo{e=0.380}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.390}_TeicoplaninUbiquitin,propo{e=0.390}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.400}_TeicoplaninUbiquitin,propo{e=0.400}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.410}_TeicoplaninUbiquitin,propo{e=0.410}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.420}_TeicoplaninUbiquitin,propo{e=0.420}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.430}_TeicoplaninUbiquitin,propo{e=0.430}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.440}_TeicoplaninUbiquitin,propo{e=0.440}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.450}_TeicoplaninUbiquitin,propo{e=0.450}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.15}_TeicoplaninUbiquitin,strat{a=0.15}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.20}_TeicoplaninUbiquitin,strat{a=0.20}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.25}_TeicoplaninUbiquitin,strat{a=0.25}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.30}_TeicoplaninUbiquitin,strat{a=0.30}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.35}_TeicoplaninUbiquitin,strat{a=0.35}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.40}_TeicoplaninUbiquitin,strat{a=0.40}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.45}_TeicoplaninUbiquitin,strat{a=0.45}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.50}_TeicoplaninUbiquitin,strat{a=0.50}_TeicoplaninUbiquitin_relDiffDebye
0,175.982653,166.667471,5.293238760299854,162.503034,7.659629384039338,158.339279,10.025632469582098,154.63878,12.12839597320993,150.938906,14.230804328197049,147.239704,16.3328308273657,144.003495,18.171767191167422,140.767879,20.01036658993884,8.524703,95.15594130746511,14.693562,91.65056228581801,114.559086,34.90319412334351,32.732546,81.40012925023925,647.288029,267.81354182676176,57.605069,67.26662087541094,1107.984706,529.5988196063847,237.704718,35.07281197766692
0.02,170.769539,161.760272,5.275687369513847,157.7192,7.642076611801363,153.67881,10.008066485440363,150.087969,12.11080741981743,146.497753,14.213182363864096,142.908209,16.315163795107516,139.767951,18.154050295820028,136.628286,19.992589544907073,7.826321,95.41702750629314,13.709743,91.97178660768066,21.631045,87.33319470985982,333.394566,95.23069977954323,152.81385,10.5145736793258,1465.879422,758.396310363056,70.664354,58.620047571833055,231.432034,35.523018540209314
0.04,156.103692,147.952524,5.221636910419765,144.258575,7.587980045981224,140.565307,9.95388693305217,137.283019,12.056520098192168,134.001356,14.158752888432652,130.720365,16.26055519558116,127.850091,18.09925225855644,124.98041,19.937569445827066,74.137501,52.50752877773064,12.485102,92.00204566590263,104.224945,33.23351698818244,28.867291,81.50761802610025,142.372412,8.796255760562023,51.223258,67.18638915984127,669.320063,328.76632475803325,212.794067,36.31584511146605
0.06,134.615868,127.714213,5.126925304229369,124.529048,7.493039379280312,121.344565,9.85864682757905,118.51453,11.960950992790844,115.685119,14.062791616809992,112.856381,16.16413229976722,110.381828,18.00236507036452,107.907868,19.840157328257924,6.436531,95.21859414077394,232.307963,72.57100997929902,378.484653,181.1590183409878,24.74496,81.61809572107799,34.252286,74.5555360531494,44.487714,66.9521025559929,299.835224,122.73393802281909,69.172832,48.61465217458614
0.08,109.835578,104.360437,4.984851993950443,101.762378,7.350259494241475,99.165001,9.715046066402996,96.856837,11.816518141325755,94.549299,13.917420273419962,92.242433,16.0177105819027,90.224518,17.854924931518998,88.207196,19.69159938321625,4.86782,95.56808450536856,9.290515,91.54143386945167,668.875243,508.97867082740714,239.746242,118.27739823975799,27.166382,75.26631853296206,277.844986,152.96446839839092,152.024863,38.4113105864477,57.472301,47.674239944364835
0.1,85.246607,81.165784,4.787079678138973,79.150831,7.1507549854740855,77.13656,9.513630260967448,75.346713,11.613241099437545,73.557491,13.712118770897238,71.768941,15.810208141187369,70.204553,17.64534041806496,68.640758,19.479777066083102,4.255876,95.00757138638961,6.944754,91.8533367550922,72.481271,14.974597170770668,15.268206,82.08936808476142,149.30307,75.14253675809056,26.291741,69.158020564971,823.851412,866.4330827853358,261.378828,206.61493424600468
0.12,63.487829,60.614453,4.52586904491568,59.116153,6.885848939644795,57.618535,9.24475461273057,56.287936,11.34058781565833,54.957962,13.435436577930545,53.628660000000004,15.529226869609914,52.466113,17.36036051886417,51.304159,19.190560130824444,3.009356,95.25994817053834,87.342936,37.5742994771486,53.598065,15.577417208580247,194.374536,206.16031302629673,561.888407,785.0332667699191,90.592556,42.69279234607314,27.505189,56.67643793584436,489.16229,670.4819926981595
0.14,45.941542,44.013104,4.197590929795085,42.932157,6.550465807177308,41.851891,8.90185836600782,40.892271,10.990643283153181,39.933277,13.078065599104189,38.974955,15.164025186616497,38.137016,16.98794959907962,37.299669,18.81058541744201,2.403843,94.76760488361492,3.907054,91.49559673029695,49.460877,7.660463377567965,9.635652,79.02627647979251,12.459335,72.8800243579112,322.031918,600.9601854461044,90.86202,97.77747120460172,92.16865,100.62158557934342
0.16,32.77505,31.528275,3.8040369122243884,30.761192,6.144484905438738,29.994791,8.482852047517856,29.314162,10.559520122776322,28.634158,12.634281259677715,27.954827,14.706989005356204,27.361004,16.518803174976085,26.767775,18.328804990381403,1.253438,96.17563359933852,40.096181,22.337512833695147,175.274051,434.7788973624754,58.463667,78.37857455595034,63.142619,92.65453141947916,362.185042,1005.0632783168904,180.635171,451.1362179462732,17.249509,47.36999943554625
0.18,23.322894,22.543224,3.3429384878223214,22.002022,5.663413811339199,21.461502,7.980964969441623,20.981657,10.038364021205957,20.502436,12.093087590245027,20.023888,14.14492558256279,19.605751,15.937743403541601,19.188207,17.728018658404928,1.303093,94.41281600816777,172.704751,640.4945158178054,304.169813,1204.1683977983175,610.593591,2518.0009693479715,236.104064,912.3274753124548,60.904498,161.1361094382198,9.058381,61.16099057003817,256.140659,998.2370326769912
