q_inverse_angstroms,debye,propo{e=0.380}_BacteriorhodopsinArEnv,propo{e=0.380}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.390}_BacteriorhodopsinArEnv,propo{e=0.390}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.400}_BacteriorhodopsinArEnv,propo{e=0.400}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.410}_BacteriorhodopsinArEnv,propo{e=0.410}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.420}_BacteriorhodopsinArEnv,propo{e=0.420}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.430}_BacteriorhodopsinArEnv,propo{e=0.430}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.440}_BacteriorhodopsinArEnv,propo{e=0.440}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.450}_BacteriorhodopsinArEnv,propo{e=0.450}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.15}_BacteriorhodopsinArEnv,strat{a=0.15}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.20}_BacteriorhodopsinArEnv,strat{a=0.20}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.25}_BacteriorhodopsinArEnv,strat{a=0.25}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.30}_BacteriorhodopsinArEnv,strat{a=0.30}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.35}_BacteriorhodopsinArEnv,strat{a=0.35}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.40}_BacteriorhodopsinArEnv,strat{a=0.40}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.45}_BacteriorhodopsinArEnv,strat{a=0.45}_BacteriorhodopsinArEnv_relDiffDebye,strat{a=0.50}_BacteriorhodopsinArEnv,strat{a=0.50}_BacteriorhodopsinArEnv_relDiffDebye
0,186.698145,94.694519,49.27934661589702,92.228323,50.60030028686144,90.070803,51.75591969593485,87.913688,52.91132217730391,85.757009,54.06649112662581,83.754798,55.13892331388725,81.906988,56.12865462589358,80.059574,57.11817383081124,29.278024,84.31798880487003,44.944378,75.92671421561259,103.84564,44.377786935162106,158.175968,15.277161430821929,160.231517,14.176160132710486,276.789538,48.25510880142916,316.359053,69.44948917408901,622.89004,233.6348307049328
0.02,178.347031,90.470617,49.272709227214435,88.115211,50.59339619732721,86.054634,51.748771192047485,83.994461,52.90391966211089,81.934724,54.05882366497035,80.022531,55.13099906888834,78.257814,56.12048400177741,76.493493,57.10974689564638,67.295802,62.26693451375706,78.114168,56.20102697420288,121.333272,31.967876717835576,138.35954,22.421169994133507,215.731838,20.961833112882054,149.812213,15.99960360427866,367.920532,106.29473332808104,397.134774,122.67529309192706
0.04,155.393952,78.861624,49.250519093561635,76.810717,50.570330433452135,75.016575,51.724906899851554,73.222838,52.87922273834699,71.429537,54.0332579996421,69.764748,55.104592487614966,68.228405,56.09326867496105,66.692458,57.08169002613436,63.914731,58.86922870717646,54.666605,64.82063536166453,73.331391,52.809366094248,135.645256,12.708793196790582,165.360594,6.413790158319661,260.215238,67.45519027664602,259.921532,67.26618292068406,249.402816,60.49711896123215
0.06,123.333022,62.647734,49.204411775461075,61.022109,50.522489427040874,59.600089,51.67548152675607,58.178475,52.8281444364511,56.757295,53.98045545336593,55.438048,55.050117883270545,54.220667,56.03718605062642,53.003682,57.023933136090676,22.366557,81.86490800492993,60.512861,50.93539425313036,62.052581000000004,49.68696948007971,134.747097,9.254678767216129,220.746814,78.9843550578044,198.223212,60.72192895751796,222.6157,80.49967185592843,270.686242,119.47588537966742
0.08,89.027458,45.302381,49.11414745774276,44.131716,50.4290957066302,43.107787,51.57922289548017,42.084262,52.72889629174855,41.061173,53.87807995146846,40.111581,54.944708182053226,39.23542,55.92885511793452,38.359655,56.912557247225905,23.304265,73.82350847308253,35.054963,60.62454911382509,45.601347,48.77833420785754,75.812769,14.843385733870997,141.466712,58.90233774842814,112.358215,26.206248638481856,214.895892,141.38158813879647,124.035706,39.322978310803855
0.1,58.425347,29.836001,48.9331214412813,29.071011,50.24246753724886,28.402048,51.38745517420718,27.733489,52.5317513304628,27.065366,53.67530123526695,26.445386,54.736450260192726,25.873481,55.71531479308116,25.301973,56.69349982636817,19.712308,66.2606916138641,29.26038,49.91834622736601,43.231931,26.004836565198318,56.671948,3.0010930016384867,66.633036,14.048164746030523,96.633974,65.3973471479767,111.953482,91.61800100220199,91.010959,55.77307397078874
0.12,35.002495,18.006829,48.55558439476958,17.552113,49.854680359214406,17.154639,50.99023941007634,16.75757,52.12464140056302,16.360936,53.257800622498486,15.993053,54.308819985546755,15.653853,55.277893761573296,15.31505,56.24583333273815,5.3081,84.83508104208,22.617869,35.38212347434091,16.900441,51.716467640378205,39.643194,13.258194880107826,67.617019,93.17771204595556,28.124657,19.649564981010652,68.914986,96.88592484621451,61.826733,76.63521700381641
0.14,19.43963,10.156343,47.7544428571943,9.907541,49.03431289587302,9.690242,50.15212738102526,9.473348,51.26785849319149,9.256889,52.381351908446824,9.0563110000000009,53.41315138199647,8.871547,54.36360157060602,8.68718,55.31200953927622,3.072752,84.19336170492956,14.485264,25.485906881972547,12.256509,36.9509141892104,32.466994,67.01446478147989,29.936278,53.99613058478994,33.85517,74.15542374006088,46.616768,139.80275344746786,118.093148,507.48660339728684
0.16,10.378534,5.591959,46.11995297216351,5.462879,47.36367390616054,5.350337,48.448046708716284,5.238199,49.52852686130816,5.126496,50.60481567049836,5.023192,51.600177828583504,4.92822,52.51525889880016,4.833643,53.42653403650265,7.201787,30.608822016674033,5.954589,42.62591421871335,19.56669,88.53038396366964,22.785723,119.54664310007561,13.58728,30.9171410914104,17.755579,71.07983651640974,14.773026,42.34212654696704,26.004067,150.5562635339442
0.18,5.644664,3.207644,43.1738718194741,3.141103,44.35270195001863,3.083283,45.377032184732336,3.025867,46.39420521752933,2.968886,47.40367185717343,2.916395,48.33359434680256,2.868327,49.185159648120774,2.820655,50.02970947429289,1.44665,74.37137090887961,5.992461,6.161518205512319,7.436195,31.73848788873882,20.498428,263.1470004237631,10.255429,81.68360419681314,14.927771,164.45809706299616,18.798207,233.02614646327936,13.471259,138.65475429538412
0.2,3.279961,2.009371,38.73796060379987,1.974261,39.80840016085557,1.943941,40.73280139611416,1.914027,41.644824435412495,1.884548,42.54358512189627,1.857594,43.36536318572081,1.833098,44.112201334101236,1.808999,44.846935680027904,0.417722,87.26442174159999,7.696023,134.6376374597137,9.455919,188.29364129634467,1.781749,45.67773824139982,5.629421,71.63072975562818,5.893393,79.67875227784718,12.943252,294.6160335443012,13.834565,321.7905334850018
0.22,2.027486,1.362311,32.807871423033255,1.344173,33.70247686050607,1.328704,34.46544143831326,1.31364,35.208430539101144,1.299011,35.929964497905296,1.285847,36.579241484281525,1.274081,37.159566083316975,1.26271,37.72040842698791,0.339591,83.25063650254552,1.810763,10.68924766928108,8.56387,322.38861328758867,6.292054,210.3377285959065,5.680451,180.1721442219576,7.942003,291.71678620715505,4.306879,112.42459873952275,6.510294,221.10179799022038
