q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,182.298089,219.813094,176.749713,-37.515005,5.54837599999999,-43.06338099999999
0.02,177.34077,213.402938,171.985459,-36.062168000000014,5.355311,-41.417479000000014
0.04,163.304075,195.329715,158.490582,-32.02563999999998,4.8134930000000224,-36.839133000000004
0.06,142.468743,168.738479,138.444605,-26.269736000000023,4.0241379999999936,-30.293874000000017
0.08,117.964319,137.898825,114.840819,-19.934505999999985,3.123500000000007,-23.058005999999992
0.1,93.004226,107.107214,90.757726,-14.102987999999996,2.2464999999999975,-16.349487999999994
0.12,70.198973,79.719878,68.703864,-9.520904999999999,1.4951089999999994,-11.016013999999998
0.14,51.142472,57.601943,50.221465,-6.459471000000001,0.9210069999999959,-7.3804779999999965
0.16,36.348498,41.098976,35.822653,-4.750478000000001,0.5258449999999968,-5.276322999999998
0.18,25.483834,29.439011,25.208091,-3.955176999999999,0.27574300000000207,-4.230920000000001
0.2,17.754861,21.338155,17.632645,-3.583294000000002,0.1222159999999981,-3.7055100000000003
0.22,12.28458,15.557006,12.263554,-3.2724259999999994,0.021026000000000877,-3.2934520000000003
0.24,8.362694,11.23189,8.419527,-2.8691960000000005,-0.05683300000000102,-2.8123629999999995
0.26,5.53071,7.934773,5.654159,-2.404063,-0.12344899999999992,-2.280614
0.28,3.537195,5.534337,3.716323,-1.9971419999999998,-0.17912799999999995,-1.8180139999999998
0.3,2.236357,3.989946,2.456335,-1.7535890000000003,-0.21997800000000023,-1.533611
0.32,1.499227,3.197768,1.743185,-1.6985409999999999,-0.2439579999999999,-1.454583
0.34,1.174379,2.946502,1.427746,-1.7721230000000001,-0.2533669999999999,-1.5187560000000002
0.36,1.097244,2.969246,1.351206,-1.872002,-0.2539619999999998,-1.6180400000000001
0.38,1.122909,3.033537,1.375225,-1.910628,-0.252316,-1.658312
0.4,1.15393,3.008103,1.407238,-1.8541730000000003,-0.2533080000000001,-1.6008650000000002
0.42,1.147148,2.873649,1.40605,-1.7265009999999998,-0.25890199999999997,-1.4675989999999999
0.44,1.100174,2.683216,1.368592,-1.5830419999999998,-0.26841800000000005,-1.3146239999999998
0.46,1.029106,2.503284,1.308819,-1.4741779999999998,-0.2797129999999999,-1.1944649999999999
0.48,0.950115,2.369517,1.240591,-1.419402,-0.29047599999999996,-1.128926
0.5,0.871401,2.275045,1.170498,-1.403644,-0.29909700000000006,-1.104547
