q_inverse_angstroms,debye,propo{e=0.380}_Selenow,propo{e=0.380}_Selenow_relDiffDebye,propo{e=0.390}_Selenow,propo{e=0.390}_Selenow_relDiffDebye,propo{e=0.400}_Selenow,propo{e=0.400}_Selenow_relDiffDebye,propo{e=0.410}_Selenow,propo{e=0.410}_Selenow_relDiffDebye,propo{e=0.420}_Selenow,propo{e=0.420}_Selenow_relDiffDebye,propo{e=0.430}_Selenow,propo{e=0.430}_Selenow_relDiffDebye,propo{e=0.440}_Selenow,propo{e=0.440}_Selenow_relDiffDebye,propo{e=0.450}_Selenow,propo{e=0.450}_Selenow_relDiffDebye,strat{a=0.15}_Selenow,strat{a=0.15}_Selenow_relDiffDebye,strat{a=0.20}_Selenow,strat{a=0.20}_Selenow_relDiffDebye,strat{a=0.25}_Selenow,strat{a=0.25}_Selenow_relDiffDebye,strat{a=0.30}_Selenow,strat{a=0.30}_Selenow_relDiffDebye,strat{a=0.35}_Selenow,strat{a=0.35}_Selenow_relDiffDebye,strat{a=0.40}_Selenow,strat{a=0.40}_Selenow_relDiffDebye,strat{a=0.45}_Selenow,strat{a=0.45}_Selenow_relDiffDebye,strat{a=0.50}_Selenow,strat{a=0.50}_Selenow_relDiffDebye
0,178.36908,90.439084,49.29665836702191,88.188666,50.55832210380857,85.938619,51.8197778449045,83.953613,52.93264224943023,81.968942,54.04531884113547,79.98463,55.1577941647734,78.265204,56.12176505031029,76.546088,57.08556213890883,101.935579,42.8513176162595,34.413444,80.70660901541903,144.182896,19.165981009713118,225.136969,26.21972877810437,288.825811,61.92594086374162,583.412788,227.08179466979365,188.437788,5.644872979106029,789.843918,342.8143700690726
0.02,169.885546,86.150596,49.28903722038837,84.007548,50.55050298393249,81.86487,51.81175095378626,79.974604,52.92442124534833,78.084671,54.03689552258908,76.195097,55.14915848108702,74.557777,56.112936765085365,72.920768,57.076531984657485,99.67105,41.33047081003584,32.815416,80.68380932183601,140.557605,17.263352704532032,218.908897,28.85669331751154,278.823198,64.12414391039482,566.617843,233.5291649826407,179.331467,5.5601675495100675,764.093681,349.7696825838261
0.04,146.548434,74.353069,49.26382563733161,72.505394,50.52462041320756,70.658088,51.78516339519533,69.028444,52.89718073684773,67.399134,54.00897016750107,65.770183,55.12051462794887,64.358737,56.08364057987818,62.947601,57.046554997646716,93.268882,36.35627522297508,28.423978,80.6043795732406,130.352786,11.051396154802976,201.39458,37.42526924579761,250.821747,71.1527992172199,519.315996,254.36475288436046,154.263942,5.264817773487775,691.683278,371.9827152844226
0.06,113.928714,57.861799,49.21227760018427,56.427013,50.47164931572913,54.992597,51.73069626679012,53.727266,52.8413302374325,52.46227,53.95167016455571,51.197632,55.06169586009722,50.101925,56.02344374746475,49.006528,56.984919534859316,83.80313,26.442485781064818,22.30074,80.42570725409925,115.387468,1.2804094321647472,175.757701,54.269889327461385,210.2482,84.54364366826785,449.893275,294.8901547330728,119.203121,4.629567748829322,585.72225,414.1129303013111
0.08,79.094726,40.249605,49.11215066349682,39.255772,50.36866048439184,38.262309,51.6247025117705,37.386055,52.73255640331822,36.510135,53.839988016394415,35.634574,54.94696574332908,34.876067,55.90595130198693,34.117869,56.8645461898433,72.764034,8.003936950233571,15.792839,80.03300624620661,98.120807,24.054803603466564,146.25237,84.90786604406472,164.400009,107.8520494527031,369.767192,367.49917560875053,81.809732,3.432600550383097,463.900832,486.5129768576479
0.1,48.324319,24.690981,48.905682457729,24.086686,50.156181197297364,23.482762,51.40591220747467,22.950219,52.5079308411982,22.418009,53.60926038088607,21.886159,54.70984495404891,21.425533,55.66304203893696,20.965218,56.61559555552144,61.713241,27.706385267426104,10.095334,79.1092058638219,81.019357,67.65752456853038,117.103464,142.32822401491057,120.515373,149.38866288007077,290.515868,501.1794351411346,49.019079,1.437702619254697,343.90614,611.6626723699924
0.12,25.425472,13.112849,48.426330099201294,12.798434,49.66294431033571,12.484389,50.89810328791536,12.207622,51.986645518321154,11.931189,53.073874105464,11.655114,54.159694655816025,11.416161,55.09951201692539,11.177519,56.03810619523601,51.965999,104.38558230108765,5.927936,76.68505033062907,66.016904,159.64868616795002,91.562811,260.12236469002426,84.128142,230.88133821075178,221.356069,770.6075112391227,25.174488,0.9871360500210143,239.532136,842.0951398660368
0.14,11.226387,5.93559,47.128225670467266,5.800871,48.32824665673828,5.666522,49.524971836442134,5.548309,50.577964219476854,5.430431,51.627972561430504,5.312912,52.67478308025548,5.211373,53.57925038572071,5.110145,54.48094743215248,44.382749,295.34312330405135,3.43549,69.39807972057261,54.221119,382.9792434556193,71.417532,536.1577593931155,58.180449,418.2473132273099,167.672704,1393.55891614996,11.333851,0.9572447484662558,158.60447,1312.7828481237996
0.16,4.205786,2.390352,43.16515390940005,2.344395,44.25786285845261,2.298807,45.34179817993592,2.258914,46.29032480492351,2.219354,47.23093376600711,2.180154,48.16298309043779,2.146492,48.96335667102416,2.11314,49.7563594533816,39.303787,834.5170439009497,2.309687,45.083106938869456,45.905388,991.4817824777581,57.014348,1255.6169524554982,43.011423,922.6726466824514,130.823308,3010.5555061527143,5.808478,38.106836629348244,102.983476,2348.6142661561953
0.18,1.751964,1.155063,34.070391857366936,1.140034,34.92822911886317,1.125374,35.7650043037414,1.11277,36.48442547906235,1.100499,37.184839414508524,1.0885879999999999,37.86470498252248,1.078577,38.43612083353312,1.068875,38.989899335831105,36.609997,1989.654639022263,2.035217,16.16774088965297,40.71494,2223.959853056341,47.662747,2620.5323282898507,37.005399,2012.223710076234,108.968023,6119.763819347886,5.484464,213.0466151130959,70.100046,3901.2263950629126
0.2,1.387581,0.974371,29.77916244168809,0.963865,30.536307429980663,0.953729,31.26678730827245,0.945116,31.88750782837182,0.936838,32.484085613740746,0.928918,33.054863103487286,0.922366,33.527051754095794,0.916124,33.97689936659553,35.860381,2484.381091986702,2.130654,53.55168455030732,37.960428,2635.726995397026,42.177388,2939.634298826519,37.51216,2603.421277748831,98.4053,6991.859862595409,7.249899,422.484741431311,55.069931,3868.77234554235
0.22,1.488168,1.024456,31.159922804414553,1.012696,31.950156165164138,1.001306,32.71552674160444,0.991587,33.36861160836679,0.982202,33.99925277253643,0.973176,34.605770316254606,0.965666,35.11041764101902,0.958465,35.594301181049445,36.45111,2349.3948263905686,2.288792,53.7993022293182,36.881654,2378.32596857344,39.340264,2543.5364824401545,41.683146,2700.9704549486346,94.890236,6276.312083044388,8.963503,502.3179506614844,52.51841,3429.0645948575702
0.24,1.384872,0.966417,30.21614994021109,0.956111,30.96033424027636,0.946174,31.67787347855976,0.937737,32.287099457567194,0.929634,32.872207684175876,0.92189,33.43139293739783,0.915491,33.89345730146901,0.909401,34.33320913412937,37.75524,2626.2620660970833,2.392274,72.74332934740538,36.81702,2558.5142886851636,38.166712,2655.9739817109444,47.032279,3296.1462864438013,94.602531,6731.138978909242,9.733464,602.8421399234009,57.667399,4064.0959597710116
0.26,1.0515,0.788476,25.01417023300049,0.782624,25.570708511650032,0.777143,26.09196386115074,0.772637,26.520494531621498,0.768465,26.917261055634818,0.764652,27.279885877318122,0.761659,27.564526866381367,0.758977,27.819591060389925,39.224069,3630.296623870661,2.444541,132.48131241084164,37.273504,3444.793533048027,37.976603,3511.6598193057534,51.710216,4817.757108892059,94.672377,8903.55463623395,9.626571,815.5084165477888,66.705598,6243.851450309081
0.28,0.690317,0.595792,13.692984527398277,0.594765,13.84175675812706,0.594107,13.937075285702063,0.593858,13.973145670757054,0.593943,13.960832487103747,0.594387,13.896514210138236,0.595083,13.795690965165269,0.596089,13.649960815103784,40.448383,5759.392568921235,2.482314,259.59044902559265,37.928376,5394.34187481983,38.345307,5454.738909805205,54.583926,7807.081239488525,93.343354,13421.810124913629,9.129633,1222.527621368154,76.745046,11017.362892700023
0.3,0.451258,0.467049,3.499328543759889,0.469245,3.985968115800724,0.47181,4.554379091340213,0.474405,5.129438148464964,0.477334,5.778512513905568,0.480622,6.507142255649762,0.483783,7.20762845201637,0.487254,7.97681149143063,41.185594,9026.839634976,2.520603,458.5724796014696,38.599706,8453.799821831413,39.019705,8546.872742422294,55.216994,12136.236033488602,89.906984,19823.632157213833,8.683346,1824.2530880338966,85.689979,18889.132381032578
0.32,0.351503,0.412523,17.359738039220137,0.416084,18.372816163731176,0.420015,19.491156547739283,0.423815,20.57222840203355,0.427948,21.748036289875188,0.432441,23.026261511281557,0.436646,24.22255286583613,0.441161,25.50703692429368,41.359114,11666.361595775852,2.544564,623.9096110132772,39.20906,11054.687157719849,39.851527,11237.464260617973,53.791906,15203.39883301138,84.514547,23943.762642139613,8.462491,2307.5160098206843,92.188233,26126.869471953294
0.34,0.328205,0.4003,21.96645389314604,0.404167,23.144680915890973,0.408404,24.435642357672783,0.412474,25.675720967078497,0.416877,27.017260553617394,0.42164,28.468487683002998,0.426079,29.820996023826556,0.430828,31.2679575265459,41.034517,12402.709282308313,2.530806,671.10525433799,39.744103,12009.536113100045,40.758598,12318.64017915632,50.967328,15429.113816060084,77.920579,23641.435688060814,8.399317,2459.1678981124596,95.651456,29043.814384302492
0.36,0.317748,0.396809,24.881667233153333,0.400763,26.12604957387616,0.405088,27.487191107418468,0.409234,28.791998690786414,0.413715,30.20223573397788,0.418554,31.725140677518038,0.42306,33.14324559084558,0.427876,34.65891209386055,40.377238,12607.314601508113,2.470381,677.4654757858431,40.222,12558.458904540706,41.700601,13023.796530583984,47.660209,14899.373402822363,71.185932,22303.266739680505,8.33394,2522.8143056761965,96.234505,30186.423518007985
0.38,0.294551,0.387382,31.516104172112808,0.391573,32.938947754378695,0.396133,34.487066755841944,0.400488,35.96558830219554,0.405177,37.55750277541071,0.410225,39.271297670013,0.414911,40.862193643885085,0.419907,42.5583345498742,39.599219,13343.926179167613,2.375672,706.54012378162,40.656723,13702.948555598181,42.655675,14381.592321872953,44.779638,15102.677295273144,65.374269,22094.550010015242,8.159395,2670.1128157772337,94.684674,32045.426089200173
