q_inverse_angstroms,debye,propo{e=0.380}_AntiterminatorHairpin,propo{e=0.380}_AntiterminatorHairpin_relDiffDebye,propo{e=0.390}_AntiterminatorHairpin,propo{e=0.390}_AntiterminatorHairpin_relDiffDebye,propo{e=0.400}_AntiterminatorHairpin,propo{e=0.400}_AntiterminatorHairpin_relDiffDebye,propo{e=0.410}_AntiterminatorHairpin,propo{e=0.410}_AntiterminatorHairpin_relDiffDebye,propo{e=0.420}_AntiterminatorHairpin,propo{e=0.420}_AntiterminatorHairpin_relDiffDebye,propo{e=0.430}_AntiterminatorHairpin,propo{e=0.430}_AntiterminatorHairpin_relDiffDebye,propo{e=0.440}_AntiterminatorHairpin,propo{e=0.440}_AntiterminatorHairpin_relDiffDebye,propo{e=0.450}_AntiterminatorHairpin,propo{e=0.450}_AntiterminatorHairpin_relDiffDebye,strat{a=0.15}_AntiterminatorHairpin,strat{a=0.15}_AntiterminatorHairpin_relDiffDebye,strat{a=0.20}_AntiterminatorHairpin,strat{a=0.20}_AntiterminatorHairpin_relDiffDebye,strat{a=0.25}_AntiterminatorHairpin,strat{a=0.25}_AntiterminatorHairpin_relDiffDebye,strat{a=0.30}_AntiterminatorHairpin,strat{a=0.30}_AntiterminatorHairpin_relDiffDebye,strat{a=0.35}_AntiterminatorHairpin,strat{a=0.35}_AntiterminatorHairpin_relDiffDebye,strat{a=0.40}_AntiterminatorHairpin,strat{a=0.40}_AntiterminatorHairpin_relDiffDebye,strat{a=0.45}_AntiterminatorHairpin,strat{a=0.45}_AntiterminatorHairpin_relDiffDebye,strat{a=0.50}_AntiterminatorHairpin,strat{a=0.50}_AntiterminatorHairpin_relDiffDebye
0,106.067165,61.755331,41.77714564163188,60.134025,43.305711055820154,58.66059,44.694863862911774,57.187647,46.08355281297469,55.862453,47.33294417739929,54.684891,48.44314826364974,53.360601,49.69168733792404,52.1839,50.80107967437425,78.071388,26.39438604774626,61.800683,41.734387828693265,166.99877,57.44624644205396,154.298915,45.472837894743385,243.977647,130.0218422920986,309.149709,191.46598666986148,339.711206,220.27933055437092,706.104096,565.7141218019733
0.02,100.848066,58.721542,41.77226760104651,57.180844,43.30000934276717,55.780688,44.688390950402564,54.381025,46.076283703844155,53.121783,47.32493630566996,52.002845,48.434464771986804,50.744507,49.682220975858876,49.62643,50.79089568262023,73.772225,26.848150960078893,59.302117,41.19657485548608,158.081719,56.752355568226754,146.600023,45.3672130906308,234.227272,132.2575744784238,292.117025,189.66051267656437,324.737324,222.00649638635608,671.059918,565.4167448288001
0.04,87.072799,50.71904,41.750993901091896,49.390969,43.276236014877625,48.18411,44.66227047553623,46.977745,46.047737594837166,45.89247,47.294137173653965,44.92817,48.401601285379606,43.843799,49.64696265248118,42.88036,50.7534379364559,62.623362,28.079305225963854,52.60232,39.58811407911672,134.711854,54.71175332264211,126.343628,45.10114461807986,207.837249,138.6936579355856,247.851206,184.64825852215913,284.653849,226.91477966615037,578.266123,564.1179905104462
0.06,69.296706,40.405311,41.69230641352563,39.351276,43.21335273858472,38.393542,44.59542997613769,37.4363,45.97679722323309,36.575237,47.21937143736673,35.810235,48.323322900802815,34.950076,49.564592579624204,34.185936,50.66730011668953,48.741168,29.663080955103403,43.67083,36.97993379367844,105.120229,51.695852613831306,100.369452,44.84014867892854,171.979297,148.1781702581938,192.5745,177.8984905862625,231.412129,233.94390925306027,457.806962,560.6475089883781
0.08,52.279614,30.551312,41.561710842011955,29.759098,43.07705102795901,29.039383,44.45371574472604,28.320161,45.82943745529568,27.673315,47.066718970036774,27.098729,48.1657821727605,26.452787,49.40133452400777,25.879063,50.49874890047964,36.138412,30.874753589420152,34.681902,33.66075350135523,77.967676,49.13590601491433,75.729343,44.8544417332538,134.815769,157.87445370197258,142.384547,172.3519477400885,178.13406,240.73331145865004,341.651586,553.5082412812
0.1,38.86505,22.803684,41.32598825937442,22.217325,42.834693381328464,21.684751,44.20500938503874,21.152669,45.57405946988361,20.67425,46.80503434319523,20.249377,47.898235046655024,19.771862,49.12688392270176,19.34785,50.21786926814708,26.811237,31.01453105039103,27.12096,30.217611967564682,58.342997,50.11687107053767,56.486302,45.33958402214846,102.31749,163.263497666927,105.52829,171.52490476662197,133.646397,243.8729578374401,249.612024,542.253191492099
0.12,29.446471,17.378877,40.98146090239472,16.936656,42.483240181820094,16.535115,43.84687047897861,16.134068,45.20882315575269,15.773579,46.43304116136701,15.453533,47.51991503497991,15.093949,48.74105966721785,14.774764,49.82500959113233,20.575499,30.125755986175722,21.451106,27.152201022662442,46.502098,57.92078446344215,43.009345,46.0594208385786,76.895475,161.13647030912466,81.271377,175.9970014743023,100.518316,241.35946545173442,185.184324,528.8846089570461
0.14,22.916206,13.623476,40.55090969246829,13.281036,42.04522336725372,12.970205,43.401604087517796,12.659868,44.75582912808516,12.381019,45.97264922474514,12.13354,47.05257929693947,11.855595,48.26545458702894,11.608979,49.34161876534012,16.260008,29.045811509985555,17.369593,24.20388872398861,39.514088,72.42857740063954,33.54422,46.377720640144375,58.08445,153.4645132793797,64.449495,181.23981343159508,76.798605,235.12792213510383,141.182853,516.0830156614929
0.16,18.01037,10.800754,40.03036028687918,10.533313,41.515288136778985,10.290664,42.86256195736124,10.048509,44.20709291369362,9.831023,45.41465278059252,9.63809,46.48588563144456,9.421509,47.68842061545654,9.229438,48.754867334763254,12.941953,28.14165949949946,14.314205,20.522426801892475,34.075092,89.19706813352526,26.299667,46.02513440867676,44.218782,145.51845409061553,50.839851,182.28099145103624,59.249563,228.9747129015117,108.63942,503.20482033406313
0.18,14.047329,8.517767,39.363796491133655,8.310986,40.83582722380888,8.123482,42.170629021360575,7.936471,43.50192125492327,7.768615,44.69685304587085,7.619798,45.756250173965455,7.452847,46.94473945901032,7.304891,47.998007308008525,10.32244,26.516706485624415,11.845803,15.672203591159569,28.448972,102.52228733305813,20.472219,45.73744944679519,33.789897,140.54321643637738,39.290946,179.7040348382244,45.609588,224.68512697324883,82.325734,486.05969860889564
0.2,10.865414,6.683963,38.484046719250635,6.525905,39.93873588249836,6.382696,41.256762052508996,6.23998,42.57025088965777,6.11199,43.748208765906206,5.998608,44.79172169601637,5.871522,45.961359594765554,5.759003,46.99692989148871,8.385235,22.826364462504603,9.759959,10.174071600032905,22.670907,108.65203111450701,15.982191,47.09233352728208,25.885593,138.2384417197541,30.393061,179.72299076684976,34.963406,221.78622922237477,60.974299,461.17787136320806
0.22,8.43004,5.27989,37.36815009181451,5.159139,38.80053949921946,5.049845,40.09702207818705,4.941044,41.38765652357522,4.843577,42.54384320833591,4.757327,43.566970026239495,4.660764,44.71243315571456,4.575376,45.72533463660908,7.028866,16.621202271875344,8.011339,4.966773585890463,17.57573,108.48928356211833,12.774636,51.53707455717884,19.977451,136.97931445165145,24.328053,188.58763422237615,26.973632,219.97039159956532,44.745906,430.7911468984726
0.24,6.607146,4.22626,36.03501421037162,4.133504,37.438888137177535,4.04966,38.70787780382028,3.966309,39.969405852390736,3.891747,41.0979112615341,3.825857,42.09516484121888,3.752199,43.209988094708365,3.687171,44.19419519411256,6.059597,8.287224166077154,6.601691,0.0825621228893751,13.776987,108.51646081379161,10.520499,59.229098312645114,15.637431,136.67451877103971,20.200618,205.7389378106674,21.19819,220.8373176557624,33.28503,403.7731873943757
0.26,5.206786,3.411359,34.48244271994278,3.340255,35.848045224059526,3.276094,37.08030251291296,3.212426,38.30309138881452,3.155579,39.39487814555851,3.105437,40.35789064501596,3.049494,41.432315443730545,3.000213,42.378791830507346,5.368844,3.112438268060182,5.515473,5.9285517015679146,11.290906,116.84981867893167,8.81797,69.35533743848895,12.486224,139.80674450611184,16.885708,224.30193981469566,17.036513,227.19825627556034,25.550923,390.72350966603966
0.28,4.100459,2.76037,32.68143883404272,2.706563,33.99365778318963,2.658127,35.17489139630466,2.610183,36.34412635268392,2.567488,37.38535124970156,2.529925,38.301419426459326,2.488135,39.320573623587016,2.451433,40.215644151057226,4.970302,21.213308071120828,4.707377,14.801221034035466,9.747889,137.72677644136914,7.461071,81.95697115859468,10.273098,150.5353181192642,13.93357,239.80512913310434,14.013122,241.7452046222142,20.504554,400.0550913934269
0.3,3.24239,2.24773,30.67675387599888,2.207544,31.916148273341577,2.17149,33.02810581083707,2.135929,34.124858514860954,2.1043790000000002,35.09790617414931,2.076722,35.95088807947223,2.046076,36.89605507048813,2.01928,37.722482489768346,4.862691,49.972427746199564,4.118058,27.006868390292365,8.751627,169.91284207020126,6.444538,98.75887848161386,8.874285,173.69579230135795,11.538317,255.85839457930723,11.906864,267.22491742202516,17.480963,439.1381974407767
