q_inverse_angstroms,debye,propo{e=0.380}_Plastocyanin,propo{e=0.380}_Plastocyanin_relDiffDebye,propo{e=0.390}_Plastocyanin,propo{e=0.390}_Plastocyanin_relDiffDebye,propo{e=0.400}_Plastocyanin,propo{e=0.400}_Plastocyanin_relDiffDebye,propo{e=0.410}_Plastocyanin,propo{e=0.410}_Plastocyanin_relDiffDebye,propo{e=0.420}_Plastocyanin,propo{e=0.420}_Plastocyanin_relDiffDebye,propo{e=0.430}_Plastocyanin,propo{e=0.430}_Plastocyanin_relDiffDebye,propo{e=0.440}_Plastocyanin,propo{e=0.440}_Plastocyanin_relDiffDebye,propo{e=0.450}_Plastocyanin,propo{e=0.450}_Plastocyanin_relDiffDebye,strat{a=0.15}_Plastocyanin,strat{a=0.15}_Plastocyanin_relDiffDebye,strat{a=0.20}_Plastocyanin,strat{a=0.20}_Plastocyanin_relDiffDebye,strat{a=0.25}_Plastocyanin,strat{a=0.25}_Plastocyanin_relDiffDebye,strat{a=0.30}_Plastocyanin,strat{a=0.30}_Plastocyanin_relDiffDebye,strat{a=0.35}_Plastocyanin,strat{a=0.35}_Plastocyanin_relDiffDebye,strat{a=0.40}_Plastocyanin,strat{a=0.40}_Plastocyanin_relDiffDebye,strat{a=0.45}_Plastocyanin,strat{a=0.45}_Plastocyanin_relDiffDebye,strat{a=0.50}_Plastocyanin,strat{a=0.50}_Plastocyanin_relDiffDebye
0,191.785812,175.483307,8.500370715639798,171.028257,10.823300630809957,166.978767,12.93476547681222,162.929847,15.045933116262008,158.881541,17.156780606899112,155.23863,19.05624906184405,152.000969,20.74441408627245,148.359179,22.643298034997493,72.844702,62.0176793891302,17.465851,90.89304322469901,29.822023,84.45034974745681,38.509998,79.92030922495978,323.758775,68.8126830779328,189.446202,1.2199077583486695,414.823182,116.29503125079972,267.617023,39.5395312141234
0.02,187.232491,171.367867,8.47322166962999,167.017852,10.796544388228005,163.063848,12.908359479124806,159.110414,15.01987013568068,155.157594,17.13105285770087,151.60062,19.030816077750103,148.439347,20.719237239651964,144.883495,22.618401204735346,71.943037,61.57555955392379,17.042626,90.89761295757155,29.139445,84.43675836156022,37.617518,79.9086591226306,319.302264,70.5378496513193,186.447735,0.4191345186984751,408.680533,118.27436617290961,262.439805,40.16787556386245
0.04,174.158755,159.546935,8.38994284266675,155.498613,10.714443841769542,151.818877,12.827306901682908,148.139711,14.939842674001664,144.461158,17.052026468609057,141.151025,18.95266763936157,138.209166,20.641850017818513,134.900155,22.541846948779575,69.340288,60.18558584666043,15.830529,90.91028814485955,27.177018,84.39526166801089,35.050889,79.87417342297836,306.425284,75.94595459757389,177.757506,2.066362382987862,390.934457,124.47017205652394,247.524997,42.12607169820431
0.06,154.209853,141.495721,8.244694974192088,137.908104,10.571146189990856,134.647189,12.685741941534703,131.386844,14.799968066891298,128.127113,16.913796033512853,125.19392,18.81587488446669,122.587118,20.50629994440109,119.655047,22.407651215386355,65.326531,57.63790073776933,13.990453,90.92765298206983,24.174628,84.32355162156857,31.122064,79.818368674536,286.524051,85.80139039494445,164.242396,6.505773013090158,363.518704,135.72988166975298,224.613117,45.654193056004
0.08,129.777666,119.361115,8.026458882378122,116.338418,10.355593850794023,113.591067,12.472561341949248,110.844286,14.589089620397406,108.098119,16.70514478199971,105.627133,18.60915960686179,103.431183,20.30124582453194,100.961319,22.204396093854857,60.333049,53.510453023558,11.754166,90.9428437401548,20.482479,84.21725430013512,26.287466,79.74422964271835,261.671235,101.63040611317513,147.195488,13.421278511820361,329.306559,153.74671093252667,196.26321,51.23034343983346
0.1,103.565009,95.573251,7.716658432386178,93.157669,10.049089070228348,90.96224,12.168945015009855,88.767382,14.288249615273054,86.573138,16.40696135120309,84.598882,18.313257714292284,82.84447,20.007277747641584,80.871336,21.912490733235977,54.864993,47.02361972468906,9.379558,90.9433136823268,16.499045,84.0689001436769,21.068233,79.65699689168183,234.289931,126.22498975498566,128.142234,23.73120539196786,291.661992,181.62213745378034,165.420639,59.7263792059343
0.12,78.128405,72.437007,7.284671944857964,70.611909,9.62069557160421,68.953284,11.743643045061528,67.29523,13.86585967037212,65.637789,15.98729168987899,64.146657,17.895857466948158,62.821688,19.591743873435018,61.331678,21.498873553095066,49.426337,36.73704589259182,7.104622,90.90648017196817,12.605374,83.86582447190622,15.965159,79.56548709781033,206.794117,164.68493373184822,108.627442,39.037065968516835,253.943422,225.03341390368843,134.951053,72.72981958354328
0.14,55.499095,51.792049,6.679471079663549,50.493853,9.018601114126268,49.314229,11.144084421556784,48.135176,13.268538883381787,46.956737,15.391887020860432,45.896706,17.30188393162086,44.954938,18.99879088118464,43.896029,20.90676613735773,44.450988,19.906823705864024,5.110765,90.79126425394864,9.109697,83.58586387760018,11.386153,79.48407447004315,181.263563,226.6063401574386,90.02305,62.20633867993703,219.053223,294.696927940897,107.235055,93.21946601111244
0.16,36.954091,34.805605,5.8139327523981,33.940937,8.1537765331584,33.155431,10.279403165403252,32.370495,12.403487343255176,31.586173,14.52591000005926,30.880847,16.4345647143641,30.254373,18.129841158858426,29.550169,20.035459673463482,40.251751,8.92366693582045,3.502697,90.52149057055686,6.212641,83.1882185926316,7.599591,79.43504820616478,159.208574,330.82800764873366,73.388094,98.59261049067611,189.109364,411.7413495572114,83.896597,127.02925367586502
0.18,22.965168,21.923416,4.536226340691255,21.387528,6.869708072677713,20.900913,8.98863443977418,20.414868,11.105078787144079,19.929436,13.218853874702766,19.493112,15.118792076765992,19.10575,16.805529138737406,18.670548,18.700581680917807,36.994407,61.08920692415577,2.307154,89.95368115748163,3.997387,82.59369580923597,4.719647,79.44867200623133,141.456282,515.9601445110263,59.397475,158.64158712011164,165.283593,619.7142777270343,65.701168,186.0905176047482
