q_inverse_angstroms,debye,propo{e=0.380}_VATPaseLiRotor,propo{e=0.380}_VATPaseLiRotor_relDiffDebye,propo{e=0.390}_VATPaseLiRotor,propo{e=0.390}_VATPaseLiRotor_relDiffDebye,propo{e=0.400}_VATPaseLiRotor,propo{e=0.400}_VATPaseLiRotor_relDiffDebye,propo{e=0.410}_VATPaseLiRotor,propo{e=0.410}_VATPaseLiRotor_relDiffDebye,propo{e=0.420}_VATPaseLiRotor,propo{e=0.420}_VATPaseLiRotor_relDiffDebye,propo{e=0.430}_VATPaseLiRotor,propo{e=0.430}_VATPaseLiRotor_relDiffDebye,propo{e=0.440}_VATPaseLiRotor,propo{e=0.440}_VATPaseLiRotor_relDiffDebye,propo{e=0.450}_VATPaseLiRotor,propo{e=0.450}_VATPaseLiRotor_relDiffDebye,strat{a=0.15}_VATPaseLiRotor,strat{a=0.15}_VATPaseLiRotor_relDiffDebye,strat{a=0.20}_VATPaseLiRotor,strat{a=0.20}_VATPaseLiRotor_relDiffDebye,strat{a=0.25}_VATPaseLiRotor,strat{a=0.25}_VATPaseLiRotor_relDiffDebye,strat{a=0.30}_VATPaseLiRotor,strat{a=0.30}_VATPaseLiRotor_relDiffDebye,strat{a=0.35}_VATPaseLiRotor,strat{a=0.35}_VATPaseLiRotor_relDiffDebye,strat{a=0.40}_VATPaseLiRotor,strat{a=0.40}_VATPaseLiRotor_relDiffDebye,strat{a=0.45}_VATPaseLiRotor,strat{a=0.45}_VATPaseLiRotor_relDiffDebye,strat{a=0.50}_VATPaseLiRotor,strat{a=0.50}_VATPaseLiRotor_relDiffDebye
0,174.930111,38.399961,78.04839842581475,37.407684,78.61564039137893,36.493902,79.13801015080819,35.606387,79.64536419919153,34.771231,80.12278686543564,33.962325,80.58520353880071,33.205752,81.01770369310519,32.475411,81.43520814435429,88.287744,49.52970446580235,59.454226,66.01258316242651,77.438008,55.73203060506834,208.961267,19.454144175327244,236.565822,35.23447772807963,251.533669,43.79095031843888,333.727954,90.77787814357472,584.78749,234.29778707451914
0.02,148.179635,32.548147,78.03466920403737,31.708072,78.60159933583316,30.934479,79.12366365324088,30.183145,79.63070633829001,29.47616,80.10781980938204,28.79142,80.56992109610744,28.151002,81.00211139000308,27.53281,81.41930232180691,80.39793,45.742928844439376,51.644575,65.1473193330514,66.891389,54.85790675621518,185.585297,25.243456700375873,206.983791,39.68437093261838,218.974689,47.776507210319444,287.338242,93.91209999943649,518.896192,250.18050354895266
0.04,87.685683,19.314659,77.9728476312376,18.818781,78.53836526539914,18.362211,79.05905460073795,17.918844,79.56468674595374,17.50171,80.0404018065298,17.097763,80.50107792397534,16.720022,80.93186774858103,16.355449,81.34764029835976,60.77823,30.686255816699287,33.36103,61.95384598874596,42.47806,51.55644736210814,129.182526,47.32453643544066,137.029705,56.273749957561506,142.443704,62.44807490408668,179.718658,104.95781278227601,360.243341,310.83484632263173
0.06,32.698267,7.285581,77.71875494196681,7.102575,78.27843597949702,6.934176,78.79344492477232,6.770746,79.29325734602388,6.617083,79.76319968272324,6.468373,80.21799442765575,6.329402,80.64300471948559,6.195366,81.05292246833754,38.484182,17.69486743746999,15.308728,53.1818368233399,18.984894,41.93914313562856,69.244744,111.76885001275447,66.107122,102.17316715898124,66.053745,102.00992609180174,75.909373,132.15105864784823,192.358926,488.28477362424127
0.08,6.071169,1.45981,75.9550425955858,1.42833,76.47355888132911,1.399495,76.94850859859115,1.371641,77.40729997797787,1.345577,77.83660774391225,1.320481,78.24997129877293,1.297148,78.6342959650769,1.274763,79.00300584615583,21.318156,251.1375815761346,4.81103,20.75611797332607,5.999805,1.1754573130808905,28.366456,367.2321920210094,22.096244,263.9536965615682,20.38765,235.81094514087812,18.966809,212.40785753122665,78.554185,1193.888952852408
0.1,2.254545,0.621749,72.42241782710038,0.612067,72.85186146206884,0.603308,73.24036557265435,0.594957,73.61077290539775,0.58725,73.95261571625316,0.579935,74.27707142682893,0.573238,74.57411584155561,0.566914,74.85461589810804,11.95589,430.3016794963064,1.804672,19.954048377832326,2.74826,21.898653608599535,10.533641,367.218041777831,6.599287,192.7103694980584,6.049444,168.32216700043693,6.220222,175.8969991727821,29.112904,1191.2984216327463
0.12,4.502549,1.107702,75.3983354761936,1.08538,75.89409909808866,1.06498,76.34717578864772,1.04532,76.78381734435315,1.026969,77.19138647908107,1.009343,77.58285362358077,0.993,77.945825797787,0.977362,78.29314017459889,8.652374,92.16612634310032,2.10082,53.34154053626068,3.285423,27.031932356538483,6.995234,55.36164070618664,5.727954,27.215805980123708,6.526159,44.94365302854005,10.852697,141.0345117843248,18.718973,315.7416832109989
0.14,3.983063,0.988702,75.17734467167605,0.969475,75.66006362440162,0.951925,76.10067930133167,0.935035,76.52472481605237,0.91929,76.92002360997051,0.90419,77.29912883627499,0.890208,77.65016521204913,0.876852,77.98548504003075,8.267855,107.57530071706125,2.452473,38.42746147876647,3.52288,11.553495387845993,8.170061,105.12005459115261,7.462383,87.35287390633792,8.357442,109.82449938652744,13.458123,237.8837593078493,20.398204,412.1235591804599
0.16,1.714695,0.49142,71.34067574699874,0.485127,71.70767979144979,0.47949,72.03642630322011,0.474172,72.34656892333622,0.46932,72.62953469859072,0.464771,72.8948296927442,0.46066,73.13458078550413,0.456834,73.3577108465354,8.552557,398.7800745905248,2.220637,29.5062387188392,2.964762,72.9031693683133,9.445855,450.8766865244256,7.964329,364.47496493545503,8.099187,372.3398038718256,11.334469,561.0195399181779,21.630119,1161.4557691017935
0.18,0.452906,0.218005,51.86528771974758,0.218824,51.68445549407603,0.219737,51.482868409780394,0.220782,51.252136204863696,0.221918,51.00131153042794,0.22317,50.72487447726459,0.224487,50.434085660159056,0.2259,50.12210039169276,8.704247,1821.8661267459474,1.929864,326.1069625926793,2.410141,432.1503799905499,10.000761,2108.131709449643,7.798382,1621.8544245384255,7.276513,1506.6276445885019,8.643696,1808.4966858465111,20.802754,4493.17253469815
