q_inverse_angstroms,debye,propo{e=0.380}_RhccCarborane,propo{e=0.380}_RhccCarborane_relDiffDebye,propo{e=0.390}_RhccCarborane,propo{e=0.390}_RhccCarborane_relDiffDebye,propo{e=0.400}_RhccCarborane,propo{e=0.400}_RhccCarborane_relDiffDebye,propo{e=0.410}_RhccCarborane,propo{e=0.410}_RhccCarborane_relDiffDebye,propo{e=0.420}_RhccCarborane,propo{e=0.420}_RhccCarborane_relDiffDebye,propo{e=0.430}_RhccCarborane,propo{e=0.430}_RhccCarborane_relDiffDebye,propo{e=0.440}_RhccCarborane,propo{e=0.440}_RhccCarborane_relDiffDebye,propo{e=0.450}_RhccCarborane,propo{e=0.450}_RhccCarborane_relDiffDebye,strat{a=0.15}_RhccCarborane,strat{a=0.15}_RhccCarborane_relDiffDebye,strat{a=0.20}_RhccCarborane,strat{a=0.20}_RhccCarborane_relDiffDebye,strat{a=0.25}_RhccCarborane,strat{a=0.25}_RhccCarborane_relDiffDebye,strat{a=0.30}_RhccCarborane,strat{a=0.30}_RhccCarborane_relDiffDebye,strat{a=0.35}_RhccCarborane,strat{a=0.35}_RhccCarborane_relDiffDebye,strat{a=0.40}_RhccCarborane,strat{a=0.40}_RhccCarborane_relDiffDebye,strat{a=0.45}_RhccCarborane,strat{a=0.45}_RhccCarborane_relDiffDebye,strat{a=0.50}_RhccCarborane,strat{a=0.50}_RhccCarborane_relDiffDebye
0,58.403088,12.818956,78.05089347330401,12.502544,78.59266619600662,12.186297,79.13415639940136,11.903491,79.61838764416018,11.62084,80.10235349199344,11.354965,80.557594831287,11.105852,80.9841356333761,10.873479,81.38201356750176,14.063661,75.91966198773599,34.6858,40.609647215914336,49.336668,15.523870929564538,58.671149,0.4589842920634659,77.073547,31.968273663885732,138.75248,137.5773007071133,283.164805,384.8456043968086,155.029691,165.44776365249731
0.02,54.572631,11.990852,78.02771869291037,11.695279,78.56933267520124,11.399872,79.11064247571278,11.135713,79.59469280489702,10.871707,80.07846277376657,10.623382,80.53349855901212,10.39072,80.95983314420006,10.173703,81.35749951289685,13.254937,75.711383605456,32.641083,40.18781502398153,46.412323,14.953114501662931,54.867595,0.5404980382932247,72.36748,32.6076435640422,130.276141,138.72065284886116,268.443501,391.9013360378392,145.136893,165.9517973395858
0.04,44.861835,9.890441,77.95355227890256,9.647726,78.49458008126507,9.405177,79.03523785863864,9.188312,79.51864429977063,8.9716,80.00170969377423,8.767787,80.45602236288373,8.576856,80.8816202012245,8.398786,81.27855001918668,11.162335,75.11841635546116,27.394064,38.936817898777434,38.893698,13.303372454559648,45.227517,0.815129385590223,60.323466,34.46499903537161,108.573039,142.01649130045615,230.105329,412.92001096254756,119.988129,167.46148257199022
0.06,33.283905,7.383642,77.81617872061585,7.204012,78.35586900034717,7.024549,78.89505753606736,6.864127,79.3770382411559,6.70386,79.85855325569521,6.553171,80.3112915987472,6.412044,80.73530134159438,6.280458,81.13064557779504,8.564215,74.26920008334358,20.98591,36.948774490252866,29.662555,10.880183680370427,33.751034,1.4034681327206044,45.686008,37.26156230766794,82.219568,147.02500502870683,181.878748,446.44654225518315,89.847745,169.94352074974378
0.08,23.356617,5.230968,77.60391412848873,5.105512,78.14104671066019,4.980221,78.67747285490874,4.868271,79.15678028200746,4.756474,79.63543264848671,4.651405,80.08527947347855,4.553046,80.50639782293814,4.461378,80.8988690442627,6.206819,73.42586471319883,15.30345,34.479167081431356,21.381862,8.454798912017088,23.958414,2.576558925464254,32.781616,40.352586164340494,59.132975,153.1744002138666,137.281288,487.76186636960307,63.834116,173.302062537567
0.1,16.373585,3.714015,77.3170322809574,3.626734,77.85009208429308,3.539618,78.3821441669616,3.461824,78.85726308563457,3.384184,79.3314414650182,3.311263,79.77679903332104,3.243042,80.1934518311048,3.179502,80.58151589893112,4.453611,72.80002516247968,11.1691,31.7858611904479,15.236227,6.9462979549072434,17.141793,4.691751989561244,23.433586,43.11823586587788,42.699958,160.7856373543119,103.430617,531.6919416242686,45.440251,177.52169729475864
0.12,11.746647,2.707508,76.95080136484904,2.645556,77.47820292888686,2.58377,78.00419132370284,2.528639,78.47352525363195,2.473662,78.94154817115044,2.42207,79.38075435483844,2.373846,79.79128852684515,2.328971,80.17331243545499,3.273663,72.13108557701615,8.390374,28.57217893753,11.02248,6.16488262565479,12.676201,7.913356041089865,17.159494,46.0799324266746,31.961076,172.086800599354,80.400235,584.4526357180905,33.24421,183.01020708292336
0.14,8.426939,1.984982,76.44480397923849,1.941213,76.96419779471526,1.897609,77.4816336038507,1.858747,77.94279749740683,1.820039,78.40213391837773,1.783759,78.83265797936832,1.74989,79.23457141436529,1.718412,79.60811155747064,2.464606,70.75324741285063,6.410935,23.923324946341733,8.043759,4.5470840598229225,9.454712,12.196279099682576,12.716092,50.8981137753578,24.415824,189.73538315632757,64.683903,667.5848015513105,24.483458,190.53797588899118
0.16,5.84518,1.422493,75.66382900098884,1.392879,76.17046865964778,1.363431,76.67426837154714,1.337235,77.12243249994013,1.311192,77.56797908704266,1.286832,77.98473271995047,1.264138,78.37298423658467,1.243091,78.7330586910925,1.861418,68.15465049835933,4.848145,17.057387454278576,5.810796,0.5882453577135383,6.882348,17.74398735368287,9.294098,59.00447890398585,18.399761,214.78519053305462,52.936029,805.6355663982973,17.577951,200.7255721808396
0.18,3.884908,0.994106,74.41108000498339,0.975273,74.89585338957833,0.956606,75.37635382871358,0.940055,75.80238708355513,0.923658,76.22445628056057,0.908377,76.61779892857179,0.894193,76.98290409965949,0.88109,77.32018364398849,1.394241,64.11135089942928,3.586014,7.693721447200288,4.141348,6.600928516196523,4.872335,25.41699829185144,6.661113,71.46128042156984,13.507642,247.69528647782653,43.587781,1021.9771742342418,12.198085,213.98645733695628
