q_inverse_angstroms,debye,propo{e=0.380}_TeicoplaninUbiquitin,propo{e=0.380}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.390}_TeicoplaninUbiquitin,propo{e=0.390}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.400}_TeicoplaninUbiquitin,propo{e=0.400}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.410}_TeicoplaninUbiquitin,propo{e=0.410}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.420}_TeicoplaninUbiquitin,propo{e=0.420}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.430}_TeicoplaninUbiquitin,propo{e=0.430}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.440}_TeicoplaninUbiquitin,propo{e=0.440}_TeicoplaninUbiquitin_relDiffDebye,propo{e=0.450}_TeicoplaninUbiquitin,propo{e=0.450}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.15}_TeicoplaninUbiquitin,strat{a=0.15}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.20}_TeicoplaninUbiquitin,strat{a=0.20}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.25}_TeicoplaninUbiquitin,strat{a=0.25}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.30}_TeicoplaninUbiquitin,strat{a=0.30}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.35}_TeicoplaninUbiquitin,strat{a=0.35}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.40}_TeicoplaninUbiquitin,strat{a=0.40}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.45}_TeicoplaninUbiquitin,strat{a=0.45}_TeicoplaninUbiquitin_relDiffDebye,strat{a=0.50}_TeicoplaninUbiquitin,strat{a=0.50}_TeicoplaninUbiquitin_relDiffDebye
0,175.982653,166.667471,5.293238760299854,162.503034,7.659629384039338,158.339279,10.025632469582098,154.63878,12.12839597320993,150.938906,14.230804328197049,147.239704,16.3328308273657,144.003495,18.171767191167422,140.767879,20.01036658993884,7.864451,95.53112146797787,94.076597,46.542119125798145,22.226255,87.37020119818285,134.844116,23.37647279359971,645.647901,266.8815590591193,412.727599,134.52743322377347,211.12325,19.968216412784738,457.253819,159.82891563749752
0.02,170.769539,161.760272,5.275687369513847,157.7192,7.642076611801363,153.67881,10.008066485440363,150.087969,12.11080741981743,146.497753,14.213182363864096,142.908209,16.315163795107516,139.767951,18.154050295820028,136.628286,19.992589544907073,7.648468,95.5211754714639,92.121206,46.055247007488845,21.570952,87.3683842409389,131.648955,22.908408741444227,629.607919,268.6886564705196,401.175398,134.92210633654048,205.767394,20.494202423302195,440.730756,158.0851120058361
0.04,156.103692,147.952524,5.221636910419765,144.258575,7.587980045981224,140.565307,9.95388693305217,137.283019,12.056520098192168,134.001356,14.158752888432652,130.720365,16.26055519558116,127.850091,18.09925225855644,124.98041,19.937569445827066,7.037307,95.49190226711615,86.67685,44.47482382415401,19.728322,87.36204009832132,122.729182,21.379705740720087,585.013721,274.7596956259049,369.425264,136.65376472966446,190.790034,22.22006510903022,395.027883,153.05479834519224
0.06,134.615868,127.714213,5.126925304229369,124.529048,7.493039379280312,121.344565,9.85864682757905,118.51453,11.960950992790844,115.685119,14.062791616809992,112.856381,16.16413229976722,110.381828,18.00236507036452,107.907868,19.840157328257924,6.131498,95.44518926996037,78.867912,41.41261860748838,17.031078,87.34838748727601,109.867484,18.384447812645682,521.267692,287.2260378694732,325.184001,141.56439046249733,169.105234,25.62057988587199,330.496901,145.5111020047057
0.08,109.835578,104.360437,4.984851993950443,101.762378,7.350259494241475,99.165001,9.715046066402996,96.856837,11.816518141325755,94.549299,13.917420273419962,92.242433,16.0177105819027,90.224518,17.854924931518998,88.207196,19.69159938321625,5.069149,95.38478415436572,70.156554,36.125838933537544,13.924334,87.32256500712364,95.405737,13.137674752346637,450.603858,310.2530948578429,278.338989,153.414234320322,144.527927,31.585711689886136,260.702784,137.35731968379136
0.1,85.246607,81.165784,4.787079678138973,79.150831,7.1507549854740855,77.13656,9.513630260967448,75.346713,11.613241099437545,73.557491,13.712118770897238,71.768941,15.810208141187369,70.204553,17.64534041806496,68.640758,19.479777066083102,3.992188,95.31689513460636,61.902097,27.38467936911554,10.845268,87.27777165371519,81.561925,4.322379657878929,384.389297,350.9144827312599,237.792722,178.94684652962198,120.655994,41.53759105039806,198.34108,132.66741865749566
0.12,63.487829,60.614453,4.52586904491568,59.116153,6.885848939644795,57.618535,9.24475461273057,56.287936,11.34058781565833,54.957962,13.435436577930545,53.628660000000004,15.529226869609914,52.466113,17.36036051886417,51.304159,19.190560130824444,3.015695,95.2499635796335,55.01399,13.347186592252191,8.122144,87.20676997791183,69.875424,10.061133134667429,330.171792,420.0552565752406,208.974483,229.15676325930124,99.982539,57.483001978221694,151.806478,139.11114994970137
0.14,45.941542,44.013104,4.197590929795085,42.932157,6.550465807177308,41.851891,8.90185836600782,40.892271,10.990643283153181,39.933277,13.078065599104189,38.974955,15.164025186616497,38.137016,16.98794959907962,37.299669,18.81058541744201,2.209054,95.19159805302138,49.81433,8.42981717940595,5.923599,87.10622512409356,60.961575,32.69379377818883,290.448522,532.2132635426126,192.880229,319.83838722696777,83.529615,81.81717757753975,123.541224,168.9096156154271
0.16,32.77505,31.528275,3.8040369122243884,30.761192,6.144484905438738,29.994791,8.482852047517856,29.314162,10.559520122776322,28.634158,12.634281259677715,27.954827,14.706989005356204,27.361004,16.518803174976085,26.767775,18.328804990381403,1.592665,95.14061763445059,46.127024,40.73822618119575,4.265985,86.98404731648006,54.614507,66.63439720152982,263.33459,703.4605286643347,186.789385,469.91334872105466,71.047865,116.77423833068141,110.542436,237.2761780683782
0.18,23.322894,22.543224,3.3429384878223214,22.002022,5.663413811339199,21.461502,7.980964969441623,20.981657,10.038364021205957,20.502436,12.093087590245027,20.023888,14.14492558256279,19.605751,15.937743403541601,19.188207,17.728018658404928,1.148292,95.07654581802754,43.515371,86.57792210520701,3.063568,86.86454605504788,50.154608,115.044530923135,244.536122,948.4810418466938,186.117334,698.0027435703305,61.589946,164.07505860979342,106.572101,356.9420115702622
0.2,16.593902,16.132347,2.781473579872899,15.752313,5.0716763302567465,15.37296,7.357775163430512,15.036374,9.386146790549924,14.700413,11.410751973827498,14.365125,13.431301450376163,14.07234,15.195714666749263,13.780148,16.956554281205225,0.836906,94.9565448801614,41.54159,150.34250533720157,2.193335,86.78228303385184,46.836963,182.25406537895665,229.622504,1283.7764258219675,186.491256,1023.8541483491948,54.146537,226.30382534499725,105.035363,532.9756738348823
0.22,11.691267,11.454958,2.0212437197781927,11.192512,4.266047469448771,10.930747,6.505026358563187,10.698684,8.489952372142383,10.467246,10.469532515167094,10.23648,12.443364778171603,10.035152,14.165402261363116,9.834418,15.882359029179646,0.616618,94.72582398468874,39.937007,241.59691160932346,1.54727,86.76559178744272,44.14737,277.60980054599725,215.675448,1744.756842863994,185.208957,1484.164975447058,48.071381,311.1734083226395,101.379516,767.1388310608252
0.24,8.023579,7.953997,0.867218980457469,7.779563,3.041236336054026,7.605812,5.206741280917152,7.451982,7.123965502178015,7.298778,9.033387718872081,7.146246,10.93443462075964,7.013373,12.590466174758175,6.881093,14.239107011970592,0.454942,94.32993680251668,38.634438,381.5112806890791,1.057107,86.82499418277055,41.89614,422.1627405924464,201.849271,2415.7011727559484,181.658312,2164.0558783056786,43.175388,438.10634880020507,94.213317,1074.2056381572365
0.26,5.303166,5.355921,0.994783116349749,5.246803,1.062817946864197,5.138366,3.107577624385124,5.042594,4.913517698672827,4.947447,6.707672360246685,4.852973,8.48913648941028,4.7709,10.036759173670971,4.689421,11.57318100168842,0.333078,93.71926128655977,37.687754,610.6651762362333,0.69202,86.95081391003035,40.127443,656.6695630496953,188.93309,3462.6471055214943,176.794917,3233.7617000863256,39.548025,645.7436746275716,84.960069,1502.0631637780148
0.28,3.416406,3.550581,3.9273728005395254,3.486848,2.0618743790989815,3.423796,0.21630918573495092,3.368367,1.406126789380411,3.313564,3.0102394153388055,3.259432,4.594711518478775,3.212659,5.963781822183894,3.16648,7.315465433557952,0.243439,92.87441246737068,37.150803,987.4235380689532,0.440889,87.09494714621154,38.940284,1039.802587865728,178.391666,5121.617863918984,172.14575,4938.796618434694,37.277727,991.1386702868451,76.457625,2137.95488592398
0.3,2.276693,2.454317,7.801842409143448,2.418144,6.213002807141763,2.382652,4.65407501143107,2.351721,3.2954816481624927,2.321414,1.964296459821329,2.29178,0.662671690913105,2.266443,0.45021441186842714,2.241699,1.5370539637974796,0.183799,91.92693085980412,36.990458,1524.7451017770072,0.29355,87.10629847766036,38.334863,1583.795882888031,171.442592,7430.334217217693,168.890113,7318.220770213639,36.248996,1492.177601459661,71.2647,3030.1848778030244
0.32,1.739241,1.930235,10.981456853880507,1.907237,9.65915591916244,1.88492,8.376009995164551,1.8657,7.27093025060931,1.847105,6.201785721472755,1.829182,5.171278735954364,1.814092,4.303658894885758,1.799596,3.470191882551063,0.151736,91.27573464516992,37.073488,2031.590044162942,0.230767,86.73174102956405,38.158199,2093.9569616861613,168.542068,9590.552833103635,167.38967,9524.294160498746,36.110418,1976.2170395017138,70.422057,3949.0108616344705
0.34,1.598627,1.785348,11.68008547334681,1.765993,10.469359018707923,1.747319,9.301231619383387,1.731337,8.301498723592175,1.715979,7.340799323419403,1.701294,6.422198549129976,1.689037,5.6554781071506905,1.677373,4.925851996744705,0.14173,91.13426709294914,37.219108,2228.192129871446,0.224899,85.93174017453727,38.155844,2286.78841280674,169.355522,10493.81093901204,167.239551,10361.449168567779,36.395009,2176.641705663673,73.106243,4473.06444842981
0.36,1.640707,1.81841,10.830879614702697,1.798224,9.600556345526662,1.778718,8.411678623910309,1.761997,7.392544799284706,1.745901,6.411504308813214,1.730477,5.471421771224243,1.717574,4.684992506279306,1.705263,3.93464524744516,0.145384,91.1389419317404,37.275483,2171.9158874802147,0.247085,84.94033364884773,38.080562,2220.984916868155,173.050947,10447.340079612022,167.659497,10118.734789331673,36.696067,2136.6008677966265,77.173861,4603.695480058292
0.38,1.701566,1.874533,10.16516550048603,1.852935,8.895864162777118,1.832019,7.666643550705654,1.814044,6.610263721771596,1.796693,5.5905559937140366,1.780015,4.61040006676203,1.766015,3.7876285727382886,1.752607,2.9996485590332735,0.153688,90.9678496161771,37.173865,2084.6854603347742,0.274766,83.8521691195052,37.789572,2120.8701866398364,178.66672,10400.134581908665,167.943069,9769.912128004438,36.791891,2062.237080430615,80.224177,4614.7261405082145
0.4,1.697664,1.873353,10.348867620447862,1.851785,9.078415988087157,1.830899,7.848137205006409,1.81295,6.790860853502225,1.795626,5.77039979642614,1.778974,4.7895225439191735,1.764996,3.9661558470934146,1.751612,3.1777784060921292,0.159612,90.59813956118525,36.935229,2075.6501286473645,0.29531,82.60492064389656,37.281563,2096.0507497361073,185.3647,10818.809611324737,167.740185,9780.64687712056,36.66251,2059.5857601975417,80.647531,4650.500157863982
0.42,1.617898,1.802051,11.382237940834342,1.782275,10.159911193412686,1.763181,8.979737906839619,1.746826,7.968858358190685,1.731095,6.996547371960407,1.716037,6.065833569236131,1.703453,5.288034227126805,1.691463,4.546949189627521,0.159667,90.13120728253573,36.634739,2164.341695211936,0.304999,81.14844075460876,36.665163,2166.222159864219,192.507238,11798.60164237795,167.092559,10227.756076093796,36.412144,2150.5834113151755,78.210502,4734.0811349046735
0.44,1.491318,1.68583,13.042959315182948,1.668976,11.91281805758397,1.652804,10.828408159762038,1.639045,9.905801445432843,1.625912,9.025171023215712,1.613451,8.189601412978321,1.60314,7.498199579164208,1.593422,6.846561229731014,0.153908,89.6797329610452,36.350859,2337.49884330505,0.305354,79.52455478978996,36.086823,2319.7939674837967,199.606941,13284.599461684229,166.279897,11049.861867153753,36.159578,2324.6725379831805,73.985999,4861.1148661787765
0.46,1.352736,1.55629,15.047577650036667,1.542693,14.04242956497056,1.529777,13.087623897050127,1.518914,12.284584723109324,1.508675,11.52767428382183,1.499108,10.820440943391777,1.49133,10.245458093818756,1.484145,9.714312327017254,0.144715,89.302051545904,36.128416,2570.766210110473,0.299444,77.86382560972724,35.660313,2536.162044922291,206.241572,15146.254405885555,165.604106,12142.160037139547,35.962515,2558.5021024057914,69.737474,5055.290758876826
0.48,1.22244,1.432585,17.19061876247505,1.422098,16.33274434737084,1.412292,15.530578187886535,1.404193,14.86805078367855,1.396719,14.256650633159914,1.389916,13.700140702202148,1.384557,13.261755178168261,1.379791,12.871879192434804,0.135112,88.94735119924086,35.970885,2842.5481005202714,0.289782,76.29478747423187,35.429652,2798.2732894866003,212.005523,17242.816252740424,165.228269,13416.268201302313,35.807748,2829.2029056640813,67.082215,5387.56707895684
0.5,1.103647,1.318703,19.485940703866355,1.311079,18.795140112735325,1.304136,18.166044034007243,1.298581,17.662712805815623,1.293652,17.216102612520125,1.289395,16.830381453490112,1.286262,16.54650445296367,1.283722,16.316358400829248,0.127406,88.4559102684101,35.857692,3149.0182096268095,0.27792,74.8180351144886,35.373126,3105.1123230525695,216.518948,19518.49649389705,165.127174,14861.955589060633,35.653511,3130.5176383390703,66.812486,5953.791293774188
