q_inverse_angstroms,debye,propo{e=0.380}_TetToxHcGT1b,propo{e=0.380}_TetToxHcGT1b_relDiffDebye,propo{e=0.390}_TetToxHcGT1b,propo{e=0.390}_TetToxHcGT1b_relDiffDebye,propo{e=0.400}_TetToxHcGT1b,propo{e=0.400}_TetToxHcGT1b_relDiffDebye,propo{e=0.410}_TetToxHcGT1b,propo{e=0.410}_TetToxHcGT1b_relDiffDebye,propo{e=0.420}_TetToxHcGT1b,propo{e=0.420}_TetToxHcGT1b_relDiffDebye,propo{e=0.430}_TetToxHcGT1b,propo{e=0.430}_TetToxHcGT1b_relDiffDebye,propo{e=0.440}_TetToxHcGT1b,propo{e=0.440}_TetToxHcGT1b_relDiffDebye,propo{e=0.450}_TetToxHcGT1b,propo{e=0.450}_TetToxHcGT1b_relDiffDebye,strat{a=0.15}_TetToxHcGT1b,strat{a=0.15}_TetToxHcGT1b_relDiffDebye,strat{a=0.20}_TetToxHcGT1b,strat{a=0.20}_TetToxHcGT1b_relDiffDebye,strat{a=0.25}_TetToxHcGT1b,strat{a=0.25}_TetToxHcGT1b_relDiffDebye,strat{a=0.30}_TetToxHcGT1b,strat{a=0.30}_TetToxHcGT1b_relDiffDebye,strat{a=0.35}_TetToxHcGT1b,strat{a=0.35}_TetToxHcGT1b_relDiffDebye,strat{a=0.40}_TetToxHcGT1b,strat{a=0.40}_TetToxHcGT1b_relDiffDebye,strat{a=0.45}_TetToxHcGT1b,strat{a=0.45}_TetToxHcGT1b_relDiffDebye,strat{a=0.50}_TetToxHcGT1b,strat{a=0.50}_TetToxHcGT1b_relDiffDebye
0,175.138217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.981726,95.44261319047229,54.843798,68.6854194707258,50.657904,71.07547120911937,65.075534,62.843327336146174,104.335025,40.427037121201245,153.638188,12.276035104319911,146.691954,16.242179169838177,170.614088,2.5831763492259303
0.02,161.059383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.347731,95.43787461299289,50.358599,68.73289959145069,46.274012,71.26897474827653,59.89855,62.809648910675385,97.444842,39.49756904259344,142.097702,11.773099242532178,133.432689,17.153110539359254,156.347069,2.9258239490461677
0.04,125.470537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.739705,95.42545593791473,39.206335,68.75255662610257,35.688972,71.55589443281015,46.911395,62.611624910794795,79.577995,36.576349394280506,112.930866,9.994115989158473,100.867063,19.608965250543235,120.911568,3.633497639370102
0.06,83.50779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.829649,95.41402185353007,26.477706,68.2931304971668,24.332442,70.86206927521373,31.920981,61.77484639456989,57.354474,31.31841472514121,78.64661,5.821229372732777,64.802469,22.399492310837108,80.560429,3.5294443787819083
0.08,48.75987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.228152,95.4303569718295,16.416382,66.33218669368888,16.152409,66.87356016330642,20.123126,58.73014837816426,37.332103,23.436828277023714,50.628265,3.8318293301438247,37.957443,22.154339213783796,48.721716,0.07824877301764482
0.1,26.52572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.185574,95.5304738193723,10.313739,61.11796776864116,11.560501,56.41776735937799,13.384251,49.54236491978351,23.038237,13.147552639475954,33.378862,25.835837820801842,23.238721,12.3917428066043,29.208924,10.115480371503583
0.12,14.549347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617191,95.75794707487559,7.172298,50.70364326316501,8.892043,38.88355951645116,10.449673,28.17771821649452,14.622402,0.5021187548829518,24.855316,70.83458109838195,16.251728,11.700738184332266,18.522094,27.305328548422143
0.14,8.171848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322747,96.05050167355047,5.55959,31.966551507076495,6.820204,16.54024891309775,9.101688,11.378576791932481,10.422729,27.54433268949691,20.796793,154.49314524695026,11.924651,45.92355364416959,12.115792,48.26257169736882
0.16,4.31685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160607,96.27953252950647,4.675947,8.31849612564718,5.142767,19.132399782248644,8.0072120000000009,85.48738084482902,8.63437,100.01552057634622,18.4022,326.2876866233481,8.246831,91.0381644022841,7.868602,82.27647474431589
0.18,1.979464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074647,96.228928639268,4.277886,116.11335189728126,4.050162,104.60902547356254,7.009105,254.09105697299873,8.026831,305.5052781965219,16.935235,755.5465014771676,5.516259,178.67437851862928,5.423519,173.98927184328684
0.2,0.872902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041819,95.20919874166859,4.265892,388.7022827304784,3.463496,296.77947810865373,6.366881,629.3924174764178,7.893913,804.3298102192457,16.375604,1775.9957016938902,4.190642,380.08161282709864,4.476126,412.7867733147593
0.22,0.549387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037292,93.21207090812123,4.500024,719.0991050024846,3.1203,467.96029028717464,6.111035,1012.3370229000686,7.843115,1327.6120476094266,16.369973,2879.679715755925,4.012906,630.4333739240282,4.346142,691.0893413932257
0.24,0.505098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038704,92.33732859761868,4.798623,850.0380124253114,2.871038,468.41207052888745,6.026813,1093.196765776146,7.697917,1424.0442448792114,16.32091,3131.236314536981,4.357778,762.7589101520891,4.449746,780.966861876309
0.26,0.482895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037232,92.28983526439495,4.985488,932.4165708901521,2.699408,459.00516675467753,5.942494,1130.5975419086965,7.448608,1442.4901893786434,15.903945,3193.458205199888,4.697191,872.7147723625219,4.539878,840.1377110966152
0.28,0.449552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034432,92.34081930455208,4.981907,1008.1937128519058,2.59852,478.0243442360394,5.852359,1201.8202566110263,7.176917,1496.4598088763926,15.211366,3283.672189201694,4.78472,964.3307114638574,4.566376,915.7614691959996
0.3,0.414082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032662,92.11219033911156,4.871923,1076.5599567235474,2.543634,514.2826783100932,5.805705,1302.0664989060137,6.98038,1585.7482334416857,14.509998,3404.136378784878,4.673591,1028.6631633347986,4.553904,999.7589849353511
0.32,0.360183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031373,91.28970551080978,4.811799,1235.9317347015267,2.529127,602.1783371230736,5.791826,1508.0231437907955,6.927792,1823.408933791989,14.014937,3791.06010000472,4.570628,1168.973827193399,4.57061,1168.9688297337743
0.34,0.284393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029403,89.66113793236823,4.842086,1602.6037912325548,2.564501,801.7454719349631,5.763732,1926.678575070413,7.036461,2374.2033031755354,13.843758,4767.826563944964,4.574676,1508.57545720183,4.654162,1536.5248089791241
0.36,0.212417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027097,87.24348804474218,4.830204,2173.9253449582657,2.647489,1146.3639915825947,5.717852,2591.8052698230367,7.263579,3319.4904362645175,14.020276,6500.354962173461,4.581227,2056.7139164944424,4.752294,2137.2474896077056
0.38,0.168878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025678,84.79494072644157,4.629599,2641.3866815097285,2.761433,1535.1644382335178,5.697711,3273.8621963784503,7.521113,4353.577730669477,14.43837,8449.586091734862,4.473983,2549.2396878219774,4.787219,2734.7203306528977
0.4,0.154444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025581,83.43671492579836,4.270291,2664.9445753800733,2.886458,1768.9350185180392,5.722966,3605.5282173473884,7.711707,4893.205951671804,14.866545,9525.848203879725,4.315714,2694.355235554635,4.754801,2978.656988940975
0.42,0.153911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025995,83.11036897947515,3.959864,2472.827153354861,3.007569,1854.0961984523526,5.748603,3635.017640064713,7.765622,4945.527610112337,15.062504,9686.50258915867,4.263972,2670.4140704692973,4.718103,2965.474852349735
0.44,0.154043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02593,83.16703777516668,3.898582,2430.8400901047107,3.120256,1925.5746772005218,5.709844,3606.655933732789,7.664927,4875.8359678790985,14.917479,9583.970709477224,4.357172,2728.542679641399,4.728835,2969.8149218075473
0.46,0.150789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025393,83.15991219518666,4.106607,2623.412848417325,3.224101,2038.1539767489671,5.594939,3610.44240627632,7.452902,4842.603240289411,14.501228,9516.90043703453,4.481986,2872.3560737189055,4.79287,3078.5276114305416
0.48,0.145682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025248,82.66910119300944,4.423398,2936.338051372167,3.306181,2169.450584149037,5.45866,3646.969426559218,7.223312,4858.273499814665,13.988329,9501.961120797352,4.53632,3013.850715942944,4.889604,3256.3542510399366
0.5,0.140295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026005,81.4640578780427,4.653275,3216.7789301115504,3.344673,2284.0286539078365,5.366198,3724.9388787911184,7.082771,4948.4842652981215,13.553892,9560.994333368972,4.539798,3135.8943654442423,4.983216,3451.9555222923123
