q_inverse_angstroms,intensity_debye,intensity_strat,intensity_prop,diff_strat_debye,diff_prop_debye,diff_prop_strat
0,175.455128,198.819343,62.830813,-23.364215,112.624315,-135.98853
0.02,155.715814,176.209607,55.785393,-20.49379300000001,99.930421,-120.424214
0.04,110.323038,124.369597,39.586606,-14.046559000000002,70.736432,-84.782991
0.06,65.571009,73.516654,23.62306,-7.945644999999999,41.94794900000001,-49.89359400000001
0.08,36.016787,40.073943,13.088045,-4.057155999999999,22.928742,-26.985898
0.1,20.232491,22.218618,7.465812,-1.9861269999999998,12.766679,-14.752806
0.12,12.023409,12.994578,4.542083,-0.9711690000000015,7.481325999999999,-8.452495
0.14,7.590894,8.153997,2.962017,-0.5631030000000008,4.628876999999999,-5.191980000000001
0.16,5.095966,5.478609,2.071197,-0.38264299999999984,3.0247689999999996,-3.4074119999999994
0.18,3.402934,3.626836,1.465013,-0.22390199999999982,1.9379210000000002,-2.161823
0.2,2.049687,2.178959,0.978881,-0.12927199999999983,1.0708060000000001,-1.200078
0.22,1.080507,1.219628,0.629676,-0.13912099999999983,0.4508310000000001,-0.5899519999999999
0.24,0.586863,0.779389,0.451119,-0.19252599999999997,0.13574400000000003,-0.32827
0.26,0.44614,0.681865,0.399652,-0.23572500000000007,0.046487999999999974,-0.28221300000000005
0.28,0.427474,0.678013,0.392573,-0.25053899999999996,0.034901000000000015,-0.28543999999999997
0.3,0.403836,0.628847,0.384171,-0.22501100000000007,0.019664999999999988,-0.24467600000000006
0.32,0.352069,0.521001,0.365762,-0.16893200000000003,-0.013692999999999955,-0.15523900000000007
0.34,0.277245,0.397382,0.338955,-0.120137,-0.06170999999999999,-0.05842700000000001
0.36,0.214571,0.32244,0.316446,-0.10786899999999999,-0.101875,-0.005993999999999999
0.38,0.191423,0.316946,0.308142,-0.125523,-0.11671900000000002,-0.008803999999999979
0.4,0.18979,0.340541,0.30761,-0.150751,-0.11782000000000001,-0.03293099999999999
0.42,0.189667,0.363678,0.307636,-0.174011,-0.11796900000000002,-0.05604199999999998
0.44,0.186964,0.377587,0.306657,-0.19062300000000001,-0.11969300000000002,-0.070929999999999993
0.46,0.176092,0.3685,0.302672,-0.192408,-0.12658,-0.065828
0.48,0.160713,0.344488,0.297085,-0.18377500000000002,-0.136372,-0.04740300000000003
0.5,0.149848,0.326558,0.293167,-0.17671,-0.143319,-0.033391000000000004
