q_inverse_angstroms,intensity_debye,intensity_prop,intensity_diff,weight_debye,weight_prop
0,68.945112,71.95843,-3.0133180000000124,151327.981233+63.759362i,7.928400-0.000306i
0.02,68.68988,71.686374,-2.9964939999999984,151327.981233+63.759362i,7.928400-0.000306i
0.04,67.929686,70.876155,-2.9464689999999933,151327.981233+63.759362i,7.928400-0.000306i
0.06,66.680846,69.545417,-2.864570999999998,151327.981233+63.759362i,7.928400-0.000306i
0.08,64.969928,67.722891,-2.7529630000000083,151327.981233+63.759362i,7.928400-0.000306i
0.1,62.832854,65.447407,-2.614553000000001,151327.981233+63.759362i,7.928400-0.000306i
0.12,60.31369,62.766583,-2.452892999999996,151327.981233+63.759362i,7.928400-0.000306i
0.14,57.463197,59.735241,-2.272044000000001,151327.981233+63.759362i,7.928400-0.000306i
0.16,54.337185,56.413621,-2.076436000000001,151327.981233+63.759362i,7.928400-0.000306i
0.18,50.994769,52.865478,-1.870709000000005,151327.981233+63.759362i,7.928400-0.000306i
0.2,47.496572,49.156128,-1.659556000000002,151327.981233+63.759362i,7.928400-0.000306i
0.22,43.902974,45.350544,-1.447569999999999,151327.981233+63.759362i,7.928400-0.000306i
0.24,40.272458,41.511557,-1.239099000000003,151327.981233+63.759362i,7.928400-0.000306i
0.26,36.660114,37.698236,-1.0381220000000013,151327.981233+63.759362i,7.928400-0.000306i
0.28,33.116364,33.964507,-0.8481430000000003,151327.981233+63.759362i,7.928400-0.000306i
0.3,29.685933,30.358036,-0.6721029999999999,151327.981233+63.759362i,7.928400-0.000306i
0.32,26.407087,26.91942,-0.5123329999999982,151327.981233+63.759362i,7.928400-0.000306i
0.34,23.311163,23.681681,-0.37051800000000057,151327.981233+63.759362i,7.928400-0.000306i
0.36,20.422368,20.670064,-0.24769600000000125,151327.981233+63.759362i,7.928400-0.000306i
0.38,17.757841,17.902125,-0.14428400000000252,151327.981233+63.759362i,7.928400-0.000306i
0.4,15.327952,15.388067,-0.060114999999999696,151327.981233+63.759362i,7.928400-0.000306i
0.42,13.136794,13.131298,0.0054960000000008336,151327.981233+63.759362i,7.928400-0.000306i
0.44,11.182837,11.129162000000001,0.05367499999999836,151327.981233+63.759362i,7.928400-0.000306i
0.46,9.45969,9.373784,0.0859059999999996,151327.981233+63.759362i,7.928400-0.000306i
0.48,7.95694,7.853002,0.10393800000000031,151327.981233+63.759362i,7.928400-0.000306i
0.5,6.661011,6.551315,0.10969600000000046,151327.981233+63.759362i,7.928400-0.000306i
