q_inverse_angstroms,debye,propo{e=0.380}_GPx,propo{e=0.380}_GPx_relDiffDebye,propo{e=0.390}_GPx,propo{e=0.390}_GPx_relDiffDebye,propo{e=0.400}_GPx,propo{e=0.400}_GPx_relDiffDebye,propo{e=0.410}_GPx,propo{e=0.410}_GPx_relDiffDebye,propo{e=0.420}_GPx,propo{e=0.420}_GPx_relDiffDebye,propo{e=0.430}_GPx,propo{e=0.430}_GPx_relDiffDebye,propo{e=0.440}_GPx,propo{e=0.440}_GPx_relDiffDebye,propo{e=0.450}_GPx,propo{e=0.450}_GPx_relDiffDebye,strat{s=0.15}_GPx,strat{s=0.15}_GPx_relDiffDebye,strat{s=0.20}_GPx,strat{s=0.20}_GPx_relDiffDebye,strat{s=0.25}_GPx,strat{s=0.25}_GPx_relDiffDebye,strat{s=0.30}_GPx,strat{s=0.30}_GPx_relDiffDebye,strat{s=0.35}_GPx,strat{s=0.35}_GPx_relDiffDebye,strat{s=0.40}_GPx,strat{s=0.40}_GPx_relDiffDebye,strat{s=0.45}_GPx,strat{s=0.45}_GPx_relDiffDebye,strat{s=0.50}_GPx,strat{s=0.50}_GPx_relDiffDebye
0.2,1.576085,1.027062,34.834606001579864,1.013707,35.68195877760401,1.002086,36.41929210670744,0.990798,37.13549713372058,0.980502,37.788761392945176,0.971161,38.38143247350237,0.962734,38.91611175793184,0.954607,39.431756535973626,2.186813,38.749686723749036,1.792356,13.722039103220961,1.866164,18.405035261423084,2.08564,32.330426341218924,2.515006,59.5729925733701,1.970863,25.048014542362885,2.153414,36.63057512761051,2.051958,30.193358860721343
0.22,0.746652,0.607549,18.630232022414724,0.605265,18.936130888285298,0.603548,19.166090762497124,0.602166,19.351183683965225,0.601193,19.481498743725325,0.600591,19.56212532746179,0.600321,19.5982867520612,0.600351,19.594268815994603,1.171264,56.86879563705717,0.952739,27.60147967192213,1.03749,38.95228299127305,1.03013,37.966549342933526,1.293409,73.22782233222439,0.926935,24.14551892983612,1.11433,49.243556569861205,1.038222,39.05032063129811
0.24,0.564602,0.511073,9.480837829125658,0.511335,9.434433459321797,0.511897,9.33489431493335,0.512792,9.17637557075604,0.513963,8.968972833960931,0.515371,8.71959362524398,0.516977,8.435145465301225,0.518883,8.097562530773901,0.816833,44.6741244274728,0.706823,25.189602587309274,0.804591,42.50587139259157,0.666309,18.013928395577768,0.777001,37.61924328996355,0.570489,1.0426813932646317,0.706365,25.108483498110168,0.658198,16.577341206726135
0.26,0.568917,0.50929,10.48079069530353,0.509599,10.426476972915202,0.510203,10.320310344039648,0.51114,10.155611451231017,0.51235,9.942926648351172,0.513796,9.688759520281513,0.515436,9.400492514725347,0.517377,9.059317967295762,0.715079,25.69126955250063,0.63484,11.58745476053624,0.770577,35.44629532954718,0.53149,6.5786397664334135,0.577544,1.5163899127640659,0.487595,14.294176479170073,0.565051,0.6795367338293699,0.539669,5.140995962504205
0.28,0.5708,0.508268,10.955150665732292,0.508604,10.896285914505963,0.509232,10.786264891380512,0.510194,10.617729502452686,0.511427,10.401716888577438,0.512893,10.144884372810079,0.514554,9.853889278206031,0.516514,9.510511562718982,0.680508,19.22004204625088,0.588689,3.1340224246671418,0.764976,34.01822004204625,0.470326,17.60231254379817,0.497736,12.800280308339168,0.4617,19.113524877365098,0.506705,11.228976874562022,0.503262,11.832165381920111
0.3,0.535673,0.490682,8.398967280411734,0.491482,8.249622437569187,0.492525,8.054914098713201,0.493902,7.79785428797045,0.495526,7.49468425700006,0.497359,7.152497885837061,0.499361,6.778762416623567,0.501664,6.348835950290561,0.666841,24.486580432465345,0.564729,5.424204692041616,0.753214,40.61078307101536,0.462203,13.715457004553148,0.46984,12.289773798567406,0.445656,16.804468397697843,0.467657,12.697298538474024,0.486461,9.186948007459772
0.32,0.461718,0.455005,1.453917759324961,0.456747,1.076631190466909,0.458632,0.6683733361055955,0.460851,0.187776954764598,0.463268,0.3357027449655408,0.465844,0.8936190488566534,0.46854,1.477525242680596,0.471537,2.126622743752673,0.651292,41.05839495103071,0.551969,19.54677963605491,0.716886,55.26490195314023,0.46234,0.13471426281842075,0.448883,2.779835310730801,0.435157,5.752645554212744,0.420438,8.940522136888758,0.453467,1.7870215152972178
0.34,0.363669,0.407446,12.037594625882313,0.410443,12.861695662814258,0.413451,13.68882142827681,0.416793,14.607788950941652,0.420266,15.56277824065289,0.423834,16.54389018585581,0.427454,17.53930084774891,0.431376,18.61775405657341,0.61653,69.53053463451656,0.519004,42.71329148208948,0.640195,76.03782560515192,0.426689,17.32894472721072,0.403155,10.857675523621744,0.414856,14.075161754232552,0.360377,0.9052187566165983,0.392338,7.883267476743962
0.36,0.277944,0.36531,31.43295052240739,0.369418,32.91094608985983,0.373421,34.35116426330483,0.377758,35.91155052816393,0.382168,37.49820107647583,0.386613,39.09744408945685,0.391053,40.69488817891372,0.395794,42.40062746452521,0.571566,105.64070460236594,0.462073,66.24679791612698,0.537811,93.49617189074057,0.371598,33.69527674639494,0.340963,22.673272313847388,0.37686,35.58846386322422,0.306909,10.42116397547706,0.326118,17.332268370607025
0.38,0.232189,0.342385,47.45961264314846,0.347098,49.48942456360982,0.351643,51.446881635219576,0.356521,53.54775635366015,0.36144,55.66628910068951,0.366363,57.78654458221535,0.371249,59.89086476964886,0.376435,62.124390044317344,0.540399,132.740999788965,0.408708,76.02384264543109,0.444714,91.53103721537195,0.340937,46.83598275542768,0.29338,26.35396164331642,0.333661,43.70232870635559,0.277914,19.69300871272971,0.282705,21.756413955872144
0.4,0.220387,0.336202,52.550740288674014,0.341078,54.76321198618793,0.345769,56.89174043841061,0.350793,59.17136673215754,0.35585,61.46596668587531,0.360901,63.757844155962026,0.365907,66.02930299881571,0.371214,68.43733977049462,0.532338,141.54691519917236,0.382748,73.67086080394941,0.383111,73.83557106362898,0.342138,55.244184094343126,0.27463,24.612613266662727,0.300913,36.53845281255246,0.268832,21.981786584508168,0.263525,19.573749812829256
0.42,0.21863,0.335205,53.32067877235511,0.340108,55.563280428120585,0.344822,57.71943466129993,0.34987,60.02835841375842,0.354949,62.35146137309611,0.360021,64.67136257604172,0.365046,66.96976627178339,0.370372,69.40584549238439,0.534231,144.3539312994557,0.385116,76.14965924164115,0.351301,60.68288889905319,0.346945,58.69048163564013,0.273704,25.190504505328644,0.280428,28.266020216804655,0.263602,20.56991263778988,0.251893,15.214288981384069
0.44,0.213138,0.332509,56.00643714400999,0.337483,58.340136437425514,0.342261,60.58187653069842,0.347372,62.97985342829529,0.352511,65.39096735448396,0.35764,67.79738948474699,0.362717,70.17941427619665,0.368095,72.70266212500822,0.527678,147.57574904521954,0.402488,88.83915585207707,0.336058,57.6715555180212,0.337986,58.57613377248544,0.275417,29.220035845320886,0.263763,23.752216873574884,0.254855,19.57276506301082,0.238207,11.761863205997997
0.46,0.204567,0.328313,60.4916726549248,0.333397,62.97692198643965,0.338274,65.36098197656514,0.343485,67.90831365762806,0.348717,70.46591092404934,0.353933,73.01568679210234,0.359092,75.53759892846843,0.364552,78.2066511216374,0.50775,148.20718884277525,0.419978,105.30095274408875,0.324414,58.58569564005924,0.325747,59.23731589161497,0.274395,34.13453782868205,0.244847,19.690370392096483,0.245284,19.9039923350296,0.224626,9.805589366808915
0.48,0.195013,0.32366,65.96842261797933,0.328867,68.63850102300873,0.333854,71.19576643608376,0.339174,73.92378969607154,0.34451,76.66001753729238,0.349823,79.38445129299073,0.355072,82.07606672375688,0.360623,84.9225436252968,0.486034,149.23158968889257,0.425628,118.25621881618149,0.307302,57.580263879843926,0.322705,65.4787116756319,0.270346,38.629732376815895,0.224838,15.293852204724823,0.236364,21.20422741048033,0.213013,9.23015388717676
0.5,0.182212,0.317506,74.25087260992689,0.322875,77.19744034421443,0.328007,80.01393980637937,0.333473,83.01374223432046,0.338945,86.01683752991019,0.344386,89.00291967598183,0.349756,91.95003622154412,0.355426,95.06179614954009,0.477081,161.82743178275848,0.413121,126.72546264790464,0.282315,54.93765503918511,0.322604,77.04871248874936,0.261334,43.42304568305051,0.207853,14.072069896603953,0.224663,23.297587425636067,0.201068,10.348385397229592
