q_inverse_angstroms,debye,propo{e=0.380}_GPx,propo{e=0.380}_GPx_relDiffDebye,propo{e=0.390}_GPx,propo{e=0.390}_GPx_relDiffDebye,propo{e=0.400}_GPx,propo{e=0.400}_GPx_relDiffDebye,propo{e=0.410}_GPx,propo{e=0.410}_GPx_relDiffDebye,propo{e=0.420}_GPx,propo{e=0.420}_GPx_relDiffDebye,propo{e=0.430}_GPx,propo{e=0.430}_GPx_relDiffDebye,propo{e=0.440}_GPx,propo{e=0.440}_GPx_relDiffDebye,propo{e=0.450}_GPx,propo{e=0.450}_GPx_relDiffDebye,strat{s=0.15}_GPx,strat{s=0.15}_GPx_relDiffDebye,strat{s=0.20}_GPx,strat{s=0.20}_GPx_relDiffDebye,strat{s=0.25}_GPx,strat{s=0.25}_GPx_relDiffDebye,strat{s=0.30}_GPx,strat{s=0.30}_GPx_relDiffDebye,strat{s=0.35}_GPx,strat{s=0.35}_GPx_relDiffDebye,strat{s=0.40}_GPx,strat{s=0.40}_GPx_relDiffDebye,strat{s=0.45}_GPx,strat{s=0.45}_GPx_relDiffDebye,strat{s=0.50}_GPx,strat{s=0.50}_GPx_relDiffDebye
0,179.352881,88.426671,50.6968215358637,86.106937,51.990212524102134,84.031714,53.14727394872458,81.956824,54.30414970585279,80.004315,55.39279070738763,78.174149,56.413218140610745,76.466284,57.36545542304391,74.758721,58.31752432234417,144.19351700000001,19.603456495354532,144.19351700000001,19.603456495354532,144.19351700000001,19.603456495354532,144.19351700000001,19.603456495354532,144.19351700000001,19.603456495354532,144.19351700000001,19.603456495354532,144.19351700000001,19.603456495354532,144.19351700000001,19.603456495354532
0.02,166.616099,82.153249,50.693090587842896,79.999065,51.985993262271734,78.071964,53.14260478514744,76.145197,54.299015847202135,74.332097,55.387206010626855,72.632627,56.40719748215927,71.046745,57.35901546944751,69.461165,58.31065220174192,133.923015,19.62180377299555,133.693767,19.75939431879268,133.806447,19.691765799894284,133.404817,19.932816936255353,133.875493,19.650325626697086,134.261588,19.41859831924165,133.95687,19.601484608038977,133.915403,19.62637235913199
0.04,133.936424,66.061528,50.67695102864624,64.331986,51.96826667553853,62.784829,53.12340950658798,61.238005,54.27830371221498,59.782499,55.365017808747815,58.418273,56.38358016785635,57.145286,57.33402140107906,55.8726,58.284237900811796,107.650096,19.62597418608099,106.889728,20.19368233991374,107.215366,19.950553555170316,106.043147,20.825759092985777,107.467571,19.762251529128463,108.657171,18.874068938857132,107.726353,19.569038964337278,107.591723,19.669556804055027
0.06,94.174005,46.494888,50.62874516168235,45.281688,51.91699875140703,44.19652,53.06929974996816,43.111687,54.22124502403821,42.090995,55.30508126950744,41.134407,56.32084777534947,40.241883,57.268587016130404,39.349659,58.2160076976656,75.897666,19.406989221707192,74.642803,20.73948325761445,75.039267,20.318492348286558,73.594743,21.852380601207308,75.54483,19.781653121792996,77.226916,17.995506297093335,75.914962,19.38862321932681,75.704072,19.61255975043219
0.08,59.508036,29.456867,50.499346004294274,28.693282,51.782508836285565,28.010401,52.93005300998339,27.327854,54.07703591494769,26.685785,55.155997754656184,26.084156,56.16700238603068,25.522927,57.11011702688356,24.961998,58.05272753414346,48.538977,18.43290375101607,47.079256,20.88588505928846,47.296246,20.521245231484368,46.524172,21.818673363711746,48.100187,19.17026634856509,49.522472,16.780194190915658,48.364675,18.725808729429417,48.145173,19.09466983585208
0.1,35.557888,17.708933,50.1968930213178,17.255362,51.472477780457595,16.849863,52.61286890829962,16.444698,53.75232072276058,16.063694,54.82382418213364,15.706814,55.827483342092755,15.374016,56.76341631988942,15.04152,57.698499978401415,29.953475,15.761377616128375,28.5891,19.598430592953104,28.503037,19.84046690287117,28.967358,18.534649751976264,29.628463,16.675413905347806,30.216338,15.022123923670602,29.553767,16.885482624839803,29.387027,17.354408113327764
0.12,21.269316,10.716535,49.61504638889186,10.447486,50.880009493488174,10.207085,52.01028091359403,9.967018,53.13898199641211,9.741401,54.19974483429556,9.530195,55.19275278998158,9.333361,56.11818922620737,9.136828,57.0422104782307,19.005301,10.644512498662396,17.873142,15.967481041703449,17.583353,17.329955509617708,19.03686,10.496134431403432,18.985946,10.735512134005633,18.705261,12.055183156806734,18.493667,13.05001533664741,18.389427,13.540111021905918
0.14,12.827998,6.586512,48.655183762891134,6.42645,49.90293886855922,6.283564,51.01679934780158,6.141011,52.12806394263547,6.007172,53.17139899772357,5.882009,54.147100740115484,5.765481,55.055488783206854,5.649254,55.961530396247326,12.389881,3.415318586735033,11.473983,10.555154436413217,11.189936,12.76942824593518,12.870519,0.33147027306989524,12.713434,0.8930777818955046,11.937314,6.943281406810311,11.945404,6.8802162270371365,11.867236,7.489570858991396
0.16,7.312664,3.875715,46.99995788128649,3.787188,48.21055637179556,3.708306,49.28926038445087,3.629759,50.36338330326677,3.55616,51.369842782329385,3.487471,52.3091584681041,3.423653,53.181863681963236,3.360136,54.0504527488204,7.72837,5.6847408823925205,6.979674,4.553607276363302,6.841785,6.439226525381176,8.100687,10.776141225687393,8.248813,12.801750497493122,7.387242,1.0198472129992546,7.464134,2.0713381607578274,7.374012,0.8389281936104234
0.18,3.641331,2.058026,43.48149069667108,2.017465,44.59539657339583,1.981501,45.58305740400969,1.945871,46.561545764447125,1.912665,47.47346505989156,1.881846,48.319831402308665,1.853372,49.101798216091865,1.825198,49.875526284207616,4.317934,18.58120011611139,3.734458,2.5574988925752686,3.74155,2.7522628401537803,4.397099,20.755267785323547,4.817863,32.31049305871946,4.0898,12.316073435784888,4.218342,15.84615625440257,4.111437,12.910279235806893
