q_inverse_angstroms,debye,propo{e=0.380}_AntiterminatorHairpin,propo{e=0.380}_AntiterminatorHairpin_relDiffDebye,propo{e=0.390}_AntiterminatorHairpin,propo{e=0.390}_AntiterminatorHairpin_relDiffDebye,propo{e=0.400}_AntiterminatorHairpin,propo{e=0.400}_AntiterminatorHairpin_relDiffDebye,propo{e=0.410}_AntiterminatorHairpin,propo{e=0.410}_AntiterminatorHairpin_relDiffDebye,propo{e=0.420}_AntiterminatorHairpin,propo{e=0.420}_AntiterminatorHairpin_relDiffDebye,propo{e=0.430}_AntiterminatorHairpin,propo{e=0.430}_AntiterminatorHairpin_relDiffDebye,propo{e=0.440}_AntiterminatorHairpin,propo{e=0.440}_AntiterminatorHairpin_relDiffDebye,propo{e=0.450}_AntiterminatorHairpin,propo{e=0.450}_AntiterminatorHairpin_relDiffDebye,strat{s=0.15}_AntiterminatorHairpin,strat{s=0.15}_AntiterminatorHairpin_relDiffDebye,strat{s=0.20}_AntiterminatorHairpin,strat{s=0.20}_AntiterminatorHairpin_relDiffDebye,strat{s=0.25}_AntiterminatorHairpin,strat{s=0.25}_AntiterminatorHairpin_relDiffDebye,strat{s=0.30}_AntiterminatorHairpin,strat{s=0.30}_AntiterminatorHairpin_relDiffDebye,strat{s=0.35}_AntiterminatorHairpin,strat{s=0.35}_AntiterminatorHairpin_relDiffDebye,strat{s=0.40}_AntiterminatorHairpin,strat{s=0.40}_AntiterminatorHairpin_relDiffDebye,strat{s=0.45}_AntiterminatorHairpin,strat{s=0.45}_AntiterminatorHairpin_relDiffDebye,strat{s=0.50}_AntiterminatorHairpin,strat{s=0.50}_AntiterminatorHairpin_relDiffDebye
0,106.067165,61.755331,41.77714564163188,60.134025,43.305711055820154,58.66059,44.694863862911774,57.187647,46.08355281297469,55.862453,47.33294417739929,54.684891,48.44314826364974,53.360601,49.69168733792404,52.1839,50.80107967437425,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279
0.02,100.848066,58.721542,41.77226760104651,57.180844,43.30000934276717,55.780688,44.688390950402564,54.381025,46.076283703844155,53.121783,47.32493630566996,52.002845,48.434464771986804,50.744507,49.682220975858876,49.62643,50.79089568262023,3.776098,96.25565650411183,3.796436,96.23548953333423,3.792868,96.23902752879762,3.798402,96.233540066103,3.785043,96.24678672568695,3.798212,96.23372846832778,3.796856,96.23507306525838,3.788121,96.24373460964536
0.04,87.072799,50.71904,41.750993901091896,49.390969,43.276236014877625,48.18411,44.66227047553623,46.977745,46.047737594837166,45.89247,47.294137173653965,44.92817,48.401601285379606,43.843799,49.64696265248118,42.88036,50.7534379364559,3.195371,96.33023052354159,3.260371,96.25558034490196,3.248616,96.26908054259287,3.268044,96.24676817842963,3.224349,96.29695032543975,3.265885,96.24924771282475,3.262654,96.2529584009353,3.234629,96.28514411257183
0.06,69.296706,40.405311,41.69230641352563,39.351276,43.21335273858472,38.393542,44.59542997613769,37.4363,45.97679722323309,36.575237,47.21937143736673,35.810235,48.323322900802815,34.950076,49.564592579624204,34.185936,50.66730011668953,2.472477,96.4320425273894,2.572262,96.28804578387897,2.552598,96.31642231306058,2.587693,96.26577777015837,2.517434,96.3671664277953,2.579483,96.27762537515132,2.57786,96.27996747781921,2.534745,96.34218544240761
0.08,52.279614,30.551312,41.561710842011955,29.759098,43.07705102795901,29.039383,44.45371574472604,28.320161,45.82943745529568,27.673315,47.066718970036774,27.098729,48.1657821727605,26.452787,49.40133452400777,25.879063,50.49874890047964,1.819169,96.52030904436288,1.921902,96.32380223771352,1.896771,96.37187260028355,1.942591,96.28422849487757,1.864207,96.43416074189071,1.92459,96.31866065422747,1.928936,96.3103476624751,1.885346,96.39372624289078
0.1,38.86505,22.803684,41.32598825937442,22.217325,42.834693381328464,21.684751,44.20500938503874,21.152669,45.57405946988361,20.67425,46.80503434319523,20.249377,47.898235046655024,19.771862,49.12688392270176,19.34785,50.21786926814708,1.342448,96.54587347758462,1.423188,96.33812898735495,1.392488,96.41712026615173,1.440928,96.29248386403722,1.371792,96.4703711946852,1.413482,96.36310258188269,1.424059,96.33588789928226,1.393584,96.41430025176862
0.12,29.446471,17.378877,40.98146090239472,16.936656,42.483240181820094,16.535115,43.84687047897861,16.134068,45.20882315575269,15.773579,46.43304116136701,15.453533,47.51991503497991,15.093949,48.74105966721785,14.774764,49.82500959113233,1.031413,96.49732900081642,1.090048,96.29820496996058,1.049781,96.43495140725013,1.094397,96.2834357977905,1.040224,96.46740690930334,1.06281,96.39070501860817,1.074312,96.35164431079025,1.061325,96.39574806773959
0.14,22.916206,13.623476,40.55090969246829,13.281036,42.04522336725372,12.970205,43.401604087517796,12.659868,44.75582912808516,12.381019,45.97264922474514,12.13354,47.05257929693947,11.855595,48.26545458702894,11.608979,49.34161876534012,0.818338,96.42899876183692,0.872254,96.19372421420891,0.818382,96.4288067579773,0.857263,96.25914080192855,0.813846,96.44860061041517,0.82853,96.38452368598885,0.834099,96.36022210657384,0.83422,96.35969409595987
0.16,18.01037,10.800754,40.03036028687918,10.533313,41.515288136778985,10.290664,42.86256195736124,10.048509,44.20709291369362,9.831023,45.41465278059252,9.63809,46.48588563144456,9.421509,47.68842061545654,9.229438,48.754867334763254,0.648447,96.39959090235236,0.710798,96.05339590469268,0.644681,96.42050107799007,0.679656,96.22630739957036,0.641466,96.43835190504136,0.657917,96.34701008363514,0.655028,96.3630508423758,0.661033,96.32970893990517
0.18,14.047329,8.517767,39.363796491133655,8.310986,40.83582722380888,8.123482,42.170629021360575,7.936471,43.50192125492327,7.768615,44.69685304587085,7.619798,45.756250173965455,7.452847,46.94473945901032,7.304891,47.998007308008525,0.506302,96.39574185241906,0.572253,95.92625046370026,0.502254,96.42455871860052,0.535617,96.18705449270819,0.501328,96.43115071911537,0.520331,96.29587233274026,0.512957,96.34836629796311,0.519649,96.30072734823824
