q_inverse_angstroms,debye,propo{e=0.380}_PHGDH,propo{e=0.380}_PHGDH_relDiffDebye,propo{e=0.390}_PHGDH,propo{e=0.390}_PHGDH_relDiffDebye,propo{e=0.400}_PHGDH,propo{e=0.400}_PHGDH_relDiffDebye,propo{e=0.410}_PHGDH,propo{e=0.410}_PHGDH_relDiffDebye,propo{e=0.420}_PHGDH,propo{e=0.420}_PHGDH_relDiffDebye,propo{e=0.430}_PHGDH,propo{e=0.430}_PHGDH_relDiffDebye,propo{e=0.440}_PHGDH,propo{e=0.440}_PHGDH_relDiffDebye,propo{e=0.450}_PHGDH,propo{e=0.450}_PHGDH_relDiffDebye,strat{s=0.15}_PHGDH,strat{s=0.15}_PHGDH_relDiffDebye,strat{s=0.20}_PHGDH,strat{s=0.20}_PHGDH_relDiffDebye,strat{s=0.25}_PHGDH,strat{s=0.25}_PHGDH_relDiffDebye,strat{s=0.30}_PHGDH,strat{s=0.30}_PHGDH_relDiffDebye,strat{s=0.35}_PHGDH,strat{s=0.35}_PHGDH_relDiffDebye,strat{s=0.40}_PHGDH,strat{s=0.40}_PHGDH_relDiffDebye,strat{s=0.45}_PHGDH,strat{s=0.45}_PHGDH_relDiffDebye,strat{s=0.50}_PHGDH,strat{s=0.50}_PHGDH_relDiffDebye
0.2,1.439919,0.789745,45.15351210727825,0.780407,45.802020808114904,0.771752,46.40309628527716,0.763763,46.95791916073057,0.756784,47.44259920176066,0.750057,47.90977825836036,0.743934,48.33501051100791,0.738072,48.742116744066855,1.890144,31.267383790338215,1.562859,8.537980261389706,1.633818,13.465965793909243,1.54739,7.463683721098207,1.535944,6.6687778965344595,1.396457,3.01836422743223,1.54903,7.5775790165974595,1.67291,16.180840727846494
0.22,0.758488,0.508762,32.92418601217158,0.50662,33.20658995264264,0.504849,33.44008079231313,0.503432,33.626899832297944,0.502397,33.76335551781967,0.501615,33.866455369102745,0.501124,33.93118941894928,0.500895,33.96138106337873,1.093422,44.15811456476567,0.894934,17.989210112750623,0.837971,10.479137441858008,0.873369,15.146053727942945,0.826612,8.981552773412362,0.728559,3.9458765333136574,0.852672,12.417335541234657,0.869902,14.688960141755688
0.24,0.453397,0.381904,15.768300187253109,0.383011,15.524143300462951,0.384348,15.229258243878979,0.385897,14.887615048180736,0.387546,14.523916126485176,0.389449,14.104195660756469,0.391501,13.651612163291773,0.393814,13.141463220974112,0.699228,54.219811776434334,0.549705,21.241428593484297,0.466625,2.9175314349234815,0.520609,14.824094557308495,0.51322,13.19439696336765,0.43714,3.585599375381845,0.558782,23.243426842259655,0.461594,1.8079078599990757
0.26,0.387218,0.353644,8.670568000454521,0.355474,8.197966003646522,0.357503,7.673971767841368,0.359714,7.102975584812697,0.361961,6.5226823133222185,0.364461,5.877051170141891,0.36708,5.20068798454617,0.369959,4.457179160059714,0.578534,49.407827115475,0.485052,25.265870904761652,0.412426,6.510027942915879,0.420867,8.68993693474993,0.445448,15.038040586956186,0.419228,8.266661157280906,0.521367,34.6443088905991,0.367243,5.158592834010821
0.28,0.361221,0.341839,5.3656902561036075,0.343972,4.7751930258761295,0.34629,4.133480611592357,0.348777,3.4449824345760653,0.351274,2.7537158692324195,0.354024,1.9924090792063607,0.356879,1.202034211742953,0.359995,0.33940440893525153,0.522763,44.72109871795935,0.495833,37.2658289523588,0.419568,16.152715373690892,0.388435,7.533891994097784,0.395513,9.49335725220848,0.444005,22.91782592927874,0.501068,38.71508024173565,0.353752,2.067709241710754
0.3,0.318214,0.323044,1.517846480670241,0.325658,2.339306253024696,0.328437,3.212617923787131,0.331363,4.132124922222159,0.334258,5.041890048835061,0.337405,6.030847165743812,0.340637,7.04651586668092,0.34413,8.144204843281564,0.470765,47.93975123658921,0.476001,49.58518481273609,0.397217,24.82700321167516,0.35316,10.981917828882443,0.31952,0.41041563224749045,0.415244,30.492058803195338,0.43224,35.83311859314801,0.324211,1.8845808166831222
0.32,0.259591,0.29861,15.030952536875303,0.301851,16.279454988809306,0.305228,17.580347546717714,0.308725,18.92746666872118,0.312137,20.241841974490633,0.315802,21.653678286227183,0.319523,23.087086994541405,0.323506,24.621423701129853,0.425967,64.091590232327,0.423195,63.02375660173117,0.359155,38.35418022966897,0.317589,22.34206886987607,0.259704,0.04353001452283563,0.346563,33.50347277062763,0.342863,32.078153711030026,0.284239,9.494936265124755
0.34,0.187954,0.269729,43.50798599657362,0.273709,45.625525394511406,0.277794,47.79892952530937,0.281966,50.018621577620046,0.285989,52.15903891377677,0.290265,54.43406365387274,0.294565,56.72185747576535,0.299127,59.1490471072709,0.374333,99.16202900709749,0.351627,87.08141353735489,0.311541,65.75385466656735,0.274674,46.13894889175009,0.221795,18.004937378294677,0.267101,42.109771539844836,0.252983,34.598359172989134,0.23979,27.579088500377747
0.36,0.133513,0.248009,85.75644319279772,0.252546,89.15461415742287,0.257162,92.61195539011183,0.261843,96.11798102057479,0.266325,99.47495749477578,0.271061,103.0221776156629,0.275797,106.56939773655003,0.280793,110.31135544853312,0.312224,133.85288323983434,0.280103,109.79455184139373,0.267831,100.60293754166261,0.229258,71.71211792110131,0.196989,47.542935893883,0.206542,54.69804438519097,0.18657,39.73920142607838,0.198954,49.01470268812775
0.38,0.12297,0.243844,98.29551923233309,0.248487,102.07123688704564,0.253206,105.90875823371553,0.257984,109.79425876229976,0.262554,113.51061234447428,0.267378,117.43352037082215,0.272197,121.35236236480445,0.277278,125.4842644547451,0.260382,111.74432788484998,0.233905,90.21306009595837,0.249817,103.15280149629993,0.203422,65.42408717573392,0.188406,53.21297877531105,0.18389,49.54053834268521,0.16561,34.675124013987165,0.178162,44.88249166463365
0.4,0.135631,0.248925,83.5310511608703,0.253438,86.85846156114752,0.258033,90.24633011627135,0.262692,93.68138552395837,0.267155,96.97193119567059,0.271871,100.44901239392172,0.276588,103.92683088674417,0.281567,107.59782055724725,0.237819,75.34265765201171,0.219446,61.7963444935155,0.24737,82.3845581024987,0.197702,45.76461133516673,0.190875,40.73110129690114,0.184061,35.70717608806247,0.175353,29.286814961181445,0.175554,29.435011170012743
0.42,0.136412,0.249191,82.67527783479458,0.253697,85.97850628976923,0.258285,89.34184675834969,0.262938,92.75283699381286,0.267395,96.0201448552913,0.272106,99.47365334428056,0.276818,102.92789490660645,0.281791,106.57346860979973,0.241516,77.0489399759552,0.220025,61.29446089786822,0.23235,70.3295897721608,0.192398,41.041843826056365,0.19045,39.6138169662493,0.177265,29.94824502243204,0.180621,32.40843914025159,0.172379,26.3664486995279
0.44,0.121313,0.243001,100.30911773676357,0.247666,104.15454238210249,0.252406,108.06179057479413,0.257203,112.01602466347383,0.261792,115.79880144749532,0.266633,119.78930535062196,0.271469,123.77568768392506,0.276566,127.97721596201559,0.248707,105.0126532193582,0.220153,81.47519227123226,0.204546,68.61012422411447,0.180883,49.10438287735031,0.182172,50.16692357785233,0.156839,29.284577910034375,0.168279,38.71472966623528,0.158038,30.27293035371313
0.46,0.106458,0.236865,122.49619568280448,0.241687,127.02568148941369,0.246577,131.6190422514043,0.251518,136.2603092299311,0.256236,140.69210392830976,0.261207,145.36155103421072,0.266167,150.02066542674106,0.271387,154.92400758984763,0.241667,127.00689473783089,0.218404,105.15508463431587,0.188167,76.75233425388417,0.172894,62.405831407691295,0.169384,59.108756504912755,0.138671,30.258881436810753,0.150305,41.18713483251611,0.136634,28.345450788104237
0.48,0.099865,0.234139,134.455514945176,0.239031,139.35412807289845,0.243988,144.3178290692435,0.248992,149.32859360136186,0.253768,154.1110499173885,0.258797,159.14684824513094,0.263811,164.16762629549896,0.269086,169.44975717218247,0.227161,127.4680819105793,0.219116,119.41220647874633,0.193922,94.18414860061084,0.174352,74.58769338607121,0.155843,56.053672457818074,0.134262,34.44349872327642,0.138658,38.84544134581686,0.11776,17.919190907725437
0.5,0.098352,0.233655,137.5701561737433,0.238559,142.5563282902229,0.243527,147.6075727997397,0.248543,152.70762160403447,0.25333,157.57483325199286,0.258369,162.69826744753541,0.263392,167.80543354481864,0.268677,173.1789897510981,0.220362,124.05441678867741,0.223464,127.20839433870181,0.208128,111.61542215714985,0.180429,83.45229380185458,0.145803,48.24609565641776,0.139753,42.09472100211485,0.134423,36.67541076948104,0.109083,10.910810151293319
