q_inverse_angstroms,debye,propo{e=0.380}_PHGDH,propo{e=0.380}_PHGDH_relDiffDebye,propo{e=0.390}_PHGDH,propo{e=0.390}_PHGDH_relDiffDebye,propo{e=0.400}_PHGDH,propo{e=0.400}_PHGDH_relDiffDebye,propo{e=0.410}_PHGDH,propo{e=0.410}_PHGDH_relDiffDebye,propo{e=0.420}_PHGDH,propo{e=0.420}_PHGDH_relDiffDebye,propo{e=0.430}_PHGDH,propo{e=0.430}_PHGDH_relDiffDebye,propo{e=0.440}_PHGDH,propo{e=0.440}_PHGDH_relDiffDebye,propo{e=0.450}_PHGDH,propo{e=0.450}_PHGDH_relDiffDebye,strat{s=0.15}_PHGDH,strat{s=0.15}_PHGDH_relDiffDebye,strat{s=0.20}_PHGDH,strat{s=0.20}_PHGDH_relDiffDebye,strat{s=0.25}_PHGDH,strat{s=0.25}_PHGDH_relDiffDebye,strat{s=0.30}_PHGDH,strat{s=0.30}_PHGDH_relDiffDebye,strat{s=0.35}_PHGDH,strat{s=0.35}_PHGDH_relDiffDebye,strat{s=0.40}_PHGDH,strat{s=0.40}_PHGDH_relDiffDebye,strat{s=0.45}_PHGDH,strat{s=0.45}_PHGDH_relDiffDebye,strat{s=0.50}_PHGDH,strat{s=0.50}_PHGDH_relDiffDebye
0,182.424757,73.645071,59.629892230033235,71.769727,60.65790182195501,69.976197,61.64106333440258,68.264466,62.579384989944096,66.716003,63.428207828173235,65.167794,64.27689143091472,63.70132,65.08077025970768,62.235106,65.88450656398572,144.19351700000001,20.957265136990145,144.19351700000001,20.957265136990145,144.19351700000001,20.957265136990145,144.19351700000001,20.957265136990145,144.19351700000001,20.957265136990145,144.19351700000001,20.957265136990145,144.19351700000001,20.957265136990145,144.19351700000001,20.957265136990145
0.02,166.187936,67.087695,59.63142896244887,65.380302,60.65881581199732,63.747421,61.64136667537649,62.189035,62.57909178196906,60.779315,63.42736033498846,59.369847,64.27547725245232,58.034812,65.07880572029006,56.700038,65.88197713701673,130.698739,21.354857551152218,131.320099,20.980967595626197,130.811675,21.286900753132887,131.456469,20.898909894398116,131.300198,20.99294259241538,131.515994,20.86309201168489,131.012318,21.166168162772063,131.287011,21.000877584760424
0.04,126.109976,50.911934,59.62894006101468,49.618842,60.654308585388996,48.382249,61.63487573734848,47.202138,62.5706549971907,46.134667,63.41711539141044,45.067448,64.263375960043,44.056649,65.0648977999964,43.046111,65.86621267773455,98.006886,22.284589127191655,99.636919,20.992040312496766,98.128539,22.188123324993732,100.026755,20.68291647284114,99.544673,21.06518757881613,100.178209,20.56281970904507,98.7438,21.700246775084636,99.515752,21.088120736776602
0.06,80.691922,32.604086,59.594361874290215,31.779903,60.61575655615192,30.991832,61.5923983072308,30.239856,62.52430819531105,29.559744,63.367158363138266,28.879885,64.2096949927652,28.236059,65.00757659484181,27.592493,65.80513598374816,62.273324,22.825826357190998,63.934227,20.767500122255118,61.865663,23.331033061772906,64.43829,20.142824209838516,63.707835,21.048063522393235,64.552268,20.001573391695896,62.726749,22.263905177521988,63.701935,21.055375282794735
0.08,44.526582,18.053363,59.45486451216938,17.60186,60.46887227948464,17.170266,61.43816742996352,16.758563,62.36279038889624,16.386317,63.19879886581009,16.014324,64.03423914281137,15.66216,64.82514647093281,15.310257,65.615467632346,35.085394,21.203486941800286,35.68857,19.848844449816518,33.829964,24.02299372541104,36.118794,18.882626113093515,35.324796,20.665826090131954,36.028906,19.084501029070676,34.561069,22.381041958262134,35.380616,20.540462773450688
0.1,21.90858,8.974109,59.0383813099708,8.755149,60.03780710570928,8.545986,60.99251526114426,8.346604,61.90257880702447,8.166458,62.7248411352995,7.986566,63.545944100439186,7.816391,64.32269457901882,7.646477,65.09825374351053,18.584634,15.171891560292813,18.036577,17.67345487475683,16.812056,23.262685212825303,18.342509,16.27705218686013,17.664313,19.372624789009603,18.040883,17.653800474517286,17.183751,21.56611245457259,17.768618,18.8965327739178
0.12,10.178751,4.277736,57.97386142956047,4.179061,58.94328292341565,4.084954,59.86782661251857,3.995398,60.74765951146659,3.914619,61.54126375623099,3.834093,62.33238243081101,3.758055,63.07940925168519,3.682277,63.823881731658425,9.818441,3.5398252693282317,8.733315,14.200524209699214,8.164688,19.78693653081798,8.960429,11.969268135157256,8.552451,15.977402335512487,8.61511,15.36181600276891,8.23074,19.13801604931685,8.656972,14.950547468937991
0.14,5.110249,2.256518,55.843286696988734,2.209612,56.76116760650998,2.165022,57.633727828135186,2.122733,58.4612608896357,2.084719,59.205138536302236,2.046958,59.94406534789205,2.011435,60.63919781599682,1.976172,61.32924246939826,5.663773,10.831644407151206,4.574701,10.47988072596853,4.517375,11.601665593985718,4.746236,7.123194975430747,4.659827,8.81409105505426,4.510732,11.731659259656421,4.440779,13.100535805593811,4.752144,7.007584170556058
0.16,3.240571,1.515926,53.220404675595745,1.487988,54.082536688750224,1.461542,54.89862743325173,1.436572,55.66917064924669,1.414228,56.3586787637117,1.392136,57.04041047087072,1.371457,57.678538751349684,1.351039,58.308612895690295,3.891839,20.097322354609727,3.024673,6.662344383134952,3.248787,0.2535355651828027,3.124312,3.5876084801104464,3.228729,0.3654294258635324,2.993986,7.6093071251949125,3.121302,3.6804933451542974,3.346644,3.2732811594006073
0.18,2.307007,1.143362,50.439595545223746,1.124966,51.23699234549354,1.107648,51.98766193600627,1.09139,52.692384548464744,1.076929,53.319214029259555,1.06272,53.93512026621505,1.049509,54.50776698987042,1.036559,55.069100353835076,2.871973,24.48913245603503,2.294818,0.5283469014181676,2.524453,9.425459047155028,2.320303,0.5763311511408494,2.40923,4.430979186452402,2.201086,4.591273455173735,2.387315,3.481047088283653,2.566417,11.244439223634775
