q_inverse_angstroms,debye,propo{e=0.380}_Aerolysin,propo{e=0.380}_Aerolysin_relDiffDebye,propo{e=0.390}_Aerolysin,propo{e=0.390}_Aerolysin_relDiffDebye,propo{e=0.400}_Aerolysin,propo{e=0.400}_Aerolysin_relDiffDebye,propo{e=0.410}_Aerolysin,propo{e=0.410}_Aerolysin_relDiffDebye,propo{e=0.420}_Aerolysin,propo{e=0.420}_Aerolysin_relDiffDebye,propo{e=0.430}_Aerolysin,propo{e=0.430}_Aerolysin_relDiffDebye,propo{e=0.440}_Aerolysin,propo{e=0.440}_Aerolysin_relDiffDebye,propo{e=0.450}_Aerolysin,propo{e=0.450}_Aerolysin_relDiffDebye,strat{s=0.15}_Aerolysin,strat{s=0.15}_Aerolysin_relDiffDebye,strat{s=0.20}_Aerolysin,strat{s=0.20}_Aerolysin_relDiffDebye,strat{s=0.25}_Aerolysin,strat{s=0.25}_Aerolysin_relDiffDebye,strat{s=0.30}_Aerolysin,strat{s=0.30}_Aerolysin_relDiffDebye,strat{s=0.35}_Aerolysin,strat{s=0.35}_Aerolysin_relDiffDebye,strat{s=0.40}_Aerolysin,strat{s=0.40}_Aerolysin_relDiffDebye,strat{s=0.45}_Aerolysin,strat{s=0.45}_Aerolysin_relDiffDebye,strat{s=0.50}_Aerolysin,strat{s=0.50}_Aerolysin_relDiffDebye
0,173.808175,29.633227,82.95061380168107,28.870407,83.38949994728384,28.152577,83.80250123447875,27.479725,84.18962456742901,26.82194,84.56807914817584,26.209112,84.92066785696358,25.611341,85.2645935670172,25.043565,85.59126174588738,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543,144.19351700000001,17.038702581164543
0.02,118.260646,20.199298,82.9196789606578,19.68083,83.35809023062498,19.19298,83.77061123105992,18.735733,84.15725464581007,18.288762,84.53520877942778,17.872375,84.88730139356755,17.466253,85.23071402806308,17.080543,85.55686648287039,98.189515,16.971944327109455,97.795391,17.305211574778646,98.188754,16.972587820972997,98.159707,16.99714966887632,98.311027,16.86919501522087,98.281088,16.894511129255964,98.342439,16.84263334736054,98.243644,16.926173394993963
0.04,36.068804,6.228712,82.73102706704664,6.072104,83.16521945113567,5.924826,83.57354460658026,5.786867,83.95603303064887,5.652087,84.32970774412148,5.526606,84.67760117579724,5.404295,85.01670584918757,5.288206,85.33856015852369,30.104596,16.535641159601518,29.316662,18.720171592049457,30.035062,16.728422711216044,29.922979,17.039170469860878,29.984075,16.8697830956635,30.075369,16.616672402001466,30.001869,16.820449605149097,30.096436,16.55826458786934
0.06,7.009834,1.282361,81.70625723804586,1.25387,82.11270052899968,1.227174,82.49353693682333,1.20226,82.84895191526647,1.178013,83.19485168978323,1.155529,83.51560108270752,1.133702,83.82697792843598,1.113073,84.12126449784688,6.11609,12.749859697105522,5.584009,20.34035328083375,5.934183,15.344885485162699,5.923743,15.49381911183631,5.728711,18.276081858714488,5.845805,16.605657138243206,5.741875,18.088288538644417,6.027982,14.00677961846172
0.08,4.100143,0.788297,80.77391447078797,0.772603,81.15668160842195,0.757951,81.51403499829152,0.744328,81.8462917025089,0.731122,82.16837802974189,0.718926,82.4658310697944,0.707136,82.75338201618821,0.696042,83.02395794488143,3.700865,9.738148157271594,3.594045,12.343423144022053,3.521215,14.119702654273276,3.635882,11.323044098705825,3.575625,12.792675767650055,3.503821,14.54393176042885,3.653122,10.902570959110447,3.634434,11.358359940128915
0.1,3.197846,0.633245,80.19776437014166,0.621567,80.56294768415991,0.610695,80.90292653242214,0.600616,81.21810743856959,0.590875,81.52271873004516,0.581907,81.80315750039244,0.573267,82.07333936656111,0.565165,82.3266974081929,2.695868,15.69737879810348,2.8947,9.479693518699786,2.666759,16.607647772907146,2.704302,15.433638768095772,2.78382,12.947027467864313,2.69563,15.704821307842847,2.808121,12.18710969821562,2.720304,14.933239436795898
0.12,1.752563,0.386471,77.94823923590764,0.381185,78.2498546414594,0.376328,78.52699161171381,0.371889,78.78027779885801,0.367662,79.02146741657789,0.363833,79.23994743698229,0.360206,79.44690148085975,0.356867,79.63742244929284,1.392977,20.51772175950309,1.63185,6.887798042067536,1.450374,17.242689706447074,1.454564,17.003611282447483,1.446998,17.435321868600447,1.456141,16.91362878253165,1.421896,18.867624159587987,1.483219,15.368577335023051
0.14,0.616479,0.193603,68.5953617235948,0.193312,68.64256527797377,0.193158,68.66754585314342,0.193126,68.67273662200984,0.19321,68.6591108537355,0.193396,68.62893950969944,0.193687,68.58173595532045,0.19407,68.51960894045052,0.549006,10.944898366367712,0.584916,5.119882429085177,0.573506,6.970715953017059,0.56075,9.039886192392608,0.503598,18.310599387813696,0.537834,12.757125546855605,0.512423,16.879082661372088,0.55018,10.75446203358103
0.16,0.5869,0.188817,67.82807974101209,0.18865,67.85653433293577,0.188613,67.86283864372125,0.18869,67.84971886181633,0.188881,67.817174987221,0.189167,67.768444368717,0.189555,67.7023342988584,0.190031,67.62123019253706,0.561791,4.278241608451173,0.549049,6.44930993354915,0.584108,0.4757198841369938,0.556694,5.146703015845963,0.53452,8.924859430908159,0.546555,6.874254557846306,0.565424,3.6592264440279334,0.551807,5.979383199863679
0.18,0.418606,0.160655,61.621429219839186,0.161218,61.486935208764315,0.161867,61.331896819443564,0.162588,61.159658485544874,0.163408,60.96377022785149,0.16428,60.7554597879629,0.165241,60.52588830547101,0.16626,60.2824613120691,0.423245,1.1082019846824949,0.451405,7.835291419616543,0.437922,4.61436290927507,0.434618,3.82507656364219,0.427364,2.0921821474130913,0.432199,3.247206203446683,0.458814,9.60521349431208,0.43976,5.053439272251235
