q_inverse_angstroms,debye,propo{e=0.380}_ArginaseI,propo{e=0.380}_ArginaseI_relDiffDebye,propo{e=0.390}_ArginaseI,propo{e=0.390}_ArginaseI_relDiffDebye,propo{e=0.400}_ArginaseI,propo{e=0.400}_ArginaseI_relDiffDebye,propo{e=0.410}_ArginaseI,propo{e=0.410}_ArginaseI_relDiffDebye,propo{e=0.420}_ArginaseI,propo{e=0.420}_ArginaseI_relDiffDebye,propo{e=0.430}_ArginaseI,propo{e=0.430}_ArginaseI_relDiffDebye,propo{e=0.440}_ArginaseI,propo{e=0.440}_ArginaseI_relDiffDebye,propo{e=0.450}_ArginaseI,propo{e=0.450}_ArginaseI_relDiffDebye,strat{s=0.15}_ArginaseI,strat{s=0.15}_ArginaseI_relDiffDebye,strat{s=0.20}_ArginaseI,strat{s=0.20}_ArginaseI_relDiffDebye,strat{s=0.25}_ArginaseI,strat{s=0.25}_ArginaseI_relDiffDebye,strat{s=0.30}_ArginaseI,strat{s=0.30}_ArginaseI_relDiffDebye,strat{s=0.35}_ArginaseI,strat{s=0.35}_ArginaseI_relDiffDebye,strat{s=0.40}_ArginaseI,strat{s=0.40}_ArginaseI_relDiffDebye,strat{s=0.45}_ArginaseI,strat{s=0.45}_ArginaseI_relDiffDebye,strat{s=0.50}_ArginaseI,strat{s=0.50}_ArginaseI_relDiffDebye
0,62.708341,11.549866,81.58161128836115,11.253857,82.05365216088238,10.982653000000001,82.48613689206033,10.723909,82.89875185822568,10.465304,83.31114516328857,10.231456,83.68405887184927,10.010037,84.03715225060729,9.788745,84.39004310447314,3.999908,93.62140994927613,3.999908,93.62140994927613,3.999908,93.62140994927613,3.999908,93.62140994927613,3.999908,93.62140994927613,3.999908,93.62140994927613,3.999908,93.62140994927613,3.999908,93.62140994927613
0.02,59.825609,11.028664,81.56531260718131,10.746267,82.03734624749076,10.48754,82.469814891479,10.240706,82.88240408885767,9.99401,83.29476261578883,9.770938,83.66763303654794,9.559728,84.02067582797194,9.348644,84.3735080072482,3.824515,93.60722763390508,3.818273,93.617661292842,3.821456,93.61234082882466,3.826575,93.6037842924424,3.825057,93.6063216673649,3.828575,93.60044124247861,3.822717,93.6102330358225,3.823105,93.60958448412954
0.04,51.911232,9.596398,81.51383114929732,9.351405,81.98577718209424,9.126965,82.41813062729855,8.91286,82.83057508633198,8.698893,83.24275370694343,8.505432,83.61543027913497,8.322275,83.96825758248234,8.139244,84.32084216379222,3.341983,93.56211965841997,3.319944,93.60457482496274,3.33043,93.58437495761997,3.347841,93.55083501004175,3.341896,93.56228725220778,3.355624,93.5358421083129,3.334449,93.57663289516998,3.335547,93.57451774598607
0.06,40.868701,7.594342,81.41770642526663,7.401633,81.88923841743832,7.225121,82.32113861411939,7.056764,82.73308466545095,6.888546,83.14469060320758,6.736477,83.51678219476563,6.592534,83.86899059992145,6.448716,84.22089314754585,2.665427,93.4780726209037,2.625379,93.57606448024859,2.642186,93.53494010000463,2.672063,93.46183525627593,2.659499,93.49257760847355,2.68838,93.42190983755515,2.648228,93.52015617036616,2.649484,93.5170829138905
0.08,29.044317,5.444705,81.25380259415293,5.308135,81.7240150629123,5.183083,82.15457089247442,5.063847,82.56510215062039,4.94475,82.97515482977272,4.837124,83.34571269140191,4.735284,83.6963492720452,4.633571,84.046548589867,1.934288,93.34021867341554,1.882122,93.51982695960797,1.899899,93.4586204936408,1.936265,93.33341183406034,1.916663,93.40090180120264,1.961458,93.24667197372897,1.905594,93.43901252696008,1.906083,93.4373288929466
0.1,18.452931,3.512347,80.96591267804556,3.426241,81.43253773614609,3.347448,81.85953223365979,3.272368,82.26640526645875,3.197428,82.67251961219603,3.129753,83.03926351862476,3.065761,83.38604853613771,3.001895,83.73215073529511,1.26905,93.12277274542457,1.21552,93.41286216265588,1.22806,93.34490547870146,1.263209,93.15442625347701,1.238669,93.28741325700507,1.294253,92.98619281674006,1.231213,93.32781876223348,1.230534,93.33149839448271
0.12,10.296301,2.017498,80.40560391542554,1.970431,80.86272924616325,1.927423,81.28043265246421,1.886502,81.67786664356451,1.84572,82.07395063528155,1.80895,82.43106917717344,1.774238,82.76819995841225,1.739651,83.10411671142869,0.7437,92.77701768819695,0.699077,93.21040633913093,0.702915,93.17313081659131,0.731731,92.89326331854517,0.706399,93.13929342197747,0.762894,92.59060122659585,0.702998,93.17232470185166,0.701646,93.1854556311048
0.14,4.887526,1.020466,79.12101132556634,0.999436,79.55129036653717,0.980296,79.94289953649351,0.962158,80.31400753673739,0.944159,80.68227156234053,0.928004,81.01280688839302,0.912819,81.32349577270791,0.89776,81.63160666562183,0.381508,92.19425124285785,0.351246,92.8134193045725,0.347022,92.89984339725251,0.368344,92.46358996351121,0.346688,92.90667712048999,0.393551,91.94784846157341,0.345243,92.93624218060425,0.344121,92.95919858022238
0.16,1.873617,0.460227,75.43644191955987,0.453828,75.7779738334996,0.4481,76.08369266504307,0.442764,76.3684893977798,0.437567,76.6458673250723,0.432994,76.88994068691734,0.428782,77.1147465036878,0.424697,77.33277398742646,0.166947,91.08958767987268,0.150676,91.95801489845576,0.141935,92.4245456782256,0.156963,91.62246072703226,0.141845,92.42934922131897,0.172497,90.793369189113875,0.140039,92.52574031939291,0.139649,92.5465556727976
0.18,0.565431,0.213363,62.265422306169995,0.213411,62.25693320670427,0.213592,62.22492222746896,0.213897,62.17098107461388,0.214342,62.092280048317114,0.214872,61.998546241716504,0.215496,61.888187948662164,0.216246,61.75554576951035,0.063051,88.84903728306372,0.056778,89.95845646948965,0.047623,91.57757533633635,0.0576,89.81308064113924,0.049338,91.27426688667583,0.063418,88.78413104339876,0.046565,91.76468923705988,0.046648,91.75001016923373
