q_inverse_angstroms,debye,propo{e=0.380}_ArginaseI,propo{e=0.380}_ArginaseI_relDiffDebye,propo{e=0.390}_ArginaseI,propo{e=0.390}_ArginaseI_relDiffDebye,propo{e=0.400}_ArginaseI,propo{e=0.400}_ArginaseI_relDiffDebye,propo{e=0.410}_ArginaseI,propo{e=0.410}_ArginaseI_relDiffDebye,propo{e=0.420}_ArginaseI,propo{e=0.420}_ArginaseI_relDiffDebye,propo{e=0.430}_ArginaseI,propo{e=0.430}_ArginaseI_relDiffDebye,propo{e=0.440}_ArginaseI,propo{e=0.440}_ArginaseI_relDiffDebye,propo{e=0.450}_ArginaseI,propo{e=0.450}_ArginaseI_relDiffDebye,strat{s=0.15}_ArginaseI,strat{s=0.15}_ArginaseI_relDiffDebye,strat{s=0.20}_ArginaseI,strat{s=0.20}_ArginaseI_relDiffDebye,strat{s=0.25}_ArginaseI,strat{s=0.25}_ArginaseI_relDiffDebye,strat{s=0.30}_ArginaseI,strat{s=0.30}_ArginaseI_relDiffDebye,strat{s=0.35}_ArginaseI,strat{s=0.35}_ArginaseI_relDiffDebye,strat{s=0.40}_ArginaseI,strat{s=0.40}_ArginaseI_relDiffDebye,strat{s=0.45}_ArginaseI,strat{s=0.45}_ArginaseI_relDiffDebye,strat{s=0.50}_ArginaseI,strat{s=0.50}_ArginaseI_relDiffDebye
0.2,0.230269,0.147137,36.10212403753871,0.148915,35.32998362784396,0.150681,34.5630545145026,0.1525,33.77310884226709,0.154457,32.923233261967525,0.156357,32.09811133934659,0.158278,31.26386964810721,0.160325,30.374909345157185,0.027223,88.17773994762648,0.026545,88.47217819159331,0.019841,91.38355575435686,0.025066,89.11447046714929,0.021876,90.49980674776023,0.024037,89.56133912945295,0.019314,91.61241851921014,0.019194,91.66453148274411
0.22,0.284683,0.154892,45.591412202344365,0.156467,45.03816525749694,0.158048,44.482810705240574,0.15969,43.906028810993284,0.16147,43.280771946340316,0.16321,42.66956579774697,0.164979,42.048172880010405,0.166874,41.38252020668604,0.022901,91.95561378796768,0.0249,91.25342925288831,0.02174,92.36343582159806,0.022182,92.20817540913929,0.021434,92.47092379945413,0.018076,93.650481412659,0.020688,92.732969653966,0.019903,93.00871495663597
0.24,0.377672,0.17163,54.55580503717511,0.172768,54.25448537355165,0.173948,53.942044949056324,0.175207,53.60868690292106,0.176605,53.23852443390032,0.177998,52.869685864983374,0.179439,52.488137855070015,0.181006,52.07322756254105,0.026089,93.09215403842487,0.029279,92.24750577220445,0.029399,92.2157321697134,0.025715,93.19118176618866,0.025153,93.33998813785507,0.021377,94.33979749624012,0.026884,92.88165392192165,0.025537,93.2383126098837
0.26,0.377801,0.17217,54.42838954899537,0.173294,54.130878425414444,0.174461,53.82198564852925,0.175708,53.49191770270592,0.177093,53.12532259046429,0.178475,52.759521547057844,0.179906,52.38075071267677,0.181463,51.96862898721813,0.026225,93.05851493246445,0.029645,92.15327646035877,0.032075,91.51008070386261,0.025851,93.15750884725027,0.024268,93.57651250261381,0.022505,94.04316028808817,0.027813,92.63818782904228,0.026453,92.99816570099073
0.28,0.296502,0.157684,46.81857120693959,0.159186,46.311997895461076,0.1607,45.80137739374439,0.162277,45.269509143277276,0.163994,44.69042367336476,0.165676,44.123142508313606,0.16739,43.54506883596063,0.16923,42.92449966610681,0.022294,92.48099506917323,0.025071,91.5444077948884,0.028611,90.35048667462614,0.021734,92.66986394695483,0.019034,93.58048175054469,0.019335,93.47896472873708,0.022967,92.25401514998211,0.022221,92.50561547645547
0.3,0.19551,0.139096,28.854790036315276,0.141084,27.837962252570204,0.143043,26.835967469694637,0.145045,25.811978926909102,0.147186,24.71689427650759,0.149252,23.660170835251392,0.151331,22.596798117743337,0.153535,21.469490051659754,0.017111,91.24801800419415,0.018752,90.40867474809473,0.022272,88.60825533220807,0.016101,91.76461562068437,0.012948,93.37732085315331,0.014115,92.78042043885225,0.015936,91.84901028080404,0.01618,91.72420848038463
0.32,0.122116,0.125187,2.5148219725506817,0.127537,4.439221723607069,0.12983,6.316944544531427,0.13215,8.216777490255158,0.134609,10.230436634020116,0.136962,12.157293065609746,0.139313,14.0825117101772,0.14179,16.110910937141732,0.013059,89.30606963870417,0.013773,88.72137967178747,0.016454,86.52592616856104,0.011461,90.61466146942251,0.00873,92.85105964820335,0.009489,92.2295194732877,0.010137,91.69887647810279,0.011333,90.71947983884176
0.34,0.088665,0.11852,33.67168555799922,0.121045,36.51948344893702,0.123497,39.28494896520612,0.125969,42.07297129645295,0.12858,45.01776349179497,0.131072,47.828342638019514,0.133553,50.62651553600633,0.136161,53.56792420910169,0.010723,87.90616364969267,0.011203,87.36480009022726,0.012709,85.66627192240456,0.008676,90.21485366266283,0.006951,92.16037895449163,0.006705,92.43782777871765,0.006979,92.12879941352281,0.008701,90.18665764394068
0.36,0.083238,0.117127,40.713376102260966,0.119688,43.7900958696749,0.122174,46.776712559167684,0.124678,49.784953987361526,0.127321,52.96018645330255,0.129841,55.98764987145295,0.13235,59.00189817150818,0.134985,62.16751964247097,0.009555,88.52086787284654,0.01038,87.52973401571398,0.010857,86.9566784401355,0.007317,91.2095437180134,0.006673,91.98322881376295,0.005649,93.2134361709796,0.006081,92.69444244215383,0.00769,90.76143107715225
0.38,0.087979,0.117795,33.88990554564157,0.120339,36.78150467725253,0.122808,39.58785619295514,0.125297,42.416940406233294,0.127925,45.40401686766161,0.130432,48.25356050875776,0.132927,51.08946453130859,0.135549,54.06972118346424,0.008874,89.913502085725,0.010132,88.48361540822242,0.009989,88.64615419588766,0.006611,92.48570681639936,0.006709,92.37431659827914,0.0056,93.63484467884382,0.006318,92.81874083588129,0.007234,91.77758328692074
0.4,0.090429,0.118212,30.723551073217664,0.120745,33.52464364307911,0.123204,36.243904057326745,0.125684,38.986387110329645,0.128302,41.88147607515289,0.1308,44.643864247088885,0.133288,47.3951940196176,0.135901,50.284753784737205,0.00831,90.8104700925588,0.009714,89.25787081577813,0.009282,89.73559367017218,0.006082,93.27428148049852,0.006446,92.8717557420739,0.005842,93.53968306627299,0.006687,92.6052483163587,0.006643,92.65390527375068
0.42,0.086178,0.117514,36.361948525145614,0.120065,39.32210076817749,0.122541,42.19522383903083,0.125037,45.091554689131804,0.127671,48.14801921604121,0.130183,51.06291628954024,0.132684,53.9650490844531,0.135311,57.01339088862585,0.007765,90.98957970711783,0.009018,89.53561233725546,0.008324,90.3409222771473,0.005658,93.43451925085289,0.005901,93.15254473299449,0.005931,93.11773306412309,0.00666,92.27180951054794,0.005777,93.29643296432964
0.44,0.076773,0.115912,50.98016229664076,0.118505,54.357651778620095,0.121019,57.63224050121789,0.123551,60.930274966459564,0.126222,64.40936266656247,0.128768,67.72563270941608,0.1313,71.02366717465777,0.133959,74.48712437966473,0.007282,90.51489455928517,0.008291,89.20063042996887,0.007088,90.76758756333606,0.005438,92.91678063902674,0.005349,93.03270681098823,0.005718,92.55206908678832,0.006157,91.98025347452881,0.004815,93.72826384275722
0.46,0.066141,0.114051,72.43615911461876,0.116692,76.42914379885396,0.119251,80.2981509200042,0.121826,84.19134878517106,0.124539,88.29319181748082,0.127123,92.19999697615701,0.129692,96.08412331231762,0.132387,100.15875175760873,0.006969,89.46341905928243,0.007777,88.24178648644563,0.005799,91.23236721549416,0.005443,91.77061126986287,0.004978,92.47365476784447,0.005279,92.01856639603272,0.005371,91.87946961793743,0.003966,94.00371932689255
0.48,0.057433,0.112462,95.8142531297338,0.115145,100.48578343461077,0.117741,105.00583288353387,0.120352,109.55199972141452,0.123102,114.34018769696866,0.125719,118.89680149043234,0.128319,123.42381557641076,0.131045,128.1702157296328,0.006913,87.96336600908884,0.007534,86.88210610624554,0.004767,91.6998937892849,0.005538,90.35745999686591,0.004781,91.67551755959119,0.00479,91.65984712621663,0.004562,92.05683143837167,0.003341,94.1827868995177
0.5,0.051625,0.111331,115.65326876513318,0.114043,120.90653753026636,0.116667,125.9893462469734,0.119304,131.09733656174333,0.12208,136.4745762711864,0.12472,141.58837772397095,0.127342,146.6673123486683,0.13009,151.9903147699758,0.007102,86.24309927360775,0.007461,85.54769975786924,0.004206,91.85278450363195,0.005532,89.28426150121065,0.00465,90.99273607748184,0.0044,91.47699757869249,0.00393,92.38740920096852,0.002957,94.27215496368039
