q_inverse_angstroms,debye,propo{e=0.380}_C60BuckyBallHe,propo{e=0.380}_C60BuckyBallHe_relDiffDebye,propo{e=0.390}_C60BuckyBallHe,propo{e=0.390}_C60BuckyBallHe_relDiffDebye,propo{e=0.400}_C60BuckyBallHe,propo{e=0.400}_C60BuckyBallHe_relDiffDebye,propo{e=0.410}_C60BuckyBallHe,propo{e=0.410}_C60BuckyBallHe_relDiffDebye,propo{e=0.420}_C60BuckyBallHe,propo{e=0.420}_C60BuckyBallHe_relDiffDebye,propo{e=0.430}_C60BuckyBallHe,propo{e=0.430}_C60BuckyBallHe_relDiffDebye,propo{e=0.440}_C60BuckyBallHe,propo{e=0.440}_C60BuckyBallHe_relDiffDebye,propo{e=0.450}_C60BuckyBallHe,propo{e=0.450}_C60BuckyBallHe_relDiffDebye,strat{s=0.15}_C60BuckyBallHe,strat{s=0.15}_C60BuckyBallHe_relDiffDebye,strat{s=0.20}_C60BuckyBallHe,strat{s=0.20}_C60BuckyBallHe_relDiffDebye,strat{s=0.25}_C60BuckyBallHe,strat{s=0.25}_C60BuckyBallHe_relDiffDebye,strat{s=0.30}_C60BuckyBallHe,strat{s=0.30}_C60BuckyBallHe_relDiffDebye,strat{s=0.35}_C60BuckyBallHe,strat{s=0.35}_C60BuckyBallHe_relDiffDebye,strat{s=0.40}_C60BuckyBallHe,strat{s=0.40}_C60BuckyBallHe_relDiffDebye,strat{s=0.45}_C60BuckyBallHe,strat{s=0.45}_C60BuckyBallHe_relDiffDebye,strat{s=0.50}_C60BuckyBallHe,strat{s=0.50}_C60BuckyBallHe_relDiffDebye
0,74.170762,7.100677,90.4265821079201,6.922409,90.666930184700007,6.751074,90.89793091245308,6.590094,91.11497061335302,6.436036,91.32267779586786,6.288896,91.5210578529583,6.14867,91.71011617758491,6.015352,91.88986085918867,4.090203,94.48542405429244,4.088587,94.48760281039043,4.100597,94.4714104460731,4.076162,94.50435469437404,4.086501,94.49041523936346,4.108877,94.4602470175512,4.08444,94.49319396233248,4.085666,94.49154101989676
0.02,64.892891,6.219249,90.41613202284363,6.063482,90.6561691017896,5.913783,90.88685538759553,5.77314,91.1035863697304,5.638554,91.31098350973453,5.510021,91.50905297161133,5.387535,91.69780400136588,5.271093,91.87724122200073,3.578609,94.48536049965782,3.578698,94.48522335058242,3.591631,94.46529358662723,3.563125,94.50922135677389,3.573276,94.49357865717525,3.590333,94.46729380572673,3.57162,94.496130554578,3.578604,94.48536820466205
0.04,42.998364,4.139531,90.37281744021703,4.036854,90.61161024638054,3.938203,90.84103990561128,3.845546,91.05652949958748,3.756903,91.26268385466945,3.672272,91.45950762219698,3.591647,91.64701475618932,3.515022,91.82521921066578,2.371226,94.48531111555779,2.373732,94.47948298684109,2.388673,94.44473515317932,2.355109,94.52279393699723,2.363052,94.50432114114852,2.369951,94.48827634465349,2.363776,94.50263735615614,2.380294,94.46422194109525
0.06,20.783338,2.030028,90.23242560939921,1.981202,90.46735418535752,1.934331,90.69287618764609,1.890346,90.90451206634853,1.848306,91.10678948684759,1.808205,91.29973731842304,1.770039,91.48337480726147,1.733802,91.65773082264263,1.146004,94.4859483110942,1.14801,94.47629634854613,1.163671,94.40094271670893,1.134574,94.54094428912238,1.137508,94.52682721129781,1.138607,94.5215393215469,1.142329,94.50363074497466,1.160238,94.41746075630391
0.08,6.736308,0.696741,89.65693076979258,0.681951,89.87648723900392,0.667806,90.08646873034904,0.654585,90.28273350921603,0.641998,90.46958660441298,0.630042,90.64707255072065,0.618712,90.81526557277368,0.608002,90.97425474013362,0.371321,94.48776688951871,0.370787,94.49569408049632,0.383351,94.30918241861862,0.367042,94.55128833182806,0.365911,94.56807794417952,0.3668,94.55488080414375,0.372461,94.47084367282493,0.383077,94.3132499285959
0.1,1.293377,0.180381,86.0534863384767,0.178773,86.17781203778944,0.177303,86.29146799425071,0.175995,86.39259860040809,0.174816,86.48375531650863,0.17376,86.56540204441552,0.172823,86.63784805203743,0.171999,86.70155724123747,0.071807,94.44809981931023,0.06972,94.60946035069433,0.07581,94.13859995964054,0.070885,94.51938607227436,0.069852,94.59925450970599,0.071314,94.4862170890622,0.073656,94.30514072849603,0.076456,94.08865319237933
0.12,0.390208,0.094676,75.73704280793834,0.095255,75.58866040675743,0.095889,75.42618295883221,0.096559,75.25447966212892,0.097273,75.07150032803018,0.098026,74.87852632442184,0.098814,74.67658274561259,0.099631,74.46720723306544,0.023344,94.01754961456454,0.021295,94.54265417418402,0.021249,94.5544427587338,0.021031,94.61031039855666,0.022208,94.30867639822863,0.022659,94.19309701492537,0.022093,94.33814785960307,0.021481,94.49498728883057
0.14,0.518265,0.106693,79.41342749365671,0.106965,79.36094469045759,0.107304,79.29553413794102,0.107697,79.21970420537757,0.108145,79.13326194128486,0.108645,79.03678620010999,0.109191,78.93143469074701,0.109778,78.81817217060771,0.031512,93.91971288819427,0.029864,94.23769693110667,0.027129,94.76541923533327,0.027325,94.72760074479272,0.029158,94.3739206776456,0.028478,94.50512768564344,0.027514,94.69113291462861,0.026747,94.83912670159089
0.16,0.4423,0.099435,77.51865249830432,0.099893,77.41510287135428,0.10041,77.29821388198056,0.10097,77.17160298439974,0.101579,77.03391363328058,0.102232,76.8862762830658,0.102924,76.72982138819805,0.10365,76.56567940312004,0.027336,93.81957947094732,0.026043,94.11191498982592,0.023672,94.64797648654759,0.023699,94.64187203255709,0.024297,94.50666968121185,0.023567,94.671716029844,0.023146,94.76690029391816,0.0231,94.77730047479086
0.18,0.227933,0.079179,65.26216037168817,0.080154,64.83440309213672,0.081168,64.3895355214032,0.082196,63.93852579486078,0.083252,63.47523175670043,0.084333,63.00096958316699,0.085433,62.51837162674997,0.086546,62.03007023993893,0.014705,93.54854277353432,0.014009,93.85389566232183,0.012732,94.4141480171805,0.013009,94.29262107724638,0.012371,94.57252789196826,0.012207,94.64447886001588,0.011868,94.79320677567532,0.01235,94.58174112568167
0.2,0.092597,0.066439,28.249295333542122,0.067739,26.845362160761155,0.069066,25.412270375930103,0.070388,23.98457833407129,0.071726,22.53960711470134,0.073075,21.082756460792464,0.074431,19.618346166722468,0.075789,18.151775975463572,0.00649,92.99113362203958,0.006391,93.09804853288985,0.005672,93.87453157229716,0.00607,93.44471203170728,0.005095,94.49766191129302,0.005398,94.1704374871756,0.004892,94.71689147596575,0.005404,94.16395779560892
0.22,0.059274,0.063284000000000007,6.7651921584505965,0.064664,9.093363025947294,0.066069,11.463710901913153,0.067463,13.81550089415257,0.06887,16.189222930795964,0.070286,18.578128690488242,0.071706,20.97378277153559,0.073124,23.36606269190538,0.004276,92.78604447143772,0.004355,92.65276512467524,0.003902,93.4170125181361,0.004045,93.17576002969261,0.003249,94.51867597935014,0.003661,93.82359887977866,0.003273,94.47818605121977,0.003426,94.2200627593886
