q_inverse_angstroms,debye,propo{e=0.380}_C60BuckyBallHe,propo{e=0.380}_C60BuckyBallHe_relDiffDebye,propo{e=0.390}_C60BuckyBallHe,propo{e=0.390}_C60BuckyBallHe_relDiffDebye,propo{e=0.400}_C60BuckyBallHe,propo{e=0.400}_C60BuckyBallHe_relDiffDebye,propo{e=0.410}_C60BuckyBallHe,propo{e=0.410}_C60BuckyBallHe_relDiffDebye,propo{e=0.420}_C60BuckyBallHe,propo{e=0.420}_C60BuckyBallHe_relDiffDebye,propo{e=0.430}_C60BuckyBallHe,propo{e=0.430}_C60BuckyBallHe_relDiffDebye,propo{e=0.440}_C60BuckyBallHe,propo{e=0.440}_C60BuckyBallHe_relDiffDebye,propo{e=0.450}_C60BuckyBallHe,propo{e=0.450}_C60BuckyBallHe_relDiffDebye,strat{s=0.15}_C60BuckyBallHe,strat{s=0.15}_C60BuckyBallHe_relDiffDebye,strat{s=0.20}_C60BuckyBallHe,strat{s=0.20}_C60BuckyBallHe_relDiffDebye,strat{s=0.25}_C60BuckyBallHe,strat{s=0.25}_C60BuckyBallHe_relDiffDebye,strat{s=0.30}_C60BuckyBallHe,strat{s=0.30}_C60BuckyBallHe_relDiffDebye,strat{s=0.35}_C60BuckyBallHe,strat{s=0.35}_C60BuckyBallHe_relDiffDebye,strat{s=0.40}_C60BuckyBallHe,strat{s=0.40}_C60BuckyBallHe_relDiffDebye,strat{s=0.45}_C60BuckyBallHe,strat{s=0.45}_C60BuckyBallHe_relDiffDebye,strat{s=0.50}_C60BuckyBallHe,strat{s=0.50}_C60BuckyBallHe_relDiffDebye
0.24,0.059591,0.063242,6.126764108674143,0.064624,8.445906261012574,0.066029,10.803644845698186,0.067425,13.146280478595763,0.068833,15.509053380544055,0.07025,17.88692923428036,0.071671,20.271517511033547,0.073089,22.65107147052408,0.004019,93.2556929737712,0.003997,93.29261130036414,0.003884,93.48223725059154,0.003671,93.83967377624137,0.003166,94.68711718212481,0.003366,94.3514960312799,0.003302,94.45889479955027,0.003154,94.70725445117552
0.26,0.051829,0.062462,20.515541492214776,0.063863,23.218661367188258,0.065288,25.96808736421694,0.066701,28.69436030021802,0.068127,31.445715718999,0.06956,34.21057709004611,0.070997,36.98315614810242,0.07243,39.7480175191495,0.003334,93.56730787782901,0.003271,93.68886144822396,0.003457,93.329989002296,0.003065,94.08632232919794,0.00286,94.48185378841961,0.002785,94.62656041984216,0.002884,94.4355476663644,0.002757,94.6805842289066
0.28,0.036848,0.061078,65.75662179765523,0.062515,69.65642640034739,0.063973,73.61322188449849,0.065419,77.53745115067305,0.066875,81.48881893182806,0.068337,85.45646982197134,0.069802,89.43226226660879,0.071262,93.39448545375599,0.002513,93.18009118541033,0.002421,93.42976552323057,0.002723,92.61018237082067,0.002364,93.5844550586192,0.002371,93.56545809813286,0.002216,93.98610508032999,0.002187,94.06480677377334,0.002246,93.90468953538863
0.3,0.025332,0.060048,137.04405495026052,0.061511,142.81935891362704,0.062995,148.67756197694612,0.064464,154.47655139744194,0.065943,160.31501657982,0.067427,166.1732196431391,0.068912,172.03537028264645,0.070392,177.87778304121267,0.002169,91.43770724774988,0.001887,92.55092373282805,0.002163,91.4613927048792,0.001933,92.3693352281699,0.00199,92.14432338544134,0.001931,92.37723038054635,0.001678,93.37596715616611,0.001819,92.81935891362703
0.32,0.019039,0.059454,212.2748043489679,0.060933,220.04306948894373,0.062431,227.9111297862283,0.063914,235.7004044330059,0.065406,243.53695047008773,0.066903,251.3997583906718,0.0684,259.26256631125585,0.069891,267.09385997163713,0.002066,89.14858973685594,0.0015790000000000001,91.70649718997846,0.001697,91.08671673932454,0.001605,91.56993539576659,0.001602,91.58569252586796,0.001658,91.29155943064237,0.001321,93.06161037869637,0.00136,92.85676768737854
0.34,0.015225,0.05903,287.7175697865353,0.060519,297.4975369458128,0.062028,307.4088669950739,0.06352,317.20853858784886,0.065022,327.0738916256157,0.066528,336.9655172413793,0.068033,346.8505747126436,0.069533,356.70279146141206,0.001856,87.80952380952381,0.001375,90.9688013136289,0.001216,92.01313628899835,0.001251,91.7832512315271,0.001172,92.30213464696224,0.001329,91.27093596059113,0.001055,93.07060755336617,9.15e-4,93.99014778325122
0.36,0.012835,0.058747,357.70938839111807,0.060243,369.36501753019087,0.061759,381.1764705882353,0.063258,392.85547331515386,0.064766,404.6045968056097,0.066277,416.37709388391124,0.067789,428.15738215816134,0.069294,439.88313206077135,0.001682,86.89520841449163,0.001331,89.62991819244253,9.51e-4,92.59057265290221,0.001091,91.49980522010128,9.49e-4,92.60615504479938,0.00121,90.5726529022205,9.92e-4,92.27113361901051,7.42e-4,94.21893260615505
0.38,0.011514,0.058623,409.14538822303285,0.060123,422.1730067743616,0.061642,435.3656418273407,0.063143,448.40194545770373,0.064654,461.525099878409,0.066168,474.6743095362168,0.067682,487.82351919402475,0.069189,500.91193329859306,0.001802,84.34948758033698,0.001457,87.34583984714261,0.001072,90.689595275317,0.001262,89.03943025881537,0.001049,90.88935209310405,0.001346,88.30988361994095,0.001119,90.2813965607087,9.05e-4,92.14000347403162
0.4,0.010301,0.058525,468.14872342491026,0.060028,482.73953985049997,0.061549,497.50509659256386,0.063053,512.1056208135133,0.064565,526.7838073973401,0.066082,541.5105329579653,0.067598,556.2275507232308,0.069107,570.8766139209787,0.002118,79.43888942821084,0.001641,84.06950781477526,0.001394,86.4673332686147,0.001547,84.9820405785846,0.001281,87.56431414425785,0.001469,85.73924861663916,0.001234,88.0205805261625,0.001165,88.69041840598001
0.42,0.009144,0.058357,538.1999125109362,0.059864,554.6806649168855,0.061389,571.3582677165355,0.062897,587.8499562554681,0.064413,604.4291338582677,0.065933,621.052055993001,0.067452,637.6640419947507,0.068965,654.2104111986002,0.002366,74.12510936132983,0.001816,80.13998250218722,0.001653,81.9225721784777,0.001714,81.25546806649169,0.001464,83.98950131233596,0.001458,84.05511811023622,0.001257,86.25328083989501,0.001333,85.42213473315834
0.44,0.009079,0.058193,540.9626610860228,0.059704,557.6054631567354,0.061233,574.4465249476815,0.062745,591.1003414472958,0.064265,607.8422733781254,0.065788,624.6172485956603,0.06731,641.3812093842934,0.068826,658.0790835995152,0.002505,72.4088556008371,0.002042,77.50853618239894,0.001817,79.98678268531776,0.001845,79.67837867606565,0.001655,81.77112016741933,0.001517,83.2911113558762,0.001357,85.05341998017403,0.001515,83.31314021367993
0.46,0.010079,0.058115,476.594900287727,0.059628,491.60631014981647,0.061159,506.79630915765455,0.062673,521.8176406389523,0.064194,536.9084234547079,0.065719,552.0388927472964,0.067243,567.1594404206767,0.06876,582.2105367595992,0.002676,73.4497469987102,0.002363,76.55521381089393,0.001991,80.24605615636472,0.002127,78.89671594404206,0.001942,80.7322154975692,0.001795,82.19069352118265,0.001681,83.32175811092371,0.001867,81.47633693818831
0.48,0.010763,0.058075,439.58004273901327,0.059588,453.6374616742544,0.061121,467.88070240639223,0.062635,481.94741243147814,0.064158,496.09774226516777,0.065684,510.2759453683918,0.067208,524.4355662919261,0.068726,538.5394406763913,0.002906,73.00009291089845,0.002664,75.24853665334945,0.002194,79.61534888042368,0.002515,76.63290904023043,0.00224,79.18795874756108,0.002129,80.21926972033819,0.002109,80.40509151723498,0.002275,78.86277060299172
0.5,0.011075,0.058004,423.7381489841987,0.059520000000000003,437.4266365688488,0.061054,451.27765237020316,0.06257,464.9661399548533,0.064094,478.7268623024831,0.065621,492.51467268623026,0.067148,506.3024830699774,0.068667,520.018058690745,0.003096,72.04514672686231,0.002809,74.63656884875846,0.002383,78.48306997742664,0.002793,74.78103837471784,0.002434,78.02257336343115,0.002317,79.07900677200902,0.002414,78.20316027088037,0.002498,77.44469525959367
