q_inverse_angstroms,debye,propo{e=0.380}_BacteriorhodopsinArEnv,propo{e=0.380}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.390}_BacteriorhodopsinArEnv,propo{e=0.390}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.400}_BacteriorhodopsinArEnv,propo{e=0.400}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.410}_BacteriorhodopsinArEnv,propo{e=0.410}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.420}_BacteriorhodopsinArEnv,propo{e=0.420}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.430}_BacteriorhodopsinArEnv,propo{e=0.430}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.440}_BacteriorhodopsinArEnv,propo{e=0.440}_BacteriorhodopsinArEnv_relDiffDebye,propo{e=0.450}_BacteriorhodopsinArEnv,propo{e=0.450}_BacteriorhodopsinArEnv_relDiffDebye,strat{s=0.15}_BacteriorhodopsinArEnv,strat{s=0.15}_BacteriorhodopsinArEnv_relDiffDebye,strat{s=0.20}_BacteriorhodopsinArEnv,strat{s=0.20}_BacteriorhodopsinArEnv_relDiffDebye,strat{s=0.25}_BacteriorhodopsinArEnv,strat{s=0.25}_BacteriorhodopsinArEnv_relDiffDebye,strat{s=0.30}_BacteriorhodopsinArEnv,strat{s=0.30}_BacteriorhodopsinArEnv_relDiffDebye,strat{s=0.35}_BacteriorhodopsinArEnv,strat{s=0.35}_BacteriorhodopsinArEnv_relDiffDebye,strat{s=0.40}_BacteriorhodopsinArEnv,strat{s=0.40}_BacteriorhodopsinArEnv_relDiffDebye,strat{s=0.45}_BacteriorhodopsinArEnv,strat{s=0.45}_BacteriorhodopsinArEnv_relDiffDebye,strat{s=0.50}_BacteriorhodopsinArEnv,strat{s=0.50}_BacteriorhodopsinArEnv_relDiffDebye
0.2,3.279961,2.009371,38.73796060379987,1.974261,39.80840016085557,1.943941,40.73280139611416,1.914027,41.644824435412495,1.884548,42.54358512189627,1.857594,43.36536318572081,1.833098,44.112201334101236,1.808999,44.846935680027904,3.085565,5.926777787906631,3.458099,5.4311011624833245,3.192453,2.6679585519462012,2.725273,16.911420593110712,2.553838,22.138159569580257,2.595393,20.871223773697313,2.536527,22.665940235264998,2.585521,21.17220296216937
0.22,2.027486,1.362311,32.807871423033255,1.344173,33.70247686050607,1.328704,34.46544143831326,1.31364,35.208430539101144,1.299011,35.929964497905296,1.285847,36.579241484281525,1.274081,37.159566083316975,1.26271,37.72040842698791,2.349316,15.87335251636755,2.410231,18.87781222657024,2.161717,6.620563594520493,1.796186,11.408216875480278,1.745001,13.932771915564402,1.719032,15.21361923090962,1.610163,20.58327406453115,1.870581,7.738894374609741
0.24,1.297135,0.973148,24.97712265878262,0.965217,25.588547067190383,0.95868,26.092503864285522,0.952548,26.565238005296287,0.946851,27.004436700883094,0.94198,27.379956596653386,0.937869,27.69688582915425,0.934155,27.98320914939463,1.916245,47.72903360097446,1.658441,27.85415550424591,1.487856,14.703249854487016,1.259655,2.8894448149190297,1.310992,1.0682773959533902,1.205622,7.055009694441979,1.143966,11.808254345152964,1.440816,11.076796170020867
0.26,0.879642,0.742869,15.548711862325812,0.740979,15.763571998608523,0.739727,15.905902628569352,0.738879,16.002305483367106,0.738467,16.0491427194245,0.738504,16.044936462788268,0.738924,15.997189765836556,0.739739,15.904538437227872,1.595615,81.39368061097582,1.104807,25.597345283649492,1.026461,16.690767380366108,0.929601,5.679469602406431,0.995596,13.18195356747404,0.851848,3.1596945120855966,0.871781,0.8936590112795896,1.110499,26.24442670995699
0.28,0.681558,0.629529,7.633833070699778,0.630611,7.4750791568729245,0.63196,7.277150293885485,0.633714,7.019798755204985,0.635904,6.698476138494446,0.638356,6.338712185903468,0.641005,5.950043870074146,0.64405,5.503273382456077,1.370951,101.14957201001235,0.762484,11.873677662062518,0.75612,10.939934679073538,0.760351,11.56071823674581,0.749837,10.018076231223166,0.618432,9.2620143846892,0.699165,2.5833458047591016,0.864558,26.85024605389417
0.3,0.608019,0.586976,3.4609115833551125,0.589174,3.0994097223935437,0.5915,2.716855887727185,0.594231,2.2676922925105996,0.597397,1.7469848804067014,0.600756,1.1945350392010807,0.604242,0.6211976928352618,0.608124,0.017269197179696973,1.244672,104.70939230517469,0.61896,1.7994503461240485,0.650028,6.909159088778488,0.718752,18.212095345704654,0.583062,4.104641466796269,0.491428,19.175552079786982,0.589444,3.0550032153600477,0.708744,16.566094151663037
0.32,0.56771,0.567467,0.04280354406298871,0.570177,0.4345528526888722,0.572951,0.923182610840031,0.576129,1.4829754628243212,0.579743,2.119568089341382,0.583518,2.784520265628566,0.587388,3.466206337742857,0.591654,4.2176463335153445,1.186291,108.96073699600146,0.612249,7.845378802557643,0.648766,14.277712212221012,0.750857,32.260661253104566,0.494032,12.978105018407287,0.439912,22.51114125169541,0.520536,8.309524228919702,0.622392,9.632030438075759
0.34,0.510772,0.542528,6.217255448615039,0.545892,6.875866335664453,0.549238,7.530953145434753,0.552989,8.265331693984782,0.557175,9.084875443446386,0.561481,9.927913041435318,0.565842,10.781718653332593,0.570598,11.712858183299014,1.147855,124.72942917779362,0.664706,30.137517326713294,0.684876,34.08644170001489,0.79855,56.34177284580987,0.461887,9.570806543819947,0.428479,16.111493973827855,0.47876,6.2673756588066665,0.572438,12.073097194051357
0.36,0.437082,0.50911,16.479287639390304,0.513351,17.449586118851833,0.517464,18.39059947561327,0.521981,19.424044000896856,0.526935,20.557469765398714,0.531953,21.705538091250606,0.536971,22.853606417102498,0.542385,24.092275591307803,1.093549,150.19309877780373,0.718151,64.30578243899313,0.709857,62.40819800403584,0.82031,87.67874220398002,0.459713,5.17774696738826,0.434579,0.5726614227993907,0.457263,4.617211415706881,0.535844,22.595760063329067
0.38,0.370309,0.477628,28.98093214045567,0.482694,30.34897882579144,0.48753,31.65491521945187,0.49277,33.06994969066374,0.498446,34.60272367131233,0.504135,36.13900823366431,0.509773,37.66152051394917,0.515806,39.290700469067716,1.012634,173.45649174068146,0.745997,101.4525706909635,0.70307,89.86035986162906,0.797786,115.43791806302303,0.465957,25.82923990505227,0.448714,21.172858342627375,0.44983,21.474228279625937,0.504486,36.2337939396558
0.4,0.326879,0.456285,39.58834920566939,0.461911,41.30947537162071,0.467236,42.93851853438123,0.472966,44.69146075459116,0.479132,46.57778566380833,0.485276,48.45738025385541,0.491333,50.31035949082078,0.497786,52.28448447284777,0.913733,179.53248755655764,0.746212,128.28386038870653,0.665999,103.74481077095807,0.732087,123.96268955790984,0.467473,43.011022427259036,0.46406,41.96690518509907,0.446435,36.57500175906071,0.476234,45.69121907494823
0.42,0.303928,0.444304,46.18725487615488,0.450244,48.14166513121529,0.455845,49.98453581111317,0.46185,51.96033271037878,0.46829,54.079255613171554,0.47469,56.185017504145726,0.480983,58.25557368850518,0.487672,60.45642388986866,0.812402,167.30080808612567,0.727923,139.505080150562,0.61175,101.28122450053962,0.637762,109.83983048616781,0.457835,50.639296149087954,0.470266,54.729409597009834,0.435814,43.39383011765945,0.446781,47.002250533020984
0.44,0.287263,0.435226,51.507851689914816,0.441404,53.6584941325545,0.447213,55.68068285856517,0.453426,57.843509258066646,0.460075,60.15811294876124,0.466668,62.45322230847692,0.47314,64.70620998875596,0.480007,67.09670232504709,0.721837,151.28088197923157,0.700397,143.81733811872746,0.555467,93.36531331915356,0.536468,86.75151342149874,0.435093,51.461552653839874,0.457001,59.08801342323934,0.411834,43.36479114957373,0.409961,42.712775400939215
0.46,0.265139,0.423482,59.72075024798313,0.429968,62.16701428307416,0.436047,64.45977392990092,0.44253,66.90490648301454,0.449448,69.51410392284801,0.456292,72.09539147390612,0.462994,74.62312221136838,0.470092,77.30020856984449,0.649029,144.7882054318678,0.667404,151.71853254330745,0.507387,91.36641535194747,0.449079,69.37493163963052,0.400379,51.007207540195886,0.421435,58.94870237875227,0.376764,42.10055857493615,0.363344,37.039062529465674
0.48,0.23523,0.40793,73.41750627045872,0.414824,76.34825489946012,0.421259,79.08387535603451,0.428099,81.99166772945628,0.435374,85.0843854950474,0.442549,88.13459167623179,0.449558,91.11422862730095,0.456962,94.26178633677677,0.594503,152.73264464566597,0.627411,166.72235684223952,0.469815,99.72580028057645,0.387684,64.81061089146792,0.357182,51.843727415720785,0.371182,57.795349232665906,0.338502,43.90256344853974,0.311817,32.55834714959827
0.5,0.202587,0.391021,93.01386564784514,0.398359,96.6360131696506,0.405182,100.0039489207106,0.41241,103.5717987827452,0.420073,107.35437120841911,0.427609,111.07425451781212,0.43495,114.69788288488402,0.442687,118.51698282713107,0.554012,173.46868259068944,0.578361,185.4877163885146,0.439037,116.71528775291604,0.352052,73.77817925138336,0.310919,53.47430980270206,0.319999,57.95633480924245,0.304844,50.475598138083896,0.265463,31.036542325025803
