q_inverse_angstroms,debye,propo{e=0.380}_NeonMOF,propo{e=0.380}_NeonMOF_relDiffDebye,propo{e=0.390}_NeonMOF,propo{e=0.390}_NeonMOF_relDiffDebye,propo{e=0.400}_NeonMOF,propo{e=0.400}_NeonMOF_relDiffDebye,propo{e=0.410}_NeonMOF,propo{e=0.410}_NeonMOF_relDiffDebye,propo{e=0.420}_NeonMOF,propo{e=0.420}_NeonMOF_relDiffDebye,propo{e=0.430}_NeonMOF,propo{e=0.430}_NeonMOF_relDiffDebye,propo{e=0.440}_NeonMOF,propo{e=0.440}_NeonMOF_relDiffDebye,propo{e=0.450}_NeonMOF,propo{e=0.450}_NeonMOF_relDiffDebye,strat{s=0.15}_NeonMOF,strat{s=0.15}_NeonMOF_relDiffDebye,strat{s=0.20}_NeonMOF,strat{s=0.20}_NeonMOF_relDiffDebye,strat{s=0.25}_NeonMOF,strat{s=0.25}_NeonMOF_relDiffDebye,strat{s=0.30}_NeonMOF,strat{s=0.30}_NeonMOF_relDiffDebye,strat{s=0.35}_NeonMOF,strat{s=0.35}_NeonMOF_relDiffDebye,strat{s=0.40}_NeonMOF,strat{s=0.40}_NeonMOF_relDiffDebye,strat{s=0.45}_NeonMOF,strat{s=0.45}_NeonMOF_relDiffDebye,strat{s=0.50}_NeonMOF,strat{s=0.50}_NeonMOF_relDiffDebye
0,305.202254,134.292959,55.99870012755541,130.768324,57.153552345652074,127.538125,58.211932143856316,124.455442,59.22197809194423,121.520228,60.18370558953997,118.732428,61.0971326574803,116.091986,61.96227764425356,113.598838,62.77916151956073,151.069379,50.50187964863457,157.045256,48.54387412224026,150.488358,50.69225209588393,153.938788,49.56171326310061,151.601241,50.32761422528682,149.907239,50.88265665298789,144.758084,52.56978541187314,154.050609,49.52507493604552
0.02,266.270263,117.243144,55.96836737266452,114.169663,57.12263858769688,111.35302,58.18045216712765,108.665096,59.18992426127584,106.105842,60.151073272496824,103.675205,61.06391910537903,101.373127,61.92848354230228,99.199546,62.74478986787947,131.956629,50.44259636307942,136.91129,48.58183243691767,131.592127,50.57948810453535,133.916304,49.70662420534733,132.36138,50.29058877671218,131.006166,50.799550605468845,126.127132,52.63191218615351,134.396432,49.52630816307114
0.04,179.8151,79.37054,55.85991387820044,77.299201,57.01184105228093,75.401188,58.06737698891806,73.590138,59.0745504687871,71.866002,60.03338874210231,70.228727,60.94392128358519,68.678255,61.806180348591425,67.214524,62.6202004169839,89.353123,50.30833172519994,92.268618,48.6869467580865,89.560234,50.19315174309611,89.879644,50.015519275077565,89.554912,50.19611145003952,89.019024,50.494133140097794,85.05262,52.699956788945975,90.7832,49.51302754885435
0.06,99.666043,44.241872,55.60988410064599,43.100067,56.75551501527958,42.054128,57.80495870594562,41.056421,58.80600878275061,40.106897,59.758714409881804,39.205504,60.663127761578735,38.352183,61.519308035536234,37.546873,62.32731643615068,49.608797,50.22497582250757,51.044994,48.783966470907245,50.322164,49.50921850082881,49.72719,50.1061861159673,49.715565,50.11785006855344,49.930372,49.90232330182909,47.418077,52.42303639966924,50.426003,49.40503156125101
0.08,50.640425,22.740012,55.095139900583376,22.167164,56.226346836544124,21.64277,57.26187132118263,21.142901,58.2489661174842,20.667508,59.18772798609017,20.21654,60.07825763705578,19.789938,60.92067157809201,19.387639,61.71509421573772,25.169126,50.298351563992604,26.036437,48.58566649075319,25.884509,48.88567977065753,25.547017,49.55212757396882,25.208254,50.221085229833676,25.668613,49.31201110575197,24.55601,51.50907600005331,25.813,49.02688909107694
0.1,27.020406,12.375512,54.1993854570505,12.076918,55.30445397452578,11.803923,56.314782982905584,11.544025,57.27664121701207,11.297178,58.19019891855067,11.063327,59.05565963738665,10.842415,59.87323432519851,10.634379,60.64315613910465,13.412162,50.36284058796156,14.118041,47.750448309325925,13.781783,48.99490777451678,13.91508,48.50158802203046,13.351962,50.58563516773212,13.66935,49.4110118108514,13.392826,50.43440131876628,13.968905,48.30238672209441
0.12,16.439632,7.733955,52.95542503627818,7.558181,54.02463388474875,7.39777,55.0003917362627,7.24534,55.92760227236231,7.100842,56.80656355324742,6.964223,57.63759797056284,6.835426,58.421052247398244,6.714387,59.157315686871826,8.197271,50.13713810625444,8.729361,46.90050847853528,8.269601,49.69716475405289,8.596146,47.71083683625035,8.091395,50.78116712101585,8.194345,50.1549365581906,8.226304,49.96053439639038,8.630964,47.49904377421586
0.14,10.874854,5.294635,51.313047513097644,5.183408,52.33583825585152,5.082164,53.26683006502891,4.986212,54.14915915192976,4.895503,54.98327609731588,4.809984,55.7696682640521,4.729596,56.50887818815774,4.654278,57.201466796703656,5.452642,49.86009007569205,5.754793,47.08165277437287,5.425946,50.10557383115213,5.71137,47.480950089077055,5.408189,50.26885878192019,5.370515,50.61529101907942,5.463607,49.75926113582766,5.790952,46.74915175872706
0.16,6.950784,3.572445,48.603711466217334,3.506788,49.548309946043496,3.447318,50.40389688415004,3.39124,51.21068357181004,3.338506,51.969360578605226,3.289064,52.6806760215826,3.242854,53.34549311271937,3.199815,53.96468945085906,3.486281,49.84334141299744,3.646547,47.53761590059481,3.5044400000000002,49.5820903080861,3.666486,47.25075617369206,3.528657,49.233683567206235,3.46754,50.11296567408798,3.547168,48.967368285361765,3.754656,45.9822661731396
0.18,4.100368,2.318652,43.45258767017984,2.286172,44.24471169416988,2.257113,44.95340418225876,2.230065,45.61305229189184,2.204978,46.22487542581543,2.1818,46.79014176288567,2.160473,47.310265810288236,2.140934,47.78678401548348,2.090089,49.02679466818588,2.198922,46.37256948644609,2.145369,47.67862299188755,2.193282,46.51011811622761,2.110301,48.533863302025566,2.11191,48.494622921649956,2.169884,47.08074982538152,2.232393,45.55627690002458
