q_inverse_angstroms,debye,propo{e=0.380}_MutSADPBeF3DNA,propo{e=0.380}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.390}_MutSADPBeF3DNA,propo{e=0.390}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.400}_MutSADPBeF3DNA,propo{e=0.400}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.410}_MutSADPBeF3DNA,propo{e=0.410}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.420}_MutSADPBeF3DNA,propo{e=0.420}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.430}_MutSADPBeF3DNA,propo{e=0.430}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.440}_MutSADPBeF3DNA,propo{e=0.440}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.450}_MutSADPBeF3DNA,propo{e=0.450}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.15}_MutSADPBeF3DNA,strat{s=0.15}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.20}_MutSADPBeF3DNA,strat{s=0.20}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.25}_MutSADPBeF3DNA,strat{s=0.25}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.30}_MutSADPBeF3DNA,strat{s=0.30}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.35}_MutSADPBeF3DNA,strat{s=0.35}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.40}_MutSADPBeF3DNA,strat{s=0.40}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.45}_MutSADPBeF3DNA,strat{s=0.45}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.50}_MutSADPBeF3DNA,strat{s=0.50}_MutSADPBeF3DNA_relDiffDebye
0,175.962535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.459896,18.471340504386355,144.19351700000001,18.0544216415159,144.105393,18.10450275679423,143.973234,18.17960908553631,144.046644,18.137889977545512,143.808103,18.273453493949727,143.688003,18.34170665931813,143.929182,18.204643960147543
0.02,141.636393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.760191,18.26945847173614,116.082704,18.041753576709617,115.922824,18.15463416948213,116.41719,17.805595345823296,116.43785,17.791008699296658,116.402313,17.81609900218229,116.197265,17.960869703876174,116.537614,17.720572000163823
0.04,73.080276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.156675,17.684116299724977,60.006703,17.889331726114442,59.762943,18.22288273788128,60.773639,16.83988850835757,60.809625,16.790646767672307,61.134095,16.34665555997626,60.809527,16.790780866782708,61.158798,16.312853005645465
0.06,24.302761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.225893,16.775328531601826,20.185157,16.942947346599837,20.002034,17.696454324675297,20.294645,16.492430633704544,20.47384,15.755086428245749,20.874356,14.107059687580358,20.596432,15.250649915867584,20.704869,14.804457814484543
0.08,6.998867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.960685,14.833572348210074,6.040029,13.699903141465613,5.994191,14.354837718733618,5.620776,19.690201285436622,5.762782,17.661215736775684,5.925358,15.338325474680397,5.819437,16.85172757247709,5.800955,17.11579888573393
0.1,3.601065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.239748,10.03361505554607,3.222906,10.50131002911639,3.204303,11.017907202452616,3.059694,15.033635882718036,2.950035,18.078818349571584,2.928794,18.668671629087513,2.920808,18.890439356134923,3.000082,16.689035049353464
0.12,2.546062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.369396,6.938794106349334,2.408876,5.388164153111757,2.273353,10.711011750695775,2.499228,1.8394681669181678,2.261518,11.175847249595646,2.243716,11.875044676838192,2.231085,12.371144143386918,2.374518,6.7376206863776265
0.14,1.812087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.683359,7.103853181442169,1.850362,2.112205429430268,1.64261,9.352586272071932,1.881101,3.8085367865891597,1.720888,5.032815753327519,1.729679,4.547684520665952,1.726851,4.703747667744435,1.812643,0.0306828535274521
0.16,1.213273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.172724,3.342116737123462,1.309453,7.927317264951905,1.150167,5.201302592244293,1.256959,3.600673549975965,1.213275,1.64843361721353e-4,1.210308,0.2443802837448873,1.230516,1.4211970430397691,1.240649,2.2563759351769836
0.18,0.824571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.881484,6.902134564519002,0.940568,14.067557554170582,0.820948,0.4393799927477492,0.850167,3.1041596175465727,0.895696,8.62569748390375,0.87767,6.439591011568427,0.875699,6.200557623297442,0.864383,4.8282076376685525
