q_inverse_angstroms,debye,propo{e=0.380}_MutSADPBeF3DNA,propo{e=0.380}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.390}_MutSADPBeF3DNA,propo{e=0.390}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.400}_MutSADPBeF3DNA,propo{e=0.400}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.410}_MutSADPBeF3DNA,propo{e=0.410}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.420}_MutSADPBeF3DNA,propo{e=0.420}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.430}_MutSADPBeF3DNA,propo{e=0.430}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.440}_MutSADPBeF3DNA,propo{e=0.440}_MutSADPBeF3DNA_relDiffDebye,propo{e=0.450}_MutSADPBeF3DNA,propo{e=0.450}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.15}_MutSADPBeF3DNA,strat{s=0.15}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.20}_MutSADPBeF3DNA,strat{s=0.20}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.25}_MutSADPBeF3DNA,strat{s=0.25}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.30}_MutSADPBeF3DNA,strat{s=0.30}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.35}_MutSADPBeF3DNA,strat{s=0.35}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.40}_MutSADPBeF3DNA,strat{s=0.40}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.45}_MutSADPBeF3DNA,strat{s=0.45}_MutSADPBeF3DNA_relDiffDebye,strat{s=0.50}_MutSADPBeF3DNA,strat{s=0.50}_MutSADPBeF3DNA_relDiffDebye
0.2,0.606527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686876,13.247390470663301,0.722185,19.068895531443765,0.608456,0.31804025212397113,0.632325,4.253396798493717,0.70389,16.052541766483596,0.671473,10.70784977420625,0.643862,6.155538005727693,0.657624,8.424521909164794
0.22,0.372598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438553,17.701383260242952,0.463864,24.49449540791953,0.379474,1.8454205336582572,0.419625,12.62137746311039,0.437756,17.487479803971034,0.406074,8.984481934954028,0.390029,4.678232303984464,0.4216,13.151439352868236
0.24,0.197817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265536,34.23315488557607,0.268797,35.88164818999379,0.215527,8.95271892708918,0.252712,27.75039556762058,0.219495,10.958613263774096,0.207095,4.690193461633737,0.210164,6.24162736266347,0.228114,15.315670543987633
0.26,0.13871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217375,56.711844856174764,0.196456,41.630740393626986,0.158188,14.042246413380429,0.18159,30.913416480426793,0.146221,5.4148943839665415,0.145623,4.983779107490449,0.150473,8.480282603993942,0.150815,8.726840170139143
0.28,0.119385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189506,58.73518448716338,0.165187,38.364953721154244,0.135875,13.812455501109847,0.151378,26.79817397495498,0.132196,10.730828831092685,0.12708,6.4455333584621135,0.12406,3.915902332788875,0.120189,0.6734514386229419
0.3,0.102206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154057,50.73185527268457,0.14301,39.923292174627704,0.119406,16.82875760718548,0.131566,28.72629786900963,0.123646,20.977242040584702,0.10983,7.459444650998955,0.10443,2.1759974952546717,0.100681,1.4920846134277816
0.32,0.081911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132748,62.06370328771472,0.119867,46.33809866806657,0.104632,27.738643161480148,0.115109,40.52935503168074,0.108769,32.789246865500374,0.094362,15.200644602068103,0.091663,11.9056048638156,0.088484,8.024563245473741
0.34,0.064064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1303,103.39035964035965,0.100283,56.53565184815186,0.092268,44.02472527472529,0.102554,60.08054445554447,0.090656,41.50849150849152,0.08414,31.337412587412604,0.079926,24.759615384615387,0.078743,22.913024475524473
0.36,0.059377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136247,129.4609023696044,0.098111,65.2340131700827,0.093634,57.694056621250645,0.100794,69.75259780723175,0.08348,40.59315896727689,0.083401,40.460110817319844,0.076478,28.800714081209904,0.076136,28.22473348266163
0.38,0.060716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131638,116.80940773436987,0.100771,65.97107846366691,0.102035,68.05290203570723,0.101333,66.89669938731143,0.082397,35.70887410237829,0.083246,37.10718756176297,0.076473,25.951973120758943,0.077475,27.602279465050405
0.4,0.059477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116293,95.52600164769574,0.099403,67.12846982867327,0.102179,71.79582023303126,0.094415,58.74203473611648,0.079408,33.51043260419995,0.079215,33.18593742118801,0.071666,20.49363619550413,0.076044,27.854464751080243
0.42,0.056841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105445,85.50869970619797,0.09818,72.72743266304252,0.095341,67.73279850811912,0.084873,49.31651448778171,0.076379,34.37307577276965,0.075545,32.90582502067169,0.067286,18.375820270579325,0.072396,27.365809890747872
0.44,0.054763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103514,89.02178478169567,0.094248,72.10160144623194,0.090863,65.92042072202034,0.079069,44.38398188557968,0.074921,36.80952467907164,0.072854,33.03507842886621,0.067442,23.152493471869697,0.068553,25.181235505724676
0.46,0.053054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104361,96.70712858596902,0.088523,66.85452557771329,0.089739,69.14652995061637,0.075617,42.528367323858724,0.074262,39.97436574056621,0.069389,30.789384400799204,0.066664,25.653108153956357,0.064507,21.58743921287744
0.48,0.050023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102844,105.59342702356918,0.087202,74.32381104691844,0.085472,70.86540191511907,0.071681,43.29608380145133,0.070752,41.43893808847929,0.063987,27.915159026847657,0.059481,18.907302640785243,0.059126,18.197629090618317
0.5,0.04624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101336,119.15224913494806,0.087476,89.17820069204151,0.077788,68.2266435986159,0.067652,46.30622837370242,0.064201,38.84299307958475,0.057284,23.88408304498269,0.050983,10.257352941176464,0.053238,15.13408304498269
