q_inverse_angstroms,debye,propo{e=0.380}_AntiterminatorHairpin,propo{e=0.380}_AntiterminatorHairpin_relDiffDebye,propo{e=0.390}_AntiterminatorHairpin,propo{e=0.390}_AntiterminatorHairpin_relDiffDebye,propo{e=0.400}_AntiterminatorHairpin,propo{e=0.400}_AntiterminatorHairpin_relDiffDebye,propo{e=0.410}_AntiterminatorHairpin,propo{e=0.410}_AntiterminatorHairpin_relDiffDebye,propo{e=0.420}_AntiterminatorHairpin,propo{e=0.420}_AntiterminatorHairpin_relDiffDebye,propo{e=0.430}_AntiterminatorHairpin,propo{e=0.430}_AntiterminatorHairpin_relDiffDebye,propo{e=0.440}_AntiterminatorHairpin,propo{e=0.440}_AntiterminatorHairpin_relDiffDebye,propo{e=0.450}_AntiterminatorHairpin,propo{e=0.450}_AntiterminatorHairpin_relDiffDebye,strat{s=0.15}_AntiterminatorHairpin,strat{s=0.15}_AntiterminatorHairpin_relDiffDebye,strat{s=0.20}_AntiterminatorHairpin,strat{s=0.20}_AntiterminatorHairpin_relDiffDebye,strat{s=0.25}_AntiterminatorHairpin,strat{s=0.25}_AntiterminatorHairpin_relDiffDebye,strat{s=0.30}_AntiterminatorHairpin,strat{s=0.30}_AntiterminatorHairpin_relDiffDebye,strat{s=0.35}_AntiterminatorHairpin,strat{s=0.35}_AntiterminatorHairpin_relDiffDebye,strat{s=0.40}_AntiterminatorHairpin,strat{s=0.40}_AntiterminatorHairpin_relDiffDebye,strat{s=0.45}_AntiterminatorHairpin,strat{s=0.45}_AntiterminatorHairpin_relDiffDebye,strat{s=0.50}_AntiterminatorHairpin,strat{s=0.50}_AntiterminatorHairpin_relDiffDebye
0,106.067165,61.755331,41.77714564163188,60.134025,43.305711055820154,58.66059,44.694863862911774,57.187647,46.08355281297469,55.862453,47.33294417739929,54.684891,48.44314826364974,53.360601,49.69168733792404,52.1839,50.80107967437425,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279,3.999908,96.22889138217279
0.02,100.848066,58.721542,41.77226760104651,57.180844,43.30000934276717,55.780688,44.688390950402564,54.381025,46.076283703844155,53.121783,47.32493630566996,52.002845,48.434464771986804,50.744507,49.682220975858876,49.62643,50.79089568262023,3.809971,96.2220683537947,3.805481,96.22652059584365,3.790735,96.24114259166853,3.7892420000000002,96.24262303651912,3.799753,96.23220042712569,3.805846,96.22615866525392,3.807274,96.22474267379604,3.79392,96.2379843754267
0.04,87.072799,50.71904,41.750993901091896,49.390969,43.276236014877625,48.18411,44.66227047553623,46.977745,46.047737594837166,45.89247,47.294137173653965,44.92817,48.401601285379606,43.843799,49.64696265248118,42.88036,50.7534379364559,3.307786,96.2011259107451,3.290987,96.22041896229842,3.242466,96.27614359795648,3.239944,96.27904002488769,3.272646,96.24148294578197,3.292021,96.21923145022592,3.296965,96.21355344279216,3.252985,96.26406290212401
0.06,69.296706,40.405311,41.69230641352563,39.351276,43.21335273858472,38.393542,44.59542997613769,37.4363,45.97679722323309,36.575237,47.21937143736673,35.810235,48.323322900802815,34.950076,49.564592579624204,34.185936,50.66730011668953,2.656699,96.16619727927616,2.62317,96.21458197450251,2.545574,96.32655843699122,2.548156,96.32283243015908,2.595423,96.25462283878255,2.624878,96.21211721088157,2.63368,96.1994153084275,2.562493,96.30214313505753
0.08,52.279614,30.551312,41.561710842011955,29.759098,43.07705102795901,29.039383,44.45371574472604,28.320161,45.82943745529568,27.673315,47.066718970036774,27.098729,48.1657821727605,26.452787,49.40133452400777,25.879063,50.49874890047964,2.026955,96.1228577548411,1.977134,96.21815493894044,1.895397,96.37450077577083,1.908737,96.34898413748807,1.951139,96.26787795334526,1.980795,96.21115220934875,1.992307,96.18913215388316,1.913288,96.34027902348322
0.1,38.86505,22.803684,41.32598825937442,22.217325,42.834693381328464,21.684751,44.20500938503874,21.152669,45.57405946988361,20.67425,46.80503434319523,20.249377,47.898235046655024,19.771862,49.12688392270176,19.34785,50.21786926814708,1.520829,96.0868981256939,1.459432,96.24487296426996,1.402464,96.39145196005151,1.423813,96.33652085871496,1.446969,96.27694033585445,1.46862,96.22123218675905,1.481433,96.18826426313615,1.414675,96.36003298593465
0.12,29.446471,17.378877,40.98146090239472,16.936656,42.483240181820094,16.535115,43.84687047897861,16.134068,45.20882315575269,15.773579,46.43304116136701,15.453533,47.51991503497991,15.093949,48.74105966721785,14.774764,49.82500959113233,1.155362,96.07639910398771,1.088604,96.30310878339208,1.072843,96.35663302403877,1.09076,96.29578702317164,1.09551,96.27965605793645,1.107578,96.23867321826103,1.121116,96.19269826934439,1.075006,96.34928749186957
0.14,22.916206,13.623476,40.55090969246829,13.281036,42.04522336725372,12.970205,43.401604087517796,12.659868,44.75582912808516,12.381019,45.97264922474514,12.13354,47.05257929693947,11.855595,48.26545458702894,11.608979,49.34161876534012,0.896457,96.088109000242,0.828938,96.38274328656323,0.852213,96.2811776085448,0.855281,96.26778970305992,0.853278,96.27653024239702,0.859122,96.25102863885934,0.873619,96.18776773083641,0.843928,96.31733106256767
0.16,18.01037,10.800754,40.03036028687918,10.533313,41.515288136778985,10.290664,42.86256195736124,10.048509,44.20709291369362,9.831023,45.41465278059252,9.63809,46.48588563144456,9.421509,47.68842061545654,9.229438,48.754867334763254,0.704246,96.08977494632258,0.637975,96.45773518256426,0.684883,96.19728523067545,0.671121,96.27369676469723,0.672412,96.26652867209279,0.675681,96.24837801777531,0.691132,96.16258855315021,0.669123,96.28479037354592
0.18,14.047329,8.517767,39.363796491133655,8.310986,40.83582722380888,8.123482,42.170629021360575,7.936471,43.50192125492327,7.768615,44.69685304587085,7.619798,45.756250173965455,7.452847,46.94473945901032,7.304891,47.998007308008525,0.555893,96.04271388532297,0.491886,96.49836634423527,0.544256,96.12555525680362,0.522269,96.28207611568007,0.527398,96.24556383637061,0.52965,96.22953231891984,0.544895,96.12100634932092,0.525363,96.26005057616291
0.2,10.865414,6.683963,38.484046719250635,6.525905,39.93873588249836,6.382696,41.256762052508996,6.23998,42.57025088965777,6.11199,43.748208765906206,5.998608,44.79172169601637,5.871522,45.961359594765554,5.759003,46.99692989148871,0.442274,95.92952463661302,0.382629,96.47846828477958,0.42766,96.06402480384088,0.409172,96.23417938791839,0.411541,96.2123762610426,0.413205,96.19706161219443,0.426248,96.07702016692599,0.409234,96.23360876999257
0.22,8.43004,5.27989,37.36815009181451,5.159139,38.80053949921946,5.049845,40.09702207818705,4.941044,41.38765652357522,4.843577,42.54384320833591,4.757327,43.566970026239495,4.660764,44.71243315571456,4.575376,45.72533463660908,0.356438,95.77181128440671,0.304522,96.3876565235752,0.337327,95.99851246257431,0.328761,96.10012526630953,0.322476,96.17468007269242,0.324314,96.15287709192366,0.333676,96.04182186561391,0.321081,96.19122803687765
0.24,6.607146,4.22626,36.03501421037162,4.133504,37.438888137177535,4.04966,38.70787780382028,3.966309,39.969405852390736,3.891747,41.0979112615341,3.825857,42.09516484121888,3.752199,43.209988094708365,3.687171,44.19419519411256,0.289316,95.62116532614839,0.247969,96.24695746090671,0.269635,95.91903977905135,0.269881,95.91531653757916,0.254768,96.14405372607173,0.257584,96.10143320580475,0.263371,96.01384622044071,0.255638,96.13088616476766
0.26,5.206786,3.411359,34.48244271994278,3.340255,35.848045224059526,3.276094,37.08030251291296,3.212426,38.30309138881452,3.155579,39.39487814555851,3.105437,40.35789064501596,3.049494,41.432315443730545,3.000213,42.378791830507346,0.233258,95.52011548006773,0.203042,96.10043508605884,0.217064,95.8311326795455,0.221379,95.74826005908443,0.201872,96.12290576182697,0.205368,96.05576261440359,0.209003,95.98594987387614,0.204885,96.065038970297607
0.28,4.100459,2.76037,32.68143883404272,2.706563,33.99365778318963,2.658127,35.17489139630466,2.610183,36.34412635268392,2.567488,37.38535124970156,2.529925,38.301419426459326,2.488135,39.320573623587016,2.451433,40.215644151057226,0.185418,95.47811598652737,0.164637,95.98491290853049,0.174036,95.7556946673531,0.178737,95.64104896549387,0.159703,96.10524090107961,0.162547,96.03588281214371,0.165527,95.9632080213459,0.163702,96.00771523383115
0.3,3.24239,2.24773,30.67675387599888,2.207544,31.916148273341577,2.17149,33.02810581083707,2.135929,34.124858514860954,2.1043790000000002,35.09790617414931,2.076722,35.95088807947223,2.046076,36.89605507048813,2.01928,37.722482489768346,0.146421,95.48416445893307,0.132613,95.91002316192684,0.13878,95.71982395701936,0.142639,95.60080681225887,0.126603,96.09538025962331,0.127873,96.05621162167414,0.13079,95.96624712017986,0.130724,95.96828265569533
0.32,2.609256,1.861777,28.64720824633535,1.831846,29.79431684740784,1.805115,30.818785124955156,1.778876,31.82439745276048,1.755716,32.71200679427392,1.735517,33.48613551142547,1.713261,34.33909896154306,1.693924,35.08019144154502,0.116744,95.52577439699286,0.108034,95.85958602758794,0.111178,95.73909190972445,0.114095,95.62729758981105,0.101288,96.11812715961945,0.101473,96.11103701591564,0.104086,96.01089352673712,0.105473,95.95773661150918
0.34,2.157975,1.579856,26.789884034801148,1.557415,27.829794135705928,1.537493,28.75297443204856,1.518065,29.653262896928833,1.501033,30.44252134524264,1.486282,31.12607884706727,1.470155,31.873399830859945,1.456265,32.517058816714744,0.094973,95.59897589175037,0.090302,95.8154288163672,0.090559,95.803519503238,0.092371,95.71955189471612,0.082113,96.19490494560873,0.082448,96.17938113277495,0.084368,96.0904088323544,0.086476,95.99272466085104
0.36,1.838042,1.374815,25.2021988616147,1.357822,26.12671527636473,1.342853,26.941114512073167,1.328378,27.728637321671645,1.315803,28.41278926161643,1.305014,28.999772584086763,1.293344,29.63468734664387,1.283417,30.174772937723944,0.078753,95.71538626429646,0.07738,95.79008531905147,0.075488,95.8930209429382,0.076103,95.85956142460292,0.067905,96.30557952429814,0.068908,96.25101058626517,0.070006,96.19127310474951,0.071992,96.08322334310097
0.38,1.615472,1.228237,23.970393792031057,1.215139,24.781178503867604,1.20371,25.488649756851245,1.192775,26.165541711648366,1.183387,26.746672180019214,1.17543,27.23922172591045,1.166947,27.764331415214876,1.159852,28.20352194281299,0.066304,95.89568869036418,0.06745,95.82474967068448,0.064541,96.00482088207039,0.064296,96.01998672833699,0.058302,96.39102379985539,0.059252,96.33221745718897,0.059523,96.31544217417573,0.061171,96.21342864500282
0.4,1.469467,1.128482,23.20467217024949,1.118034,23.91567826973999,1.109015,24.529438224880177,1.100489,25.109648600478952,1.09327,25.60091516175594,1.087241,26.011199979312238,1.080927,26.44087958423021,1.075759,26.7925717283886,0.05681,96.1339723859059,0.059724,95.93566919161847,0.056677,96.14302328667469,0.055898,96.19603570546327,0.05284,96.40413837125979,0.052661,96.41631965876061,0.051987,96.46218662957385,0.053783,96.33996544325257
0.42,1.374749,1.061163,22.810418483665014,1.052504,23.440278916369454,1.045111,23.978049811274644,1.038211,24.479959614445985,1.032456,24.898581486511354,1.027727,25.242571553061683,1.022876,25.5954359668565,1.01901,25.87665093773482,0.0499,96.3702464959058,0.054004,96.07171927384563,0.051132,96.2806301368468,0.049433,96.40421633330884,0.050125,96.35387987188935,0.048573,96.46677320732731,0.046775,96.59756071835659,0.049223,96.41949184905754
0.44,1.300056,1.008886,22.396727525583522,1.001616,22.95593420591113,0.995486,23.427452355898524,0.989849,23.86104906250193,0.98523,24.216341449906775,0.981512,24.50232913043746,0.977797,24.788086051677777,0.974941,25.007768896109102,0.045172,96.52538044515005,0.050043,96.15070427735421,0.047329,96.35946451537473,0.043774,96.63291427446202,0.048296,96.28508310411245,0.046265,96.44130714369227,0.043265,96.6720664340613,0.046343,96.43530740214268
0.46,1.223708,0.960019,21.54835957597728,0.954047,22.036384496955158,0.949097,22.440892761998782,0.944641,22.805031919379466,0.941084,23.095705838320903,0.93831,23.322393904428186,0.935658,23.539112271881855,0.933746,23.695358696682543,0.042103,96.55939161956938,0.047377,96.12840644990472,0.044891,96.33155948968218,0.038921,96.81942097297721,0.046222,96.22279171174823,0.04509,96.31529744023901,0.040839,96.66268423512798,0.044197,96.3882723656297
0.48,1.142358,0.912905,20.085910021201762,0.908185,20.49909047776616,0.904373,20.832786219381315,0.901054,21.123325612461237,0.898522,21.34497241670299,0.896659,21.508056143520683,0.89503,21.650655923974796,0.894029,21.738281694530087,0.040135,96.48665304571772,0.045473,96.01937396157771,0.043523,96.1900735146075,0.035499,96.892480290767,0.043972,96.1507688482945,0.044781,96.07995041834522,0.039036,96.58285756304065,0.042519,96.27796189985976
0.5,1.061438,0.869858,18.049099429264835,0.866281,18.38609508986866,0.863509,18.64725023976908,0.861231,18.861864753287534,0.859634,19.01232102110534,0.858602,19.109547613708962,0.85791,19.17474218936953,0.85774,19.190758197841053,0.03878,96.34646583220122,0.043829,95.87079038059689,0.042825,95.96537904239344,0.033552,96.83900519860792,0.042159,96.02812411087599,0.045202,95.74143755923569,0.037597,96.45791840880013,0.041322,96.10697939964462
