q_inverse_angstroms,debye,propo{e=0.380}_Aerolysin,propo{e=0.380}_Aerolysin_relDiffDebye,propo{e=0.390}_Aerolysin,propo{e=0.390}_Aerolysin_relDiffDebye,propo{e=0.400}_Aerolysin,propo{e=0.400}_Aerolysin_relDiffDebye,propo{e=0.410}_Aerolysin,propo{e=0.410}_Aerolysin_relDiffDebye,propo{e=0.420}_Aerolysin,propo{e=0.420}_Aerolysin_relDiffDebye,propo{e=0.430}_Aerolysin,propo{e=0.430}_Aerolysin_relDiffDebye,propo{e=0.440}_Aerolysin,propo{e=0.440}_Aerolysin_relDiffDebye,propo{e=0.450}_Aerolysin,propo{e=0.450}_Aerolysin_relDiffDebye,strat{s=0.15}_Aerolysin,strat{s=0.15}_Aerolysin_relDiffDebye,strat{s=0.20}_Aerolysin,strat{s=0.20}_Aerolysin_relDiffDebye,strat{s=0.25}_Aerolysin,strat{s=0.25}_Aerolysin_relDiffDebye,strat{s=0.30}_Aerolysin,strat{s=0.30}_Aerolysin_relDiffDebye,strat{s=0.35}_Aerolysin,strat{s=0.35}_Aerolysin_relDiffDebye,strat{s=0.40}_Aerolysin,strat{s=0.40}_Aerolysin_relDiffDebye,strat{s=0.45}_Aerolysin,strat{s=0.45}_Aerolysin_relDiffDebye,strat{s=0.50}_Aerolysin,strat{s=0.50}_Aerolysin_relDiffDebye
0,173.808174,29.633227,82.95061370358795,28.870407,83.38949985171583,28.152577,83.80250114128694,27.479725,84.1896244764645,26.82194,84.56807905938877,26.209112,84.9206677702051,25.611341,85.26459348223749,25.043565,85.59126166298715,144.19351700000001,17.038702103849264,144.19351700000001,17.038702103849264,144.19351700000001,17.038702103849264,144.19351700000001,17.038702103849264,144.19351700000001,17.038702103849264,144.193518,17.038701528502333,144.193518,17.038701528502333,144.19351700000001,17.038702103849264
0.02,118.260646,20.199298,82.9196789606578,19.68083,83.35809023062498,19.19298,83.77061123105992,18.735733,84.15725464581007,18.288762,84.53520877942778,17.872375,84.88730139356755,17.466253,85.23071402806308,17.080543,85.55686648287039,98.368286,16.820777386925485,97.980084,17.14903705159871,98.14831,17.006786856212504,98.647783,16.58443756513895,98.227904,16.939482978978486,98.075074,17.068714473283016,98.712517,16.52969915283567,98.151082,17.004442881193114
0.04,36.068804,6.228712,82.73102706704664,6.072104,83.16521945113567,5.924826,83.57354460658026,5.786867,83.95603303064887,5.652087,84.32970774412148,5.526606,84.67760117579724,5.404295,85.01670584918757,5.288206,85.33856015852369,30.17647,16.336372007233734,29.767684,17.4697225890828,29.883091,17.149759110393568,30.607714,15.14075709302698,30.106293,16.53093626281592,29.913239,17.06617441487663,30.710818,14.854903422913607,29.941914,16.986673580859513
0.06,7.009834,1.282361,81.70625723804586,1.25387,82.11270052899968,1.227174,82.49353693682333,1.20226,82.84895191526647,1.178013,83.19485168978323,1.155529,83.51560108270752,1.133702,83.82697792843598,1.113073,84.12126449784688,5.806889,17.160820070774854,5.934025,15.347139461505074,5.844898,16.618596103702313,6.01249,14.227783425399231,6.157823,12.154510363583505,5.933703,15.351733008228146,6.04621,13.746744930051117,5.855964,16.460732165697497
0.08,4.100143,0.788297,80.77391447078797,0.772603,81.15668160842195,0.757951,81.51403499829152,0.744328,81.8462917025089,0.731122,82.16837802974189,0.718926,82.4658310697944,0.707136,82.75338201618821,0.696042,83.02395794488143,3.509065,14.416033782236376,3.590332,12.433980961151843,3.586421,12.529367878144736,3.52541,14.017389149597955,3.766126,8.146471964514413,3.557985,13.222904664544629,3.518491,14.186139361480807,3.510894,14.371425581985802
0.1,3.197846,0.633245,80.19776437014166,0.621567,80.56294768415991,0.610695,80.90292653242214,0.600616,81.21810743856959,0.590875,81.52271873004516,0.581907,81.80315750039244,0.573267,82.07333936656111,0.565165,82.3266974081929,2.721553,14.894181896188874,2.752481,13.9270308826629,2.738177,14.374331972208804,2.755938,13.818926865146105,2.760658,13.671327512331748,2.679734,16.201905907914274,2.78709,12.844771136571307,2.688134,15.939229093583629
0.12,1.752563,0.386471,77.94823923590764,0.381185,78.2498546414594,0.376328,78.52699161171381,0.371889,78.78027779885801,0.367662,79.02146741657789,0.363833,79.23994743698229,0.360206,79.44690148085975,0.356867,79.63742244929284,1.378513,21.343027326264448,1.56722,10.575539937793964,1.471386,16.043759910485385,1.500622,14.375574515723551,1.529214,12.74413530355257,1.412797,19.386806636908343,1.562536,10.842805650923827,1.455951,16.924470047581746
0.14,0.616479,0.193603,68.5953617235948,0.193312,68.64256527797377,0.193158,68.66754585314342,0.193126,68.67273662200984,0.19321,68.6591108537355,0.193396,68.62893950969944,0.193687,68.58173595532045,0.19407,68.51960894045052,0.520488,15.570846695507884,0.585286,5.059864164067231,0.548546,11.019515668822462,0.551848,10.483893206419033,0.591268,4.089514809101362,0.540567,12.313801443358164,0.572346,7.158881324424672,0.537817,12.759883142815898
0.16,0.5869,0.188817,67.82807974101209,0.18865,67.85653433293577,0.188613,67.86283864372125,0.18869,67.84971886181633,0.188881,67.817174987221,0.189167,67.768444368717,0.189555,67.7023342988584,0.190031,67.62123019253706,0.61,3.935934571477255,0.561729,4.288805588686309,0.569184,3.018572158800469,0.571448,2.632816493440113,0.566252,3.5181461918555117,0.564706,3.7815641506219007,0.536855,8.527006304310786,0.530325,9.63963196455954
0.18,0.418606,0.160655,61.621429219839186,0.161218,61.486935208764315,0.161867,61.331896819443564,0.162588,61.159658485544874,0.163408,60.96377022785149,0.16428,60.7554597879629,0.165241,60.52588830547101,0.16626,60.2824613120691,0.470664,12.436037706100738,0.463522,10.729898759215112,0.450069,7.516136892447796,0.464853,11.047858845788173,0.449993,7.497981395393281,0.421087,0.5926814235820822,0.417513,0.26110471421813236,0.406811,2.8176853652360454
0.2,0.148132,0.114288,22.847190343747474,0.116051,21.657035616882247,0.117831,20.455404639105666,0.119612,19.253098587746074,0.121467,18.00083709124295,0.123306,16.759376772068162,0.125208,15.47538681716307,0.127122,14.18329597926174,0.188864,27.497097183593,0.201733,36.184619123484445,0.18981,28.135716793130445,0.192158,29.720789566062685,0.187551,26.61072556908702,0.169939,14.72132962492911,0.171476,15.758917722031685,0.163528,10.393432884184369
