q_inverse_angstroms,debye,propo{e=0.380}_ArginaseI,propo{e=0.380}_ArginaseI_relDiffDebye,propo{e=0.390}_ArginaseI,propo{e=0.390}_ArginaseI_relDiffDebye,propo{e=0.400}_ArginaseI,propo{e=0.400}_ArginaseI_relDiffDebye,propo{e=0.410}_ArginaseI,propo{e=0.410}_ArginaseI_relDiffDebye,propo{e=0.420}_ArginaseI,propo{e=0.420}_ArginaseI_relDiffDebye,propo{e=0.430}_ArginaseI,propo{e=0.430}_ArginaseI_relDiffDebye,propo{e=0.440}_ArginaseI,propo{e=0.440}_ArginaseI_relDiffDebye,propo{e=0.450}_ArginaseI,propo{e=0.450}_ArginaseI_relDiffDebye,strat{s=0.15}_ArginaseI,strat{s=0.15}_ArginaseI_relDiffDebye,strat{s=0.20}_ArginaseI,strat{s=0.20}_ArginaseI_relDiffDebye,strat{s=0.25}_ArginaseI,strat{s=0.25}_ArginaseI_relDiffDebye,strat{s=0.30}_ArginaseI,strat{s=0.30}_ArginaseI_relDiffDebye,strat{s=0.35}_ArginaseI,strat{s=0.35}_ArginaseI_relDiffDebye,strat{s=0.40}_ArginaseI,strat{s=0.40}_ArginaseI_relDiffDebye,strat{s=0.45}_ArginaseI,strat{s=0.45}_ArginaseI_relDiffDebye,strat{s=0.50}_ArginaseI,strat{s=0.50}_ArginaseI_relDiffDebye
0.2,0.230269,0.147137,36.10212403753871,0.148915,35.32998362784396,0.150681,34.5630545145026,0.1525,33.77310884226709,0.154457,32.923233261967525,0.156357,32.09811133934659,0.158278,31.26386964810721,0.160325,30.374909345157185,0.022297,90.31697710069527,0.023226,89.91353590800325,0.02407,89.5470080644811,0.020565,91.06914087436867,0.015936,93.07939844269094,0.018683,91.8864458524595,0.015594,93.22792038876271,0.019226,91.65063469246839
0.22,0.284683,0.154892,45.591412202344365,0.156467,45.03816525749694,0.158048,44.482810705240574,0.15969,43.906028810993284,0.16147,43.280771946340316,0.16321,42.66956579774697,0.164979,42.048172880010405,0.166874,41.38252020668604,0.020874,92.66763382428877,0.023811,91.63595999761137,0.025919,90.89548726126955,0.020307,92.86680272443384,0.017379,93.89531513999782,0.018735,93.4189958655768,0.015467,94.56693936764752,0.020639,92.75018178113902
0.24,0.377672,0.17163,54.55580503717511,0.172768,54.25448537355165,0.173948,53.942044949056324,0.175207,53.60868690292106,0.176605,53.23852443390032,0.177998,52.869685864983374,0.179439,52.488137855070015,0.181006,52.07322756254105,0.026206,93.06117477599611,0.028408,92.47812917028533,0.031429,91.67822872757314,0.026613,92.95340930754729,0.025932,93.133724501684,0.024297,93.56663983562456,0.021698,94.25480310957657,0.025464,93.2576415513991
0.26,0.377801,0.17217,54.42838954899537,0.173294,54.130878425414444,0.174461,53.82198564852925,0.175708,53.49191770270592,0.177093,53.12532259046429,0.178475,52.759521547057844,0.179906,52.38075071267677,0.181463,51.96862898721813,0.02774,92.65751017069833,0.027886,92.61886548738622,0.031558,91.64692523312536,0.028714,92.39970248887641,0.030036,92.04978282217357,0.025692,93.19959449551483,0.023944,93.66227193681328,0.025085,93.360261089833
0.28,0.296502,0.157684,46.81857120693959,0.159186,46.311997895461076,0.1607,45.80137739374439,0.162277,45.269509143277276,0.163994,44.69042367336476,0.165676,44.123142508313606,0.16739,43.54506883596063,0.16923,42.92449966610681,0.024233,91.82703657985444,0.022499,92.41185556927104,0.026464,91.07459646140667,0.025234,91.48943346081984,0.027773,90.63311545959219,0.022239,92.49954469109821,0.021073,92.89279667590775,0.020028,93.24523949248234
0.3,0.19551,0.139096,28.854790036315276,0.141084,27.837962252570204,0.143043,26.835967469694637,0.145045,25.811978926909102,0.147186,24.71689427650759,0.149252,23.660170835251392,0.151331,22.596798117743337,0.153535,21.469490051659754,0.018593,90.49000051148279,0.015895,91.86998107513682,0.019643,89.95294358344842,0.019123,90.21891463352259,0.021967,88.76425758273234,0.01695,91.33036673315942,0.015969,91.83213134878011,0.013948,92.86583806454914
0.32,0.122116,0.125187,2.5148219725506817,0.127537,4.439221723607069,0.12983,6.316944544531427,0.13215,8.216777490255158,0.134609,10.230436634020116,0.136962,12.157293065609746,0.139313,14.0825117101772,0.14179,16.110910937141732,0.013772,88.72219856529856,0.010922,91.05604507189885,0.013934,88.58953781650234,0.01358,88.87942611942744,0.015992,86.90425497068361,0.012578,89.69995741753742,0.011534,90.5548822431131,0.009603,92.13616561302368
0.34,0.088665,0.11852,33.67168555799922,0.121045,36.51948344893702,0.123497,39.28494896520612,0.125969,42.07297129645295,0.12858,45.01776349179497,0.131072,47.828342638019514,0.133553,50.62651553600633,0.136161,53.56792420910169,0.010992,87.60277448824225,0.0083320000000000009,90.6028308802797,0.010278,88.40805278294705,0.010114,88.5930186657644,0.011658,86.85163254948401,0.010102999999999999,88.60542491400214,0.008969,89.88439632323916,0.007645,91.37765747476456
0.36,0.083238,0.117127,40.713376102260966,0.119688,43.7900958696749,0.122174,46.776712559167684,0.124678,49.784953987361526,0.127321,52.96018645330255,0.129841,55.98764987145295,0.13235,59.00189817150818,0.134985,62.16751964247097,0.009933,88.06674836012398,0.007458,91.04014993152165,0.008278,90.0550229462505,0.008544,89.73545736322353,0.009124,89.03866022730004,0.009087,89.08311107907446,0.007956,90.44186549412527,0.00728,91.25399456978785
0.38,0.087979,0.117795,33.88990554564157,0.120339,36.78150467725253,0.122808,39.58785619295514,0.125297,42.416940406233294,0.127925,45.40401686766161,0.130432,48.25356050875776,0.132927,51.08946453130859,0.135549,54.06972118346424,0.0097,88.97464167585446,0.007302,91.70029211516383,0.007151,91.87192398185931,0.007911,91.00808147398811,0.007759,91.18084997556235,0.008633,90.18743109151048,0.007592,91.37066800031826,0.007385,91.60595142022527
0.4,0.090429,0.118212,30.723551073217664,0.120745,33.52464364307911,0.123204,36.243904057326745,0.125684,38.986387110329645,0.128302,41.88147607515289,0.1308,44.643864247088885,0.133288,47.3951940196176,0.135901,50.284753784737205,0.009565,89.42264096694645,0.007157,92.08550354421702,0.006322,93.00887989472403,0.007367,91.85327715666435,0.006922,92.34537593028786,0.008075,91.07034247862964,0.007165,92.07665682469118,0.007204,92.03352906700285
0.42,0.086178,0.117514,36.361948525145614,0.120065,39.32210076817749,0.122541,42.19522383903083,0.125037,45.091554689131804,0.127671,48.14801921604121,0.130183,51.06291628954024,0.132684,53.9650490844531,0.135311,57.01339088862585,0.009214,89.30817610062893,0.006769,92.1453271136485,0.005592,93.51110492236998,0.006559,92.38900879574834,0.006271,92.72320081691383,0.007193,91.65332219359928,0.006431,92.53753858293298,0.006526,92.42730163150688
0.44,0.076773,0.115912,50.98016229664076,0.118505,54.357651778620095,0.121019,57.63224050121789,0.123551,60.930274966459564,0.126222,64.40936266656247,0.128768,67.72563270941608,0.1313,71.02366717465777,0.133959,74.48712437966473,0.008647,88.73692574212288,0.006259,91.84739426621337,0.005045,93.42867935341853,0.005577,92.73572740416553,0.005714,92.5572792518203,0.006116,92.03365766610658,0.005519,92.8112747971292,0.005531,92.79564430203328
0.46,0.066141,0.114051,72.43615911461876,0.116692,76.42914379885396,0.119251,80.2981509200042,0.121826,84.19134878517106,0.124539,88.29319181748082,0.127123,92.19999697615701,0.129692,96.08412331231762,0.132387,100.15875175760873,0.007993,87.91521144222192,0.005917,91.05396047837196,0.004836,92.68834762099152,0.004694,92.90304047413858,0.00525,92.06241211956275,0.005105,92.28164073721292,0.004695,92.90152855263754,0.004536,93.14192407130221
0.48,0.057433,0.112462,95.8142531297338,0.115145,100.48578343461077,0.117741,105.00583288353387,0.120352,109.55199972141452,0.123102,114.34018769696866,0.125719,118.89680149043234,0.128319,123.42381557641076,0.131045,128.1702157296328,0.007373,87.16243274772344,0.005935,89.66621976912228,0.004973,91.34121498093431,0.004128,92.8124945588773,0.004883,91.49791931467972,0.004357,92.41376908745843,0.004163,92.75155398464298,0.003784,93.41145334563751
0.5,0.051625,0.111331,115.65326876513318,0.114043,120.90653753026636,0.116667,125.9893462469734,0.119304,131.09733656174333,0.12208,136.4745762711864,0.12472,141.58837772397095,0.127342,146.6673123486683,0.13009,151.9903147699758,0.006861,86.70992736077481,0.006246,87.90121065375303,0.005271,89.78983050847458,0.00394,92.3680387409201,0.0046,91.08958837772397,0.003911,92.42421307506054,0.003963,92.3234866828087,0.003364,93.48377723970944
