q_inverse_angstroms,debye,propo{e=0.380}_CollagenLikePeptide,propo{e=0.380}_CollagenLikePeptide_relDiffDebye,propo{e=0.390}_CollagenLikePeptide,propo{e=0.390}_CollagenLikePeptide_relDiffDebye,propo{e=0.400}_CollagenLikePeptide,propo{e=0.400}_CollagenLikePeptide_relDiffDebye,propo{e=0.410}_CollagenLikePeptide,propo{e=0.410}_CollagenLikePeptide_relDiffDebye,propo{e=0.420}_CollagenLikePeptide,propo{e=0.420}_CollagenLikePeptide_relDiffDebye,propo{e=0.430}_CollagenLikePeptide,propo{e=0.430}_CollagenLikePeptide_relDiffDebye,propo{e=0.440}_CollagenLikePeptide,propo{e=0.440}_CollagenLikePeptide_relDiffDebye,propo{e=0.450}_CollagenLikePeptide,propo{e=0.450}_CollagenLikePeptide_relDiffDebye,strat{s=0.15}_CollagenLikePeptide,strat{s=0.15}_CollagenLikePeptide_relDiffDebye,strat{s=0.20}_CollagenLikePeptide,strat{s=0.20}_CollagenLikePeptide_relDiffDebye,strat{s=0.25}_CollagenLikePeptide,strat{s=0.25}_CollagenLikePeptide_relDiffDebye,strat{s=0.30}_CollagenLikePeptide,strat{s=0.30}_CollagenLikePeptide_relDiffDebye,strat{s=0.35}_CollagenLikePeptide,strat{s=0.35}_CollagenLikePeptide_relDiffDebye,strat{s=0.40}_CollagenLikePeptide,strat{s=0.40}_CollagenLikePeptide_relDiffDebye,strat{s=0.45}_CollagenLikePeptide,strat{s=0.45}_CollagenLikePeptide_relDiffDebye,strat{s=0.50}_CollagenLikePeptide,strat{s=0.50}_CollagenLikePeptide_relDiffDebye
0.2,22.265274,25.336075,13.791885067302559,24.757888,11.195074446422709,24.108241,8.277315608152849,23.603601,6.010826545408781,23.027611,3.4238833081506144,22.524317,1.1634395336881924,22.093476,0.7715961636043758,21.591522,3.0260215975783646,18.683668,16.08606298759225,20.84955,6.358439604201596,19.096612,14.23140806621109,19.448577,12.65062805874296,17.758197,20.24262984592061,19.448487,12.651032275641438,19.399446,12.871290063621046,18.804662,15.542642771878759
0.22,18.50702,21.12793,14.161707287288817,20.650236,11.580556999452094,20.113643,8.681154502453658,19.696935,6.429533225770541,19.221438,3.8602541089813402,18.806075,1.615900344842115,18.450604,0.3048356785695495,18.036581,2.541948946940128,15.789508,14.683682191946628,17.617651,4.805576478547071,16.160653,12.678253981462174,16.545661,10.597919059902683,14.786769,20.10183703265032,16.501534,10.836352908247795,16.696715,9.781720665995927,15.856786,14.320155270810758
0.24,15.283752,17.515436,14.601676342301298,17.124011,12.040623271039728,16.68447,9.16475221529374,16.343247,6.9321656095963995,15.954018,4.385480737975857,15.61414,2.161694327413851,15.323371,0.2592229970755877,14.984833,1.955795932831151,13.329202,12.788417399078442,14.866291,2.7314039118143203,13.705609,10.325625540116059,13.972469,8.579588310514326,12.322019,19.37831103252657,13.913792,8.963505819775138,14.206237,7.050068595721784,13.279812,13.111571033081407
0.26,12.608179,14.516703,15.137189914578464,14.196889,12.60063011478502,13.837911,9.753446552432356,13.559348,7.544063262426716,13.241731,5.024928659404343,12.964513,2.8262130478953416,12.727453,0.9460049702657359,12.451575,1.2420826195440258,11.25028,10.769985102527492,12.617556,0.07437235781630824,11.637837,7.69613121768021,11.82239,6.232375032112087,10.318705,18.15864130736088,11.80329,6.383863998123752,11.963635,5.112110162776082,11.090273,12.039058138371924
0.28,10.387947,12.025312,15.762161666785545,11.764994,13.256199709143676,11.47295,10.4448261047154,11.246445,8.26436638538875,10.988324,5.779553938810045,10.763165,3.6120515439672563,10.570726,1.7595295778848317,10.346908,0.3950636251802171,9.478077,8.75890106100849,10.787276,3.844157079353599,9.854971,5.130715433954367,10.028702,3.458286801039718,8.607535,17.139209508866383,10.09599,2.8105360953420346,10.021041,3.5320357333359533,9.253087,10.924776570384886
0.3,8.493114,9.894229,16.49707045024945,9.684803,14.031237541377642,9.450011,11.266739148915223,9.268037,9.124132797463915,9.060807,6.684156129306638,8.880178,4.55738613658077,8.725908,2.740973452140171,8.54662,0.6299927211621144,7.968007,6.1827381570528805,9.193432,8.2457152935896,8.331284,1.9054259721463782,8.492281,0.009807945589804678,7.114013,16.2378722339062,8.617347,1.4627497052317944,8.364723,1.511707013469978,7.682739,9.54155331012866
0.32,6.87959,8.076666,17.400397407403627,7.910644,14.987143129169024,7.724682,12.284045996927132,7.580687,10.190970682845924,7.416862,7.80965144725194,7.274212,5.736126716853766,7.152495,3.966878840163436,7.011185,1.9128320146985491,6.692069,2.7257583664142815,7.738661,12.487241245481187,7.078455,2.8906519138495117,7.187122,4.470208253689526,5.879128,14.542465466692065,7.292776,6.005968378929552,6.959681,1.1641827492626664,6.338697,7.86228539782168
0.34,5.537728,6.563492,18.523192182786868,6.433605,16.17769959087914,6.288296,13.55371733678504,6.175919,11.524419400880648,6.048229,9.218600119037982,5.937198,7.213608180105631,5.842583,5.505055502906604,5.732892,3.5242612132628977,5.602822,1.1754640170120185,6.458984,16.635992233638046,6.044246,9.146675315219523,6.097224,10.103349243588694,4.874568,11.975308285275123,6.140044,10.876590543992034,5.76637,4.128805170640374,5.214111,5.843858708842335
0.36,4.425354,5.306582,19.913164009026175,5.206711,17.656372800910408,5.09517,15.135873875852665,5.009057,13.189973050743529,4.911383,10.982827588482195,4.826615,9.067319812155159,4.754512,7.43800382975013,4.671085,5.552798713955995,4.678915,5.729733711698553,5.403715,22.108084460587797,5.15507,16.48943790711434,5.16914,16.807378573555926,4.003459,9.53358759547822,5.161194,16.62782231658757,4.756704,7.487536590293127,4.281769,3.2445991891270136
0.38,3.49775,4.255574,21.666042455864492,4.180802,19.528325352012008,4.097496,17.146622828961466,4.033345,15.312558073046953,3.96077,13.237652776785083,3.897963,11.44201272246444,3.844684,9.918776356229007,3.783218,8.16147523407906,3.939763,12.637066685726545,4.54472,29.932671002787504,4.398155,25.74240583232078,4.353485,24.465299120863417,3.258381,6.84351368737045,4.320103,23.510914159102274,3.930681,12.3774140518905,3.49936,0.04602959045100105
0.4,2.735442,3.389929,23.926188162644284,3.335829,21.948445625971964,3.27578,19.753224524592376,3.229716,18.069255352517068,3.177814,16.1718654608652,3.133095,14.537065673481656,3.09532,13.156118828328298,3.051942,11.570342196983157,3.368738,23.15150531431484,3.815261,39.47511956020271,3.776803,38.069204172488405,3.636844,32.952700148641426,2.706092,1.072952744017237,3.584527,31.04013903420362,3.279397,19.8854517843917,2.839033,3.7869931075124317
0.42,2.120761,2.69051,26.865309197971875,2.653112,25.10188559672685,2.611853,23.15640470566934,2.580404,21.673493618564294,2.545204,20.01371205902033,2.5151,18.594221602528528,2.489852,17.403705556637455,2.461089,16.047447119218052,2.892628,36.39575605171919,3.186195,50.238287105430565,3.24561,53.0398757804392,3.024095,42.59480441218978,2.330776,9.902813188284785,2.94603,38.91381442793413,2.747419,29.548732742633423,2.287692,7.871278281711139
0.44,1.627627,2.127545,30.714531031987065,2.103591,29.242817918356007,2.077457,27.637167483704804,2.057771,26.427676611410345,2.036015,25.09100672328488,2.017675,23.964212930849644,2.00251,23.032488401826715,1.98551,21.988023054422186,2.47009,51.76020058649801,2.670121,64.04993281630252,2.756805,69.3757230618563,2.519317,54.784665036891134,2.026972,24.53541259760377,2.410555,48.10242150074925,2.275799,39.82312900928777,1.83394,12.67569289523951
0.46,1.237607,1.680185,35.760786744095675,1.666914,34.68847542071111,1.652799,33.54796797367824,1.642461,32.71264626008095,1.631388,31.817935742121705,1.622396,31.09137230154646,1.615243,30.513402073517693,1.607591,29.895112099398286,2.131998,72.26777159469849,2.269277,83.36006502872078,2.318747,87.35729516720578,2.123577,71.58734557900854,1.735659,40.243146653178286,1.982337,60.1749990101866,1.864023,50.615098330891804,1.465726,18.432264846595096
0.48,0.938244,1.335138,42.301789300011514,1.330108,41.765681421890264,1.325262,41.24918464706409,1.322134,40.91579589104753,1.319301,40.61384884955301,1.317518,40.42381299534023,1.316546,40.32021521054225,1.316104,40.27310592980077,1.90493,103.03140760825542,1.953979,108.25915220347797,1.960596,108.96440584751943,1.828793,94.91656754532936,1.481479,57.899117926680056,1.649096,75.7640869539267,1.547515,64.93737236795546,1.172648,24.983266612949294
0.5,0.710416,1.071551,50.83429990315531,1.072815,51.01222382378775,1.075051,51.32696898718496,1.077431,51.66198396432512,1.080892,52.14916330713271,1.084618,52.67364473773113,1.088366,53.20122294542914,1.093432,53.91432625391318,1.753012,146.75851895227586,1.694207,138.48097452760072,1.682634,136.85192901060785,1.61021,126.6573387986757,1.286416,81.07925497173485,1.382137,94.55319136956373,1.328962,87.06814035719914,0.946613,33.247702754442464
